lexicog.Entry	rdfs.label	lexinfo.note	lexicog.describes	lexicog.subComponent	skos.note
lexicogEntry:n21112	Fonseca’s entry for 'Patibilis'		lexicalEntry:n21112.e01		
lexicogEntry:n21113	Fonseca’s entry for 'Patibulatus'		lexicalEntry:n21113.e01		
lexicogEntry:n21114	Fonseca’s entry for 'Patibulum'		lexicalEntry:n21114.e01		
lexicogEntry:n21115	Fonseca’s entry for 'Patibulus'		lexicalEntry:n21115.e01		
lexicogEntry:n21116	Fonseca’s entry for 'Patibulus'		lexicalEntry:n21116.e01		
lexicogEntry:n21117	Fonseca’s entry for 'Patienter'		lexicalEntry:n21117.e01		
lexicogEntry:n21118	Fonseca’s entry for 'Patientia'		lexicalEntry:n21118.e01		
lexicogEntry:n21119	Fonseca’s entry for 'Patina'		lexicalEntry:n21119.e01		
lexicogEntry:n21120	Fonseca’s entry for 'Patinarius'		lexicalEntry:n21120.e01		
lexicogEntry:n21121	Fonseca’s entry for 'Patinarius'		lexicalEntry:n21121.e01		
lexicogEntry:n21122	Fonseca’s entry for 'Patio'		lexicalEntry:n21122.e01		&
lexicogEntry:n21123	Fonseca’s entry for 'Patior'		lexicalEntry:n21123.e01		
lexicogEntry:n21124	Fonseca’s entry for 'Pator'		lexicalEntry:n21124.e01		
lexicogEntry:n21125	Fonseca’s entry for 'Patratio'		lexicalEntry:n21125.e01		
lexicogEntry:n21126	Fonseca’s entry for 'Patrator'		lexicalEntry:n21126.e01		
lexicogEntry:n21127	Fonseca’s entry for 'Patratus'		lexicalEntry:n21127.e01		
lexicogEntry:n21128	Fonseca’s entry for 'Patria'		lexicalEntry:n21128.e01		
lexicogEntry:n21129	Fonseca’s entry for 'Patrice'		lexicalEntry:n21129.e01		
lexicogEntry:n21130	Fonseca’s entry for 'Patriciatus'		lexicalEntry:n21130.e01		
lexicogEntry:n21131	Fonseca’s entry for 'Patricida'		lexicalEntry:n21131.e01		
lexicogEntry:n21132	Fonseca’s entry for 'Patricius'		lexicalEntry:n21132.e01		
lexicogEntry:n21133	Fonseca’s entry for 'Patricius'		lexicalEntry:n21133.e01		
lexicogEntry:n21134	Fonseca’s entry for 'Patricus casus'		lexicalEntry:n21134.e01		
lexicogEntry:n21135	Fonseca’s entry for 'Patrie'		lexicalEntry:n21135.e01		
lexicogEntry:n21136	Fonseca’s entry for 'Patrimonium'		lexicalEntry:n21136.e01		
lexicogEntry:n21137	Fonseca’s entry for 'Patrimus'		lexicalEntry:n21137.e01		
lexicogEntry:n21138	Fonseca’s entry for 'Patrisso'		lexicalEntry:n21138.e01		
lexicogEntry:n21139	Fonseca’s entry for 'Patritus'		lexicalEntry:n21139.e01		
lexicogEntry:n21140	Fonseca’s entry for 'Patrius'		lexicalEntry:n21140.e01		
lexicogEntry:n21141	Fonseca’s entry for 'Patrizo'		lexicalEntry:n21141.e01		
lexicogEntry:n21142	Fonseca’s entry for 'Patro'		lexicalEntry:n21142.e01		
lexicogEntry:n21143	Fonseca’s entry for 'Patrocinium'		lexicalEntry:n21143.e01		
lexicogEntry:n21144	Fonseca’s entry for 'Patrocinor'		lexicalEntry:n21144.e01		
lexicogEntry:n21145	Fonseca’s entry for 'Patrona'		lexicalEntry:n21145.e01		
lexicogEntry:n21146	Fonseca’s entry for 'Patronus'		lexicalEntry:n21146.e01		
lexicogEntry:n21147	Fonseca’s entry for 'Patruelis'		lexicalEntry:n21147.e01		
lexicogEntry:n21148	Fonseca’s entry for 'Patruelis'		lexicalEntry:n21148.e01		
lexicogEntry:n21149	Fonseca’s entry for 'Patruissimus'		lexicalEntry:n21149.e01		
lexicogEntry:n21150	Fonseca’s entry for 'Patruus'		lexicalEntry:n21150.e01		
lexicogEntry:n21151	Fonseca’s entry for 'Patruus'		lexicalEntry:n21151.e01		
lexicogEntry:n21152	Fonseca’s entry for 'Patulicans'		lexicalEntry:n21152.e01		
lexicogEntry:n21153	Fonseca’s entry for 'Patulus'		lexicalEntry:n21153.e01		
lexicogEntry:n21154	Fonseca’s entry for 'Paucies'		lexicalEntry:n21154.e01		
lexicogEntry:n21155	Fonseca’s entry for 'Pauciloquium'		lexicalEntry:n21155.e01		
lexicogEntry:n21156	Fonseca’s entry for 'Paucitas'		lexicalEntry:n21156.e01		
lexicogEntry:n21157	Fonseca’s entry for 'Pauculi'		lexicalEntry:n21157.e01		
lexicogEntry:n21158	Fonseca’s entry for 'Paucus'		lexicalEntry:n21158.e01		
lexicogEntry:n21159	Fonseca’s entry for 'Pavefactus'		lexicalEntry:n21159.e01		
lexicogEntry:n21160	Fonseca’s entry for 'Pavendus'		lexicalEntry:n21160.e01		
lexicogEntry:n21161	Fonseca’s entry for 'Paveo'		lexicalEntry:n21161.e01		
lexicogEntry:n21162	Fonseca’s entry for 'Pavesco'		lexicalEntry:n21162.e01		
lexicogEntry:n21163	Fonseca’s entry for 'Pavicula'		lexicalEntry:n21163.e01		
lexicogEntry:n21164	Fonseca’s entry for 'Pavide'		lexicalEntry:n21164.e01		
lexicogEntry:n21165	Fonseca’s entry for 'Pavidus'		lexicalEntry:n21165.e01		
lexicogEntry:n21166	Fonseca’s entry for 'Pavimentatus'		lexicalEntry:n21166.e01		
lexicogEntry:n21167	Fonseca’s entry for 'Pavimento'		lexicalEntry:n21167.e01		
lexicogEntry:n21168	Fonseca’s entry for 'Pavimentum'		lexicalEntry:n21168.e01		
lexicogEntry:n21169	Fonseca’s entry for 'Pavio'		lexicalEntry:n21169.e01		
lexicogEntry:n21170	Fonseca’s entry for 'Pavito'		lexicalEntry:n21170.e01		
lexicogEntry:n21171	Fonseca’s entry for 'Pavitus'		lexicalEntry:n21171.e01		
lexicogEntry:n21172	Fonseca’s entry for 'Paulatim'		lexicalEntry:n21172.e01		
lexicogEntry:n21173	Fonseca’s entry for 'Paulisper'		lexicalEntry:n21173.e01		
lexicogEntry:n21174	Fonseca’s entry for 'Paululus'		lexicalEntry:n21174.e01		
lexicogEntry:n21175	Fonseca’s entry for 'Paulum'		lexicalEntry:n21175.e01		
lexicogEntry:n21176	Fonseca’s entry for 'Paulus'		lexicalEntry:n21176.e01		
lexicogEntry:n21177	Fonseca’s entry for 'Pavo'		lexicalEntry:n21177.e01		
lexicogEntry:n21178	Fonseca’s entry for 'Pavonaceus'		lexicalEntry:n21178.e01		
lexicogEntry:n21179	Fonseca’s entry for 'Pavoninus'		lexicalEntry:n21179.e01		&
lexicogEntry:n21180	Fonseca’s entry for 'Pavonius'		lexicalEntry:n21180.e01		
lexicogEntry:n21181	Fonseca’s entry for 'Pavor'		lexicalEntry:n21181.e01		
lexicogEntry:n21182	Fonseca’s entry for 'Pauper'		lexicalEntry:n21182.e01		
lexicogEntry:n21183	Fonseca’s entry for 'Pauperculus'		lexicalEntry:n21183.e01		
lexicogEntry:n21184	Fonseca’s entry for 'Pauperies'		lexicalEntry:n21184.e01		
lexicogEntry:n21185	Fonseca’s entry for 'Paupero'		lexicalEntry:n21185.e01		
lexicogEntry:n21186	Fonseca’s entry for 'Paupertas'		lexicalEntry:n21186.e01		
lexicogEntry:n21187	Fonseca’s entry for 'Paupertinus'		lexicalEntry:n21187.e01		
lexicogEntry:n21188	Fonseca’s entry for 'Pausa'		lexicalEntry:n21188.e01		
lexicogEntry:n21189	Fonseca’s entry for 'Pausarius'		lexicalEntry:n21189.e01		
lexicogEntry:n21190	Fonseca’s entry for 'Pausea'		lexicalEntry:n21190.e01		
lexicogEntry:n21191	Fonseca’s entry for 'Pauso'		lexicalEntry:n21191.e01		
lexicogEntry:n21192	Fonseca’s entry for 'Pavus'		lexicalEntry:n21192.e01		
lexicogEntry:n21193	Fonseca’s entry for 'Pauxillatim'		lexicalEntry:n21193.e01		
lexicogEntry:n21194	Fonseca’s entry for 'Pauxillisper'		lexicalEntry:n21194.e01		
lexicogEntry:n21195	Fonseca’s entry for 'Pauxillo'		lexicalEntry:n21195.e01		
lexicogEntry:n21196	Fonseca’s entry for 'Pauxillulum'		lexicalEntry:n21196.e01		
lexicogEntry:n21197	Fonseca’s entry for 'Pauxillulus'		lexicalEntry:n21197.e01		
lexicogEntry:n21198	Fonseca’s entry for 'Pauxillum'		lexicalEntry:n21198.e01		
lexicogEntry:n21199	Fonseca’s entry for 'Pauxillus'		lexicalEntry:n21199.e01		
lexicogEntry:n21200	Fonseca’s entry for 'Pax'		lexicalEntry:n21200.e01		
lexicogEntry:n21201	Fonseca’s entry for 'Pax'		lexicalEntry:n21201.e01		
lexicogEntry:n21202	Fonseca’s entry for 'Paxillus'		lexicalEntry:n21202.e01		
lexicogEntry:n21203	Fonseca’s entry for 'Peccatio'		lexicalEntry:n21203.e01		
lexicogEntry:n21204	Fonseca’s entry for 'Peccatum'		lexicalEntry:n21204.e01		&
lexicogEntry:n21205	Fonseca’s entry for 'Peccatus'		lexicalEntry:n21205.e01		
lexicogEntry:n21206	Fonseca’s entry for 'Pecco'		lexicalEntry:n21206.e01		
lexicogEntry:n21207	Fonseca’s entry for 'Pecorarius'		lexicalEntry:n21207.e01		
lexicogEntry:n21208	Fonseca’s entry for 'Pecorinus'		lexicalEntry:n21208.e01		
lexicogEntry:n21209	Fonseca’s entry for 'Pecorosus'		lexicalEntry:n21209.e01		
lexicogEntry:n21210	Fonseca’s entry for 'Pecten'		lexicalEntry:n21210.e01		
lexicogEntry:n21211	Fonseca’s entry for 'Pectinatim'		lexicalEntry:n21211.e01		
lexicogEntry:n21212	Fonseca’s entry for 'Pectinatus'		lexicalEntry:n21212.e01		
lexicogEntry:n21213	Fonseca’s entry for 'Pectino'		lexicalEntry:n21213.e01		
lexicogEntry:n21214	Fonseca’s entry for 'Pectitus'		lexicalEntry:n21214.e01		
lexicogEntry:n21215	Fonseca’s entry for 'Pecto'		lexicalEntry:n21215.e01		
lexicogEntry:n21216	Fonseca’s entry for 'Pectorale'		lexicalEntry:n21216.e01		
lexicogEntry:n21217	Fonseca’s entry for 'Pectoralis'		lexicalEntry:n21217.e01		
lexicogEntry:n21218	Fonseca’s entry for 'Pectorosus'		lexicalEntry:n21218.e01		
lexicogEntry:n21219	Fonseca’s entry for 'Pectunculus'		lexicalEntry:n21219.e01		
lexicogEntry:n21220	Fonseca’s entry for 'Pectus'		lexicalEntry:n21220.e01		
lexicogEntry:n21221	Fonseca’s entry for 'Pecu'		lexicalEntry:n21221.e01		
lexicogEntry:n21222	Fonseca’s entry for 'Pecua'		lexicalEntry:n21222.e01		
lexicogEntry:n21223	Fonseca’s entry for 'Pecuaria'		lexicalEntry:n21223.e01		
lexicogEntry:n21224	Fonseca’s entry for 'Pecuaria'		lexicalEntry:n21224.e01		
lexicogEntry:n21225	Fonseca’s entry for 'Pecuarius'		lexicalEntry:n21225.e01		
lexicogEntry:n21226	Fonseca’s entry for 'Pecuarius'		lexicalEntry:n21226.e01		
lexicogEntry:n21227	Fonseca’s entry for 'Pecuda'		lexicalEntry:n21227.e01		
lexicogEntry:n21228	Fonseca’s entry for 'Peculator'		lexicalEntry:n21228.e01		
lexicogEntry:n21229	Fonseca’s entry for 'Peculatorius'		lexicalEntry:n21229.e01		
lexicogEntry:n21230	Fonseca’s entry for 'Peculatus'		lexicalEntry:n21230.e01		
lexicogEntry:n21231	Fonseca’s entry for 'Peculiaris'		lexicalEntry:n21231.e01		
lexicogEntry:n21232	Fonseca’s entry for 'Peculiariter'		lexicalEntry:n21232.e01		
lexicogEntry:n21233	Fonseca’s entry for 'Peculiatus'		lexicalEntry:n21233.e01		
lexicogEntry:n21234	Fonseca’s entry for 'Peculio'		lexicalEntry:n21234.e01		
lexicogEntry:n21235	Fonseca’s entry for 'Peculiolum'		lexicalEntry:n21235.e01		
lexicogEntry:n21236	Fonseca’s entry for 'Peculiosus'		lexicalEntry:n21236.e01		
lexicogEntry:n21237	Fonseca’s entry for 'Peculium'		lexicalEntry:n21237.e01		
lexicogEntry:n21238	Fonseca’s entry for 'Peculor'		lexicalEntry:n21238.e01		
lexicogEntry:n21239	Fonseca’s entry for 'Pecunia'		lexicalEntry:n21239.e01		
lexicogEntry:n21240	Fonseca’s entry for 'Pecuniarie'		lexicalEntry:n21240.e01		&
lexicogEntry:n21241	Fonseca’s entry for 'Pecuniariter'		lexicalEntry:n21241.e01		
lexicogEntry:n21242	Fonseca’s entry for 'Pecuniarius'		lexicalEntry:n21242.e01		
lexicogEntry:n21243	Fonseca’s entry for 'Pecuniosus'		lexicalEntry:n21243.e01		
lexicogEntry:n21244	Fonseca’s entry for 'Pecus'		lexicalEntry:n21244.e01		
lexicogEntry:n21245	Fonseca’s entry for 'Pecus'		lexicalEntry:n21245.e01		
lexicogEntry:n21246	Fonseca’s entry for 'Pedale'		lexicalEntry:n21246.e01		
lexicogEntry:n21247	Fonseca’s entry for 'Pedalis'		lexicalEntry:n21247.e01		
lexicogEntry:n21248	Fonseca’s entry for 'Pedamen'		lexicalEntry:n21248.e01		&
lexicogEntry:n21249	Fonseca’s entry for 'Pedamentum'		lexicalEntry:n21249.e01		
lexicogEntry:n21250	Fonseca’s entry for 'Pedandus'		lexicalEntry:n21250.e01		
lexicogEntry:n21251	Fonseca’s entry for 'Pedaneus'		lexicalEntry:n21251.e01		
lexicogEntry:n21252	Fonseca’s entry for 'Pedarius'		lexicalEntry:n21252.e01		
lexicogEntry:n21253	Fonseca’s entry for 'Pedarius'		lexicalEntry:n21253.e01		
lexicogEntry:n21254	Fonseca’s entry for 'Pedatim'		lexicalEntry:n21254.e01		
lexicogEntry:n21255	Fonseca’s entry for 'Pedatio'		lexicalEntry:n21255.e01		
lexicogEntry:n21256	Fonseca’s entry for 'Pedatus'		lexicalEntry:n21256.e01		
lexicogEntry:n21257	Fonseca’s entry for 'Pedatus'		lexicalEntry:n21257.e01		
lexicogEntry:n21258	Fonseca’s entry for 'Pedema'		lexicalEntry:n21258.e01		
lexicogEntry:n21259	Fonseca’s entry for 'Pedes'		lexicalEntry:n21259.e01		
lexicogEntry:n21260	Fonseca’s entry for 'Pedester'		lexicalEntry:n21260.e01		&
lexicogEntry:n21261	Fonseca’s entry for 'Pedestris'		lexicalEntry:n21261.e01		
lexicogEntry:n21262	Fonseca’s entry for 'Pedetentim'		lexicalEntry:n21262.e01		
lexicogEntry:n21263	Fonseca’s entry for 'Pedica'		lexicalEntry:n21263.e01		
lexicogEntry:n21264	Fonseca’s entry for 'Pedicellus'		lexicalEntry:n21264.e01		
lexicogEntry:n21265	Fonseca’s entry for 'Pedicinus'		lexicalEntry:n21265.e01		
lexicogEntry:n21266	Fonseca’s entry for 'Pedicularia'		lexicalEntry:n21266.e01		
lexicogEntry:n21267	Fonseca’s entry for 'Pedicularis'		lexicalEntry:n21267.e01		
lexicogEntry:n21268	Fonseca’s entry for 'Pediculosus'		lexicalEntry:n21268.e01		
lexicogEntry:n21269	Fonseca’s entry for 'Pediculus'		lexicalEntry:n21269.e01		
lexicogEntry:n21270	Fonseca’s entry for 'Pediolus'		lexicalEntry:n21270.e01		
lexicogEntry:n21271	Fonseca’s entry for 'Pedis'		lexicalEntry:n21271.e01		
lexicogEntry:n21272	Fonseca’s entry for 'Pedisequa'		lexicalEntry:n21272.e01		
lexicogEntry:n21273	Fonseca’s entry for 'Pedisequus'		lexicalEntry:n21273.e01		
lexicogEntry:n21274	Fonseca’s entry for 'Peditatus'		lexicalEntry:n21274.e01		
lexicogEntry:n21275	Fonseca’s entry for 'Peditum'		lexicalEntry:n21275.e01		
lexicogEntry:n21276	Fonseca’s entry for 'Pedo'		lexicalEntry:n21276.e01		
lexicogEntry:n21277	Fonseca’s entry for 'Pedulis'		lexicalEntry:n21277.e01		
lexicogEntry:n21278	Fonseca’s entry for 'Pedum'		lexicalEntry:n21278.e01		
lexicogEntry:n21279	Fonseca’s entry for 'Pedunculus'		lexicalEntry:n21279.e01		
lexicogEntry:n21280	Fonseca’s entry for 'Pedusculus'		lexicalEntry:n21280.e01		
lexicogEntry:n21281	Fonseca’s entry for 'Pegma'		lexicalEntry:n21281.e01		
lexicogEntry:n21282	Fonseca’s entry for 'Pegmaris'		lexicalEntry:n21282.e01		
lexicogEntry:n21283	Fonseca’s entry for 'Pejeratus'		lexicalEntry:n21283.e01		
lexicogEntry:n21284	Fonseca’s entry for 'Pejero'		lexicalEntry:n21284.e01		
lexicogEntry:n21285	Fonseca’s entry for 'Pejor'		lexicalEntry:n21285.e01		
lexicogEntry:n21286	Fonseca’s entry for 'Pejoro'		lexicalEntry:n21286.e01	lexicogComponent:n21286.e01_comp	
lexicogEntry:n21287	Fonseca’s entry for 'Pejus'		lexicalEntry:n21287.e01		
lexicogEntry:n21288	Fonseca’s entry for 'Pelagia'		lexicalEntry:n21288.e01		
lexicogEntry:n21289	Fonseca’s entry for 'Pelagicus'		lexicalEntry:n21289.e01		
lexicogEntry:n21290	Fonseca’s entry for 'Pelagium'		lexicalEntry:n21290.e01		
lexicogEntry:n21291	Fonseca’s entry for 'Pelagius'		lexicalEntry:n21291.e01		
lexicogEntry:n21292	Fonseca’s entry for 'Pelagus'		lexicalEntry:n21292.e01		
lexicogEntry:n21293	Fonseca’s entry for 'Pelamis'		lexicalEntry:n21293.e01		
lexicogEntry:n21294	Fonseca’s entry for 'Pelecinum'		lexicalEntry:n21294.e01		
lexicogEntry:n21295	Fonseca’s entry for 'Pelecynon'		lexicalEntry:n21295.e01		
lexicogEntry:n21296	Fonseca’s entry for 'Pellacia'		lexicalEntry:n21296.e01		
lexicogEntry:n21297	Fonseca’s entry for 'Pellaria'		lexicalEntry:n21297.e01		
lexicogEntry:n21298	Fonseca’s entry for 'Pellax'		lexicalEntry:n21298.e01		
lexicogEntry:n21299	Fonseca’s entry for 'Pellectio'		lexicalEntry:n21299.e01		
lexicogEntry:n21300	Fonseca’s entry for 'Pellectus'		lexicalEntry:n21300.e01		
lexicogEntry:n21301	Fonseca’s entry for 'Pellex'		lexicalEntry:n21301.e01		
lexicogEntry:n21302	Fonseca’s entry for 'Pellicatus'		lexicalEntry:n21302.e01		
lexicogEntry:n21303	Fonseca’s entry for 'Pelliceo'		lexicalEntry:n21303.e01		
lexicogEntry:n21304	Fonseca’s entry for 'Pelliceus'		lexicalEntry:n21304.e01		
lexicogEntry:n21305	Fonseca’s entry for 'Pellicio'		lexicalEntry:n21305.e01		
lexicogEntry:n21306	Fonseca’s entry for 'Pellicula'		lexicalEntry:n21306.e01		
lexicogEntry:n21307	Fonseca’s entry for 'Pelliculo'		lexicalEntry:n21307.e01		
lexicogEntry:n21308	Fonseca’s entry for 'Pellio'		lexicalEntry:n21308.e01		
lexicogEntry:n21309	Fonseca’s entry for 'Pellis'		lexicalEntry:n21309.e01		
lexicogEntry:n21310	Fonseca’s entry for 'Pellitus'		lexicalEntry:n21310.e01		
lexicogEntry:n21311	Fonseca’s entry for 'Pello'		lexicalEntry:n21311.e01		
lexicogEntry:n21312	Fonseca’s entry for 'Pellos'		lexicalEntry:n21312.e01		
lexicogEntry:n21313	Fonseca’s entry for 'Pelluceo'		lexicalEntry:n21313.e01		
lexicogEntry:n21314	Fonseca’s entry for 'Pelluciditas'		lexicalEntry:n21314.e01		
lexicogEntry:n21315	Fonseca’s entry for 'Pellucidulus'		lexicalEntry:n21315.e01		
lexicogEntry:n21316	Fonseca’s entry for 'Pellucidus'		lexicalEntry:n21316.e01		
lexicogEntry:n21317	Fonseca’s entry for 'Peloris'		lexicalEntry:n21317.e01		
lexicogEntry:n21318	Fonseca’s entry for 'Pelta'		lexicalEntry:n21318.e01		
lexicogEntry:n21319	Fonseca’s entry for 'Peltasta'		lexicalEntry:n21319.e01		
lexicogEntry:n21320	Fonseca’s entry for 'Peltatus'		lexicalEntry:n21320.e01		
lexicogEntry:n21321	Fonseca’s entry for 'Peltifer'		lexicalEntry:n21321.e01		
lexicogEntry:n21322	Fonseca’s entry for 'Pelvis'		lexicalEntry:n21322.e01		
lexicogEntry:n21323	Fonseca’s entry for 'Peminosus'		lexicalEntry:n21323.e01		
lexicogEntry:n21324	Fonseca’s entry for 'Penarius'		lexicalEntry:n21324.e01		
lexicogEntry:n21325	Fonseca’s entry for 'Penates'		lexicalEntry:n21325.e01		
lexicogEntry:n21326	Fonseca’s entry for 'Penatiger'		lexicalEntry:n21326.e01		
lexicogEntry:n21327	Fonseca’s entry for 'Pendeo'		lexicalEntry:n21327.e01		
lexicogEntry:n21328	Fonseca’s entry for 'Pendo'		lexicalEntry:n21328.e01		
lexicogEntry:n21329	Fonseca’s entry for 'Pendulus'		lexicalEntry:n21329.e01		
lexicogEntry:n21330	Fonseca’s entry for 'Pene'		lexicalEntry:n21330.e01		
lexicogEntry:n21331	Fonseca’s entry for 'Penelopes'		lexicalEntry:n21331.e01		
lexicogEntry:n21332	Fonseca’s entry for 'Penes'		lexicalEntry:n21332.e01		
lexicogEntry:n21333	Fonseca’s entry for 'Penetrabilis'		lexicalEntry:n21333.e01		
lexicogEntry:n21334	Fonseca’s entry for 'Penetrale'		lexicalEntry:n21334.e01		
lexicogEntry:n21335	Fonseca’s entry for 'Penetralis'		lexicalEntry:n21335.e01		
lexicogEntry:n21336	Fonseca’s entry for 'Penetratio'		lexicalEntry:n21336.e01		
lexicogEntry:n21337	Fonseca’s entry for 'Penetratus'		lexicalEntry:n21337.e01		
lexicogEntry:n21338	Fonseca’s entry for 'Penetro'		lexicalEntry:n21338.e01		
lexicogEntry:n21339	Fonseca’s entry for 'Penicillum'		lexicalEntry:n21339.e01		&
lexicogEntry:n21340	Fonseca’s entry for 'Penicillus'		lexicalEntry:n21340.e01		
lexicogEntry:n21341	Fonseca’s entry for 'Peniculamentum'		lexicalEntry:n21341.e01		
lexicogEntry:n21342	Fonseca’s entry for 'Peniculum'		lexicalEntry:n21342.e01		&
lexicogEntry:n21343	Fonseca’s entry for 'Peniculus'		lexicalEntry:n21343.e01		
lexicogEntry:n21344	Fonseca’s entry for 'Peninsula'		lexicalEntry:n21344.e01		
lexicogEntry:n21345	Fonseca’s entry for 'Penis'		lexicalEntry:n21345.e01		
lexicogEntry:n21346	Fonseca’s entry for 'Penite'		lexicalEntry:n21346.e01		
lexicogEntry:n21347	Fonseca’s entry for 'Penitus'		lexicalEntry:n21347.e01		
lexicogEntry:n21348	Fonseca’s entry for 'Penitus'		lexicalEntry:n21348.e01		
lexicogEntry:n21349	Fonseca’s entry for 'Penitus'		lexicalEntry:n21349.e01		
lexicogEntry:n21350	Fonseca’s entry for 'Penna'		lexicalEntry:n21350.e01		
lexicogEntry:n21351	Fonseca’s entry for 'Pennatus'		lexicalEntry:n21351.e01		
lexicogEntry:n21352	Fonseca’s entry for 'Pennifer'		lexicalEntry:n21352.e01		&
lexicogEntry:n21353	Fonseca’s entry for 'Penniger'		lexicalEntry:n21353.e01		
lexicogEntry:n21354	Fonseca’s entry for 'Pennipes'		lexicalEntry:n21354.e01		
lexicogEntry:n21355	Fonseca’s entry for 'Pennipotens'		lexicalEntry:n21355.e01		
lexicogEntry:n21356	Fonseca’s entry for 'Pennula'		lexicalEntry:n21356.e01		
lexicogEntry:n21357	Fonseca’s entry for 'Pensatio'		lexicalEntry:n21357.e01		
lexicogEntry:n21358	Fonseca’s entry for 'Pensator'		lexicalEntry:n21358.e01		
lexicogEntry:n21359	Fonseca’s entry for 'Pensatus'		lexicalEntry:n21359.e01		
lexicogEntry:n21360	Fonseca’s entry for 'Pensiculate'		lexicalEntry:n21360.e01		
lexicogEntry:n21361	Fonseca’s entry for 'Pensiculo'		lexicalEntry:n21361.e01		
lexicogEntry:n21362	Fonseca’s entry for 'Pensilis'		lexicalEntry:n21362.e01		
lexicogEntry:n21363	Fonseca’s entry for 'Pensim'		lexicalEntry:n21363.e01		
lexicogEntry:n21364	Fonseca’s entry for 'Pensio'		lexicalEntry:n21364.e01		
lexicogEntry:n21365	Fonseca’s entry for 'Pensior'		lexicalEntry:n21365.e01		
lexicogEntry:n21366	Fonseca’s entry for 'Pensitatio'		lexicalEntry:n21366.e01		
lexicogEntry:n21367	Fonseca’s entry for 'Pensitator'		lexicalEntry:n21367.e01		
lexicogEntry:n21368	Fonseca’s entry for 'Pensitatus'		lexicalEntry:n21368.e01		
lexicogEntry:n21369	Fonseca’s entry for 'Pensito'		lexicalEntry:n21369.e01		
lexicogEntry:n21370	Fonseca’s entry for 'Pensiuncula'		lexicalEntry:n21370.e01		
lexicogEntry:n21371	Fonseca’s entry for 'Penso'		lexicalEntry:n21371.e01		
lexicogEntry:n21372	Fonseca’s entry for 'Pensum'		lexicalEntry:n21372.e01		
lexicogEntry:n21373	Fonseca’s entry for 'Pensus'		lexicalEntry:n21373.e01		
lexicogEntry:n21374	Fonseca’s entry for 'Pentadactylus'		lexicalEntry:n21374.e01		
lexicogEntry:n21375	Fonseca’s entry for 'Pentadoron'		lexicalEntry:n21375.e01		
lexicogEntry:n21376	Fonseca’s entry for 'Pentameter'		lexicalEntry:n21376.e01		
lexicogEntry:n21377	Fonseca’s entry for 'Pentapetes'		lexicalEntry:n21377.e01		&
lexicogEntry:n21378	Fonseca’s entry for 'Pentaphyllon'		lexicalEntry:n21378.e01		
lexicogEntry:n21379	Fonseca’s entry for 'Pentaspaston'		lexicalEntry:n21379.e01		
lexicogEntry:n21380	Fonseca’s entry for 'Pentathli'		lexicalEntry:n21380.e01		
lexicogEntry:n21381	Fonseca’s entry for 'Penteris'		lexicalEntry:n21381.e01		
lexicogEntry:n21382	Fonseca’s entry for 'Pentorobus'		lexicalEntry:n21382.e01		
lexicogEntry:n21383	Fonseca’s entry for 'Pentiremis'		lexicalEntry:n21383.e01		
lexicogEntry:n21384	Fonseca’s entry for 'Penuarius'		lexicalEntry:n21384.e01		
lexicogEntry:n21385	Fonseca’s entry for 'Penula'		lexicalEntry:n21385.e01		
lexicogEntry:n21386	Fonseca’s entry for 'Penularium'		lexicalEntry:n21386.e01		
lexicogEntry:n21387	Fonseca’s entry for 'Penulatus'		lexicalEntry:n21387.e01		
lexicogEntry:n21388	Fonseca’s entry for 'Penultimus'		lexicalEntry:n21388.e01		
lexicogEntry:n21389	Fonseca’s entry for 'Penum'		lexicalEntry:n21389.e01		
lexicogEntry:n21390	Fonseca’s entry for 'Penuria'		lexicalEntry:n21390.e01		
lexicogEntry:n21391	Fonseca’s entry for 'Penus'		lexicalEntry:n21391.e01		&
lexicogEntry:n21392	Fonseca’s entry for 'Penus'		lexicalEntry:n21392.e01		&
lexicogEntry:n21393	Fonseca’s entry for 'Penus'		lexicalEntry:n21393.e01		
lexicogEntry:n21394	Fonseca’s entry for 'Pependi'		lexicalEntry:n21394.e01		
lexicogEntry:n21395	Fonseca’s entry for 'Peperi'		lexicalEntry:n21395.e01		
lexicogEntry:n21396	Fonseca’s entry for 'Peplios'		lexicalEntry:n21396.e01		
lexicogEntry:n21397	Fonseca’s entry for 'Peplis'		lexicalEntry:n21397.e01		
lexicogEntry:n21398	Fonseca’s entry for 'Peplum'		lexicalEntry:n21398.e01		
lexicogEntry:n21399	Fonseca’s entry for 'Pepo'		lexicalEntry:n21399.e01		
lexicogEntry:n21400	Fonseca’s entry for 'Pepticus'		lexicalEntry:n21400.e01		
lexicogEntry:n21401	Fonseca’s entry for 'Pepuli'		lexicalEntry:n21401.e01		
lexicogEntry:n21402	Fonseca’s entry for 'Per'		lexicalEntry:n21402.e01		
lexicogEntry:n21403	Fonseca’s entry for 'Pera'		lexicalEntry:n21403.e01		
lexicogEntry:n21404	Fonseca’s entry for 'Perabsurdus'		lexicalEntry:n21404.e01		
lexicogEntry:n21405	Fonseca’s entry for 'Peraccommodatus'		lexicalEntry:n21405.e01		
lexicogEntry:n21406	Fonseca’s entry for 'Peracer'		lexicalEntry:n21406.e01		
lexicogEntry:n21407	Fonseca’s entry for 'Peracerbus'		lexicalEntry:n21407.e01		
