lexicog.Entry	rdfs.label	lexinfo.note	lexicog.describes	lexicog.subComponent	skos.note
lexicogEntry:n07334	Fonseca’s entry for 'Cuimodi'		lexicalEntry:n07334.e01		
lexicogEntry:n07335	Fonseca’s entry for 'Cujus'		lexicalEntry:n07335.e01		
lexicogEntry:n07336	Fonseca’s entry for 'Cujuscemodi'		lexicalEntry:n07336.e01		
lexicogEntry:n07337	Fonseca’s entry for 'Cujusquemodi'		lexicalEntry:n07337.e01		
lexicogEntry:n07338	Fonseca’s entry for 'Cujusdammodi'		lexicalEntry:n07338.e01		
lexicogEntry:n07339	Fonseca’s entry for 'Cujusmodi'		lexicalEntry:n07339.e01		
lexicogEntry:n07340	Fonseca’s entry for 'Cujusmodicumque'		lexicalEntry:n07340.e01		
lexicogEntry:n07341	Fonseca’s entry for 'Culcita'		lexicalEntry:n07341.e01		
lexicogEntry:n07342	Fonseca’s entry for 'Culest'		lexicalEntry:n07342.e01		
lexicogEntry:n07343	Fonseca’s entry for 'Culcitella'		lexicalEntry:n07343.e01		
lexicogEntry:n07344	Fonseca’s entry for 'Culearis'		lexicalEntry:n07344.e01	lexicogComponent:n07344.e01_comp	
lexicogEntry:n07345	Fonseca’s entry for 'Culeum'		lexicalEntry:n07345.e01		&
lexicogEntry:n07346	Fonseca’s entry for 'Culeus'		lexicalEntry:n07346.e01		
lexicogEntry:n07347	Fonseca’s entry for 'Culex'		lexicalEntry:n07347.e01		
lexicogEntry:n07348	Fonseca’s entry for 'Culigna'		lexicalEntry:n07348.e01		
lexicogEntry:n07349	Fonseca’s entry for 'Culina'		lexicalEntry:n07349.e01		
lexicogEntry:n07350	Fonseca’s entry for 'Culinarius'		lexicalEntry:n07350.e01		
lexicogEntry:n07351	Fonseca’s entry for 'Culleus'		lexicalEntry:n07351.e01		
lexicogEntry:n07352	Fonseca’s entry for 'Culmen'		lexicalEntry:n07352.e01		
lexicogEntry:n07353	Fonseca’s entry for 'Culminius'		lexicalEntry:n07353.e01		
lexicogEntry:n07354	Fonseca’s entry for 'Culmus'		lexicalEntry:n07354.e01		
lexicogEntry:n07355	Fonseca’s entry for 'Culpa'		lexicalEntry:n07355.e01		
lexicogEntry:n07356	Fonseca’s entry for 'Culpatio'		lexicalEntry:n07356.e01		
lexicogEntry:n07357	Fonseca’s entry for 'Culpatus'		lexicalEntry:n07357.e01		
lexicogEntry:n07358	Fonseca’s entry for 'Culpito'		lexicalEntry:n07358.e01		
lexicogEntry:n07359	Fonseca’s entry for 'Culpo'		lexicalEntry:n07359.e01		
lexicogEntry:n07360	Fonseca’s entry for 'Culta'		lexicalEntry:n07360.e01		
lexicogEntry:n07361	Fonseca’s entry for 'Culte'		lexicalEntry:n07361.e01		
lexicogEntry:n07362	Fonseca’s entry for 'Cultellatus'		lexicalEntry:n07362.e01		
lexicogEntry:n07363	Fonseca’s entry for 'Cultellus'		lexicalEntry:n07363.e01		
lexicogEntry:n07364	Fonseca’s entry for 'Culter'		lexicalEntry:n07364.e01		
lexicogEntry:n07365	Fonseca’s entry for 'Cultio'		lexicalEntry:n07365.e01		
lexicogEntry:n07366	Fonseca’s entry for 'Cultor'		lexicalEntry:n07366.e01		
lexicogEntry:n07367	Fonseca’s entry for 'Cultrarius'		lexicalEntry:n07367.e01		
lexicogEntry:n07368	Fonseca’s entry for 'Cultratus'		lexicalEntry:n07368.e01		
lexicogEntry:n07369	Fonseca’s entry for 'Cultrix'		lexicalEntry:n07369.e01		
lexicogEntry:n07370	Fonseca’s entry for 'Cultrum'		lexicalEntry:n07370.e01		
lexicogEntry:n07371	Fonseca’s entry for 'Cultura'		lexicalEntry:n07371.e01		
lexicogEntry:n07372	Fonseca’s entry for 'Cultus'		lexicalEntry:n07372.e01		
lexicogEntry:n07373	Fonseca’s entry for 'Cultus'		lexicalEntry:n07373.e01		
lexicogEntry:n07374	Fonseca’s entry for 'Culullus'		lexicalEntry:n07374.e01		
lexicogEntry:n07375	Fonseca’s entry for 'Cum'		lexicalEntry:n07375.e01		
lexicogEntry:n07376	Fonseca’s entry for 'Cum'		lexicalEntry:n07376.e01		
lexicogEntry:n07377	Fonseca’s entry for 'Cumanum'		lexicalEntry:n07377.e01		
lexicogEntry:n07378	Fonseca’s entry for 'Cumatilis'		lexicalEntry:n07378.e01		
lexicogEntry:n07379	Fonseca’s entry for 'Cumera'		lexicalEntry:n07379.e01		
lexicogEntry:n07380	Fonseca’s entry for 'Cuminum'		lexicalEntry:n07380.e01		
lexicogEntry:n07381	Fonseca’s entry for 'Cummis'		lexicalEntry:n07381.e01		
lexicogEntry:n07382	Fonseca’s entry for 'Cumprime'		lexicalEntry:n07382.e01		&
lexicogEntry:n07383	Fonseca’s entry for 'Cumprimis'		lexicalEntry:n07383.e01		
lexicogEntry:n07384	Fonseca’s entry for 'Cumque'		lexicalEntry:n07384.e01		
lexicogEntry:n07385	Fonseca’s entry for 'Cumulate'		lexicalEntry:n07385.e01		&
lexicogEntry:n07386	Fonseca’s entry for 'Cumulatim'		lexicalEntry:n07386.e01		
lexicogEntry:n07387	Fonseca’s entry for 'Cumulatus'		lexicalEntry:n07387.e01		
lexicogEntry:n07388	Fonseca’s entry for 'Cumulo'		lexicalEntry:n07388.e01		
lexicogEntry:n07389	Fonseca’s entry for 'Cumulus'		lexicalEntry:n07389.e01		
lexicogEntry:n07390	Fonseca’s entry for 'Cunabula'		lexicalEntry:n07390.e01		
lexicogEntry:n07391	Fonseca’s entry for 'Cunae'		lexicalEntry:n07391.e01		
lexicogEntry:n07392	Fonseca’s entry for 'Cunctabundus'		lexicalEntry:n07392.e01		
lexicogEntry:n07393	Fonseca’s entry for 'Cunctanter'		lexicalEntry:n07393.e01		
lexicogEntry:n07394	Fonseca’s entry for 'Cunctatio'		lexicalEntry:n07394.e01		
lexicogEntry:n07395	Fonseca’s entry for 'Cunctator'		lexicalEntry:n07395.e01		
lexicogEntry:n07396	Fonseca’s entry for 'Cunctatus'		lexicalEntry:n07396.e01		
lexicogEntry:n07397	Fonseca’s entry for 'Cuncti'		lexicalEntry:n07397.e01		
lexicogEntry:n07398	Fonseca’s entry for 'Cuncto'		lexicalEntry:n07398.e01		&
lexicogEntry:n07399	Fonseca’s entry for 'Cunctor'		lexicalEntry:n07399.e01		
lexicogEntry:n07400	Fonseca’s entry for 'Cunctus'		lexicalEntry:n07400.e01		
lexicogEntry:n07401	Fonseca’s entry for 'Cuneatim'		lexicalEntry:n07401.e01		
lexicogEntry:n07402	Fonseca’s entry for 'Cuneatus'		lexicalEntry:n07402.e01		
lexicogEntry:n07403	Fonseca’s entry for 'Cuneo'		lexicalEntry:n07403.e01		
lexicogEntry:n07404	Fonseca’s entry for 'Cuneolus'		lexicalEntry:n07404.e01		
lexicogEntry:n07405	Fonseca’s entry for 'Cuneus'		lexicalEntry:n07405.e01		
lexicogEntry:n07406	Fonseca’s entry for 'Cuniculatim'		lexicalEntry:n07406.e01		
lexicogEntry:n07407	Fonseca’s entry for 'Cuniculosus'		lexicalEntry:n07407.e01		
lexicogEntry:n07408	Fonseca’s entry for 'Cuniculus'		lexicalEntry:n07408.e01		
lexicogEntry:n07409	Fonseca’s entry for 'Cunila'		lexicalEntry:n07409.e01		
lexicogEntry:n07410	Fonseca’s entry for 'Cunilago'		lexicalEntry:n07410.e01		
lexicogEntry:n07411	Fonseca’s entry for 'Cunque'		lexicalEntry:n07411.e01		
lexicogEntry:n07412	Fonseca’s entry for 'Cunyzamis'		lexicalEntry:n07412.e01		
lexicogEntry:n07413	Fonseca’s entry for 'Cupa'		lexicalEntry:n07413.e01		
lexicogEntry:n07414	Fonseca’s entry for 'Cupedia'		lexicalEntry:n07414.e01		
lexicogEntry:n07415	Fonseca’s entry for 'Cupedia'		lexicalEntry:n07415.e01		&
lexicogEntry:n07416	Fonseca’s entry for 'Cupediae'		lexicalEntry:n07416.e01		
lexicogEntry:n07417	Fonseca’s entry for 'Cupedinarius'		lexicalEntry:n07417.e01		
lexicogEntry:n07418	Fonseca’s entry for 'Cupedinarius'		lexicalEntry:n07418.e01		
lexicogEntry:n07419	Fonseca’s entry for 'Cupedo'		lexicalEntry:n07419.e01		
lexicogEntry:n07420	Fonseca’s entry for 'Cupedula'		lexicalEntry:n07420.e01		
lexicogEntry:n07421	Fonseca’s entry for 'Cupes'		lexicalEntry:n07421.e01		
lexicogEntry:n07422	Fonseca’s entry for 'Cupide'		lexicalEntry:n07422.e01		
lexicogEntry:n07423	Fonseca’s entry for 'Cupiditas'		lexicalEntry:n07423.e01		
lexicogEntry:n07424	Fonseca’s entry for 'Cupido'		lexicalEntry:n07424.e01		
lexicogEntry:n07425	Fonseca’s entry for 'Cupidus'		lexicalEntry:n07425.e01		
lexicogEntry:n07426	Fonseca’s entry for 'Cupio'		lexicalEntry:n07426.e01		
lexicogEntry:n07427	Fonseca’s entry for 'Cupitor'		lexicalEntry:n07427.e01		
lexicogEntry:n07428	Fonseca’s entry for 'Cupitus'		lexicalEntry:n07428.e01		
lexicogEntry:n07429	Fonseca’s entry for 'Cuppa'		lexicalEntry:n07429.e01		
lexicogEntry:n07430	Fonseca’s entry for 'Cuppedo'		lexicalEntry:n07430.e01		
lexicogEntry:n07431	Fonseca’s entry for 'Cuppes'		lexicalEntry:n07431.e01		
lexicogEntry:n07432	Fonseca’s entry for 'Cupressetum'		lexicalEntry:n07432.e01		
lexicogEntry:n07433	Fonseca’s entry for 'Cupresseus'		lexicalEntry:n07433.e01		&
lexicogEntry:n07434	Fonseca’s entry for 'Cupressinus'		lexicalEntry:n07434.e01		
lexicogEntry:n07435	Fonseca’s entry for 'Cupressifer'		lexicalEntry:n07435.e01		
lexicogEntry:n07436	Fonseca’s entry for 'Cupressus'		lexicalEntry:n07436.e01		&
lexicogEntry:n07437	Fonseca’s entry for 'Cupressus'		lexicalEntry:n07437.e01		
lexicogEntry:n07438	Fonseca’s entry for 'Cupreus'		lexicalEntry:n07438.e01		
lexicogEntry:n07439	Fonseca’s entry for 'Cur'		lexicalEntry:n07439.e01		
lexicogEntry:n07440	Fonseca’s entry for 'Cura'		lexicalEntry:n07440.e01		
lexicogEntry:n07441	Fonseca’s entry for 'Curalium'		lexicalEntry:n07441.e01		
lexicogEntry:n07442	Fonseca’s entry for 'Curantia'		lexicalEntry:n07442.e01		&
lexicogEntry:n07443	Fonseca’s entry for 'Curatio'		lexicalEntry:n07443.e01		
lexicogEntry:n07444	Fonseca’s entry for 'Curatius'		lexicalEntry:n07444.e01		
lexicogEntry:n07445	Fonseca’s entry for 'Curator'		lexicalEntry:n07445.e01		
lexicogEntry:n07446	Fonseca’s entry for 'Curatura'		lexicalEntry:n07446.e01		
lexicogEntry:n07447	Fonseca’s entry for 'Curatus'		lexicalEntry:n07447.e01		
lexicogEntry:n07448	Fonseca’s entry for 'Curax'		lexicalEntry:n07448.e01		
lexicogEntry:n07449	Fonseca’s entry for 'Curculio'		lexicalEntry:n07449.e01		
lexicogEntry:n07450	Fonseca’s entry for 'Curculiunculus'		lexicalEntry:n07450.e01		
lexicogEntry:n07451	Fonseca’s entry for 'Curia'		lexicalEntry:n07451.e01		
lexicogEntry:n07452	Fonseca’s entry for 'Curialis'		lexicalEntry:n07452.e01		
lexicogEntry:n07453	Fonseca’s entry for 'Curiatim'		lexicalEntry:n07453.e01		
lexicogEntry:n07454	Fonseca’s entry for 'Curiatus'		lexicalEntry:n07454.e01		
lexicogEntry:n07455	Fonseca’s entry for 'Curio'		lexicalEntry:n07455.e01		
lexicogEntry:n07456	Fonseca’s entry for 'Curiose'		lexicalEntry:n07456.e01	lexicogComponent:n07456.e01_comp	
lexicogEntry:n07457	Fonseca’s entry for 'Curiositas'		lexicalEntry:n07457.e01		
lexicogEntry:n07458	Fonseca’s entry for 'Curiosulus'		lexicalEntry:n07458.e01		
lexicogEntry:n07459	Fonseca’s entry for 'Curiosus'		lexicalEntry:n07459.e01		
lexicogEntry:n07460	Fonseca’s entry for 'Curis'		lexicalEntry:n07460.e01		
lexicogEntry:n07461	Fonseca’s entry for 'Curius'		lexicalEntry:n07461.e01		
lexicogEntry:n07462	Fonseca’s entry for 'Curmi'		lexicalEntry:n07462.e01		
lexicogEntry:n07463	Fonseca’s entry for 'Curo'		lexicalEntry:n07463.e01		
lexicogEntry:n07464	Fonseca’s entry for 'Curriculo'		lexicalEntry:n07464.e01		
lexicogEntry:n07465	Fonseca’s entry for 'Curriculum'		lexicalEntry:n07465.e01		
lexicogEntry:n07466	Fonseca’s entry for 'Curro'		lexicalEntry:n07466.e01		
lexicogEntry:n07467	Fonseca’s entry for 'Curruca'		lexicalEntry:n07467.e01		
lexicogEntry:n07468	Fonseca’s entry for 'Currus'		lexicalEntry:n07468.e01		
lexicogEntry:n07469	Fonseca’s entry for 'Cursim'		lexicalEntry:n07469.e01		
lexicogEntry:n07470	Fonseca’s entry for 'Cursio'		lexicalEntry:n07470.e01		
lexicogEntry:n07471	Fonseca’s entry for 'Cursito'		lexicalEntry:n07471.e01		
lexicogEntry:n07472	Fonseca’s entry for 'Curso'		lexicalEntry:n07472.e01		
lexicogEntry:n07473	Fonseca’s entry for 'Cursor'		lexicalEntry:n07473.e01		
lexicogEntry:n07474	Fonseca’s entry for 'Cursualis'		lexicalEntry:n07474.e01		
lexicogEntry:n07475	Fonseca’s entry for 'Cursura'		lexicalEntry:n07475.e01		
lexicogEntry:n07476	Fonseca’s entry for 'Cursus'		lexicalEntry:n07476.e01		
lexicogEntry:n07477	Fonseca’s entry for 'Curto'		lexicalEntry:n07477.e01		
lexicogEntry:n07478	Fonseca’s entry for 'Curtus'		lexicalEntry:n07478.e01		
lexicogEntry:n07479	Fonseca’s entry for 'Curvamen'		lexicalEntry:n07479.e01		&
lexicogEntry:n07480	Fonseca’s entry for 'Curvatio'		lexicalEntry:n07480.e01		&
lexicogEntry:n07481	Fonseca’s entry for 'Curvatura'		lexicalEntry:n07481.e01		
lexicogEntry:n07482	Fonseca’s entry for 'Curvatus'		lexicalEntry:n07482.e01		
lexicogEntry:n07483	Fonseca’s entry for 'Curvifrons'		lexicalEntry:n07483.e01		
lexicogEntry:n07484	Fonseca’s entry for 'Curulis'		lexicalEntry:n07484.e01		
lexicogEntry:n07485	Fonseca’s entry for 'Curulis'		lexicalEntry:n07485.e01		
lexicogEntry:n07486	Fonseca’s entry for 'Curvo'		lexicalEntry:n07486.e01		
lexicogEntry:n07487	Fonseca’s entry for 'Curvor'		lexicalEntry:n07487.e01		
lexicogEntry:n07488	Fonseca’s entry for 'Curvus'		lexicalEntry:n07488.e01		
lexicogEntry:n07489	Fonseca’s entry for 'Cusor'		lexicalEntry:n07489.e01		
lexicogEntry:n07490	Fonseca’s entry for 'Cuspidatim'		lexicalEntry:n07490.e01		
lexicogEntry:n07491	Fonseca’s entry for 'Cuspidatus'		lexicalEntry:n07491.e01		
lexicogEntry:n07492	Fonseca’s entry for 'Cuspido'		lexicalEntry:n07492.e01		
lexicogEntry:n07493	Fonseca’s entry for 'Cuspis'		lexicalEntry:n07493.e01		
lexicogEntry:n07494	Fonseca’s entry for 'Custodia'		lexicalEntry:n07494.e01		
lexicogEntry:n07495	Fonseca’s entry for 'Custodio'		lexicalEntry:n07495.e01		
lexicogEntry:n07496	Fonseca’s entry for 'Custodite'		lexicalEntry:n07496.e01		
lexicogEntry:n07497	Fonseca’s entry for 'Custoditus'		lexicalEntry:n07497.e01		
lexicogEntry:n07498	Fonseca’s entry for 'Custos'		lexicalEntry:n07498.e01		
lexicogEntry:n07499	Fonseca’s entry for 'Cuticula'		lexicalEntry:n07499.e01		
lexicogEntry:n07500	Fonseca’s entry for 'Cutis'		lexicalEntry:n07500.e01		
lexicogEntry:n07501	Fonseca’s entry for 'Cyamea'		lexicalEntry:n07501.e01		
lexicogEntry:n07502	Fonseca’s entry for 'Cyamus'		lexicalEntry:n07502.e01		
lexicogEntry:n07503	Fonseca’s entry for 'Cyaneus'		lexicalEntry:n07503.e01		
lexicogEntry:n07504	Fonseca’s entry for 'Cyanus'		lexicalEntry:n07504.e01		
lexicogEntry:n07505	Fonseca’s entry for 'Cyathisso'		lexicalEntry:n07505.e01	lexicogComponent:n07505.e01_comp	
lexicogEntry:n07506	Fonseca’s entry for 'Cyathus'		lexicalEntry:n07506.e01		
lexicogEntry:n07507	Fonseca’s entry for 'Cybea'		lexicalEntry:n07507.e01		
lexicogEntry:n07508	Fonseca’s entry for 'Cybium'		lexicalEntry:n07508.e01		
lexicogEntry:n07509	Fonseca’s entry for 'Cyca'		lexicalEntry:n07509.e01		
lexicogEntry:n07510	Fonseca’s entry for 'Cychramus'		lexicalEntry:n07510.e01		
lexicogEntry:n07511	Fonseca’s entry for 'Cycladatus'		lexicalEntry:n07511.e01		
lexicogEntry:n07512	Fonseca’s entry for 'Cyclas'		lexicalEntry:n07512.e01		
lexicogEntry:n07513	Fonseca’s entry for 'Cyclaminum'		lexicalEntry:n07513.e01		&
lexicogEntry:n07514	Fonseca’s entry for 'Cyclaminus'		lexicalEntry:n07514.e01		
lexicogEntry:n07515	Fonseca’s entry for 'Cyclicus'		lexicalEntry:n07515.e01		
lexicogEntry:n07516	Fonseca’s entry for 'Cyclotes'		lexicalEntry:n07516.e01		
lexicogEntry:n07517	Fonseca’s entry for 'Cycnus'		lexicalEntry:n07517.e01		
lexicogEntry:n07518	Fonseca’s entry for 'Cydarum'		lexicalEntry:n07518.e01		
lexicogEntry:n07519	Fonseca’s entry for 'Cydonites'		lexicalEntry:n07519.e01		
lexicogEntry:n07520	Fonseca’s entry for 'Cydonium'		lexicalEntry:n07520.e01		
lexicogEntry:n07521	Fonseca’s entry for 'Cygneius'		lexicalEntry:n07521.e01		&
lexicogEntry:n07522	Fonseca’s entry for 'Cygneus'		lexicalEntry:n07522.e01		
lexicogEntry:n07523	Fonseca’s entry for 'Cygnus'		lexicalEntry:n07523.e01		
lexicogEntry:n07524	Fonseca’s entry for 'Cylibathum'		lexicalEntry:n07524.e01		
lexicogEntry:n07525	Fonseca’s entry for 'Cylindraceus'		lexicalEntry:n07525.e01		
lexicogEntry:n07526	Fonseca’s entry for 'Cylindrus'		lexicalEntry:n07526.e01		
lexicogEntry:n07527	Fonseca’s entry for 'Cyma'		lexicalEntry:n07527.e01		&
lexicogEntry:n07528	Fonseca’s entry for 'Cyma'		lexicalEntry:n07528.e01		
lexicogEntry:n07529	Fonseca’s entry for 'Cymatilis'		lexicalEntry:n07529.e01		
lexicogEntry:n07530	Fonseca’s entry for 'Cymatium'		lexicalEntry:n07530.e01		
lexicogEntry:n07531	Fonseca’s entry for 'Cymba'		lexicalEntry:n07531.e01		
lexicogEntry:n07532	Fonseca’s entry for 'Cymbalistria'		lexicalEntry:n07532.e01		
lexicogEntry:n07533	Fonseca’s entry for 'Cymbalum'		lexicalEntry:n07533.e01		
lexicogEntry:n07534	Fonseca’s entry for 'Cymbium'		lexicalEntry:n07534.e01		
lexicogEntry:n07535	Fonseca’s entry for 'Cymbula'		lexicalEntry:n07535.e01		
lexicogEntry:n07536	Fonseca’s entry for 'Cymindis'		lexicalEntry:n07536.e01		
lexicogEntry:n07537	Fonseca’s entry for 'Cyminum'		lexicalEntry:n07537.e01		
lexicogEntry:n07538	Fonseca’s entry for 'Cynosus'		lexicalEntry:n07538.e01		
lexicogEntry:n07539	Fonseca’s entry for 'Cyna'		lexicalEntry:n07539.e01		
lexicogEntry:n07540	Fonseca’s entry for 'Cynacantha'		lexicalEntry:n07540.e01		
lexicogEntry:n07541	Fonseca’s entry for 'Cynaedus'		lexicalEntry:n07541.e01		
lexicogEntry:n07542	Fonseca’s entry for 'Cynamolgus'		lexicalEntry:n07542.e01		
lexicogEntry:n07543	Fonseca’s entry for 'Cynocephalea'		lexicalEntry:n07543.e01		
lexicogEntry:n07544	Fonseca’s entry for 'Cynocephali'		lexicalEntry:n07544.e01		
lexicogEntry:n07545	Fonseca’s entry for 'Cynocephalium'		lexicalEntry:n07545.e01		
lexicogEntry:n07546	Fonseca’s entry for 'Cynoglossos'		lexicalEntry:n07546.e01		
lexicogEntry:n07547	Fonseca’s entry for 'Cynoides'		lexicalEntry:n07547.e01		
lexicogEntry:n07548	Fonseca’s entry for 'Cynomorion'		lexicalEntry:n07548.e01		
lexicogEntry:n07549	Fonseca’s entry for 'Cynomyia'		lexicalEntry:n07549.e01		
lexicogEntry:n07550	Fonseca’s entry for 'Cynops'		lexicalEntry:n07550.e01		
lexicogEntry:n07551	Fonseca’s entry for 'Cynopus'		lexicalEntry:n07551.e01		
lexicogEntry:n07552	Fonseca’s entry for 'Cynorrhoda'		lexicalEntry:n07552.e01		&
lexicogEntry:n07553	Fonseca’s entry for 'Cynorrhodon'		lexicalEntry:n07553.e01		&
lexicogEntry:n07554	Fonseca’s entry for 'Cynorrhodos'		lexicalEntry:n07554.e01		
lexicogEntry:n07555	Fonseca’s entry for 'Cynosbatos'		lexicalEntry:n07555.e01		
lexicogEntry:n07556	Fonseca’s entry for 'Cynosorchis'		lexicalEntry:n07556.e01		
lexicogEntry:n07557	Fonseca’s entry for 'Cynospatos'		lexicalEntry:n07557.e01		
lexicogEntry:n07558	Fonseca’s entry for 'Cynosurus'		lexicalEntry:n07558.e01		
lexicogEntry:n07559	Fonseca’s entry for 'Cynosura'		lexicalEntry:n07559.e01		&
lexicogEntry:n07560	Fonseca’s entry for 'Cynosuris'		lexicalEntry:n07560.e01		
lexicogEntry:n07561	Fonseca’s entry for 'Cynozolon'		lexicalEntry:n07561.e01		
lexicogEntry:n07562	Fonseca’s entry for 'Cyparissias'		lexicalEntry:n07562.e01		
lexicogEntry:n07563	Fonseca’s entry for 'Cyparissus'		lexicalEntry:n07563.e01		
lexicogEntry:n07564	Fonseca’s entry for 'Cyperis'		lexicalEntry:n07564.e01		
lexicogEntry:n07565	Fonseca’s entry for 'Cyperum'		lexicalEntry:n07565.e01		&
lexicogEntry:n07566	Fonseca’s entry for 'Cyperos'		lexicalEntry:n07566.e01		
lexicogEntry:n07567	Fonseca’s entry for 'Cypira'		lexicalEntry:n07567.e01		
lexicogEntry:n07568	Fonseca’s entry for 'Cypiros'		lexicalEntry:n07568.e01		
lexicogEntry:n07569	Fonseca’s entry for 'Cyprinum'		lexicalEntry:n07569.e01		
lexicogEntry:n07570	Fonseca’s entry for 'Cyprinus'		lexicalEntry:n07570.e01		
lexicogEntry:n07571	Fonseca’s entry for 'Cyprinus'		lexicalEntry:n07571.e01		
lexicogEntry:n07572	Fonseca’s entry for 'Cyprius'		lexicalEntry:n07572.e01		
lexicogEntry:n07573	Fonseca’s entry for 'Cypros'		lexicalEntry:n07573.e01		
lexicogEntry:n07574	Fonseca’s entry for 'Cypselus'		lexicalEntry:n07574.e01		
lexicogEntry:n07575	Fonseca’s entry for 'Cyrnea'		lexicalEntry:n07575.e01		
lexicogEntry:n07576	Fonseca’s entry for 'Cythinus'		lexicalEntry:n07576.e01		
lexicogEntry:n07577	Fonseca’s entry for 'Cythion'		lexicalEntry:n07577.e01		
lexicogEntry:n07578	Fonseca’s entry for 'Cythis'		lexicalEntry:n07578.e01		
lexicogEntry:n07579	Fonseca’s entry for 'Cytisum'		lexicalEntry:n07579.e01		&
lexicogEntry:n07580	Fonseca’s entry for 'Cytisus'		lexicalEntry:n07580.e01		
lexicogEntry:n07581	Fonseca’s entry for 'Da'		lexicalEntry:n07581.e01		
lexicogEntry:n07582	Fonseca’s entry for 'Dabula'		lexicalEntry:n07582.e01		
lexicogEntry:n07583	Fonseca’s entry for 'Daca'		lexicalEntry:n07583.e01		
lexicogEntry:n07584	Fonseca’s entry for 'Dactylicus'		lexicalEntry:n07584.e01		
lexicogEntry:n07585	Fonseca’s entry for 'Dactyliotheca'		lexicalEntry:n07585.e01		
lexicogEntry:n07586	Fonseca’s entry for 'Dactylides'		lexicalEntry:n07586.e01		
lexicogEntry:n07587	Fonseca’s entry for 'Dactylus'		lexicalEntry:n07587.e01		
lexicogEntry:n07588	Fonseca’s entry for 'Dama'		lexicalEntry:n07588.e01		
lexicogEntry:n07589	Fonseca’s entry for 'Dama'		lexicalEntry:n07589.e01		
lexicogEntry:n07590	Fonseca’s entry for 'Damassonium'		lexicalEntry:n07590.e01		
lexicogEntry:n07591	Fonseca’s entry for 'Damnas'		lexicalEntry:n07591.e01		
lexicogEntry:n07592	Fonseca’s entry for 'Damnatio'		lexicalEntry:n07592.e01		
lexicogEntry:n07593	Fonseca’s entry for 'Damnatorius'		lexicalEntry:n07593.e01		
lexicogEntry:n07594	Fonseca’s entry for 'Damnatus'		lexicalEntry:n07594.e01		
lexicogEntry:n07595	Fonseca’s entry for 'Damnatus'		lexicalEntry:n07595.e01		
lexicogEntry:n07596	Fonseca’s entry for 'Damnificus'		lexicalEntry:n07596.e01		&
lexicogEntry:n07597	Fonseca’s entry for 'Damnigerulus'		lexicalEntry:n07597.e01		
lexicogEntry:n07598	Fonseca’s entry for 'Damno'		lexicalEntry:n07598.e01		
lexicogEntry:n07599	Fonseca’s entry for 'Damnose'		lexicalEntry:n07599.e01		
lexicogEntry:n07600	Fonseca’s entry for 'Damnosus'		lexicalEntry:n07600.e01		
lexicogEntry:n07601	Fonseca’s entry for 'Damnum'		lexicalEntry:n07601.e01		
lexicogEntry:n07602	Fonseca’s entry for 'Damula'		lexicalEntry:n07602.e01		
lexicogEntry:n07603	Fonseca’s entry for 'Danista'		lexicalEntry:n07603.e01		
lexicogEntry:n07604	Fonseca’s entry for 'Danisticus'		lexicalEntry:n07604.e01		
lexicogEntry:n07605	Fonseca’s entry for 'Dano'		lexicalEntry:n07605.e01		
lexicogEntry:n07606	Fonseca’s entry for 'Dapalis'		lexicalEntry:n07606.e01		
lexicogEntry:n07607	Fonseca’s entry for 'Dapes'		lexicalEntry:n07607.e01		
lexicogEntry:n07608	Fonseca’s entry for 'Daphnia'		lexicalEntry:n07608.e01		
lexicogEntry:n07609	Fonseca’s entry for 'Daphnitis'		lexicalEntry:n07609.e01		
lexicogEntry:n07610	Fonseca’s entry for 'Daphnoides'		lexicalEntry:n07610.e01		
lexicogEntry:n07611	Fonseca’s entry for 'Dapino'		lexicalEntry:n07611.e01		
lexicogEntry:n07612	Fonseca’s entry for 'Daps'		lexicalEntry:n07612.e01		
lexicogEntry:n07613	Fonseca’s entry for 'Dapsile'		lexicalEntry:n07613.e01		
lexicogEntry:n07614	Fonseca’s entry for 'Dapsilis'		lexicalEntry:n07614.e01		
lexicogEntry:n07615	Fonseca’s entry for 'Dardanarius'		lexicalEntry:n07615.e01		
lexicogEntry:n07616	Fonseca’s entry for 'Dardanium'		lexicalEntry:n07616.e01		
lexicogEntry:n07617	Fonseca’s entry for 'Dasypus'		lexicalEntry:n07617.e01		
lexicogEntry:n07618	Fonseca’s entry for 'Datarius'		lexicalEntry:n07618.e01		
lexicogEntry:n07619	Fonseca’s entry for 'Datatim'		lexicalEntry:n07619.e01		
lexicogEntry:n07620	Fonseca’s entry for 'Dathiatum'		lexicalEntry:n07620.e01		
lexicogEntry:n07621	Fonseca’s entry for 'Datio'		lexicalEntry:n07621.e01		
lexicogEntry:n07622	Fonseca’s entry for 'Dativus'		lexicalEntry:n07622.e01		
lexicogEntry:n07623	Fonseca’s entry for 'Dativus'		lexicalEntry:n07623.e01		
lexicogEntry:n07624	Fonseca’s entry for 'Dato'		lexicalEntry:n07624.e01		
lexicogEntry:n07625	Fonseca’s entry for 'Dator'		lexicalEntry:n07625.e01		
lexicogEntry:n07626	Fonseca’s entry for 'Datum'		lexicalEntry:n07626.e01		&
lexicogEntry:n07627	Fonseca’s entry for 'Datus'		lexicalEntry:n07627.e01		
lexicogEntry:n07628	Fonseca’s entry for 'Datus'		lexicalEntry:n07628.e01		
lexicogEntry:n07629	Fonseca’s entry for 'Daucus'		lexicalEntry:n07629.e01		
