lexicog.LexicographicComponent	rdfs.label	lexinfo.note	lexicog.describes	skos.note
lexicogComponent:n11306.e02_comp	Cardoso’s subentry for 'inuidentia'	siue	lexicalEntry:n11306.e02	
lexicogComponent:n11310.e02_comp	Cardoso’s subentry for 'inuidenter'	siue	lexicalEntry:n11310.e02	
lexicogComponent:n11324.e02_comp	Cardoso’s subentry for 'inuitamentum'	siue	lexicalEntry:n11324.e02	
lexicogComponent:n11475.e02_comp	Cardoso’s subentry for 'irrigatus'	siue	lexicalEntry:n11475.e02	
lexicogComponent:n11503.e02_comp	Cardoso’s subentry for 'ischias'	siue	lexicalEntry:n11503.e02	
lexicogComponent:n11504.e02_comp	Cardoso’s subentry for 'ischiadicus'	siue	lexicalEntry:n11504.e02	
lexicogComponent:n11510.e02_comp	Cardoso’s subentry for 'istorsum'	siue	lexicalEntry:n11510.e02	
lexicogComponent:n11544.e02_comp	Cardoso’s subentry for 'iubilus'	siue	lexicalEntry:n11544.e02	
lexicogComponent:n11560.e02_comp	Cardoso’s subentry for 'iudicialis'	siue	lexicalEntry:n11560.e02	
lexicogComponent:n11633.e02_comp	Cardoso’s subentry for 'iurisconsultus'	siue	lexicalEntry:n11633.e02	
lexicogComponent:n11650.e02_comp	Cardoso’s subentry for 'iussa'	& in plurali	lexicalEntry:n11650.e02	
lexicogComponent:n11690.e10_comp	Cardoso’s subentry for 'Labellum'		lexicalEntry:n11690.e10	
lexicogComponent:n11741.e02_comp	Cardoso’s subentry for 'lachrymo'	siue	lexicalEntry:n11741.e02	
lexicogComponent:n11744.e02_comp	Cardoso’s subentry for 'laciniae'	vel	lexicalEntry:n11744.e02	
lexicogComponent:n11753.e02_comp	Cardoso’s subentry for 'lactesco'	siue	lexicalEntry:n11753.e02	
lexicogComponent:n11755.e10_comp	Cardoso’s subentry for 'Lacto'		lexicalEntry:n11755.e10	
lexicogComponent:n11756.e02_comp	Cardoso’s subentry for 'lactatus'	siue	lexicalEntry:n11756.e02	
lexicogComponent:n11775.e02_comp	Cardoso’s subentry for 'laesura'	siue	lexicalEntry:n11775.e02	
lexicogComponent:n11816.e02_comp	Cardoso’s subentry for 'lampada'	&	lexicalEntry:n11816.e02	
lexicogComponent:n11834.e02_comp	Cardoso’s subentry for 'languor'	vel	lexicalEntry:n11834.e02	
lexicogComponent:n11835.e02_comp	Cardoso’s subentry for 'languesco'	siue	lexicalEntry:n11835.e02	
lexicogComponent:n11839.e02_comp	Cardoso’s subentry for 'laniatus'	siue	lexicalEntry:n11839.e02	
lexicogComponent:n11846.e02_comp	Cardoso’s subentry for 'lanius'	siue	lexicalEntry:n11846.e02	
lexicogComponent:n11895.e10_comp	Cardoso’s subentry for 'Laqueo'		lexicalEntry:n11895.e10	
lexicogComponent:n11896.e10_comp	Cardoso’s subentry for 'Laqueatio'		lexicalEntry:n11896.e10	
lexicogComponent:n11897.e10_comp	Cardoso’s subentry for 'Laqueatus'		lexicalEntry:n11897.e10	
lexicogComponent:n11898.e02_comp	Cardoso’s subentry for 'laquearium'	siue	lexicalEntry:n11898.e02	
lexicogComponent:n11914.e02_comp	Cardoso’s subentry for 'large'	siue	lexicalEntry:n11914.e02	
lexicogComponent:n11917.e02_comp	Cardoso’s subentry for 'laringa'	siue	lexicalEntry:n11917.e02	
lexicogComponent:n11920.e02_comp	Cardoso’s subentry for 'larualis'	siue	lexicalEntry:n11920.e02	
lexicogComponent:n11955.e02_comp	Cardoso’s subentry for 'latericius'	siue	lexicalEntry:n11955.e02	
lexicogComponent:n12038.e02_comp	Cardoso’s subentry for 'laxitudo'	siue	lexicalEntry:n12038.e02	
lexicogComponent:n12040.e02_comp	Cardoso’s subentry for 'leaena'	siue	lexicalEntry:n12040.e02	
lexicogComponent:n12094.e02_comp	Cardoso’s subentry for 'lenimentum'	siue	lexicalEntry:n12094.e02	
lexicogComponent:n12106.e02_comp	Cardoso’s subentry for 'lentigo'	siue	lexicalEntry:n12106.e02	
lexicogComponent:n12107.e02_comp	Cardoso’s subentry for 'lenticulosus'	siue	lexicalEntry:n12107.e02	
lexicogComponent:n12109.e02_comp	Cardoso’s subentry for 'lentesco'	siue	lexicalEntry:n12109.e02	
lexicogComponent:n12110.e02_comp	Cardoso’s subentry for 'lentitudo'	siue	lexicalEntry:n12110.e02	
lexicogComponent:n12117.e02_comp	Cardoso’s subentry for 'lentitudo'	siue	lexicalEntry:n12117.e02	
lexicogComponent:n12166.e02_comp	Cardoso’s subentry for 'lessus'	vel	lexicalEntry:n12166.e02	
lexicogComponent:n12170.e02_comp	Cardoso’s subentry for 'lethificus'	siue	lexicalEntry:n12170.e02	
lexicogComponent:n12178.e02_comp	Cardoso’s subentry for 'leuamentum'	siue	lexicalEntry:n12178.e02	
lexicogComponent:n12197.e02_comp	Cardoso’s subentry for 'leuitudo'	siue	lexicalEntry:n12197.e02	
lexicogComponent:n12208.e02_comp	Cardoso’s subentry for 'libamentum'	siue	lexicalEntry:n12208.e02	
lexicogComponent:n12265.e02_comp	Cardoso’s subentry for 'librile'	siue	lexicalEntry:n12265.e02	
lexicogComponent:n12271.e02_comp	Cardoso’s subentry for 'liburnum'	vel	lexicalEntry:n12271.e02	
lexicogComponent:n12297.e02_comp	Cardoso’s subentry for 'lienicus'	siue	lexicalEntry:n12297.e02	
lexicogComponent:n12300.e02_comp	Cardoso’s subentry for 'ligamentum'	siue	lexicalEntry:n12300.e02	
lexicogComponent:n12353.e02_comp	Cardoso’s subentry for 'liminarius'	siue	lexicalEntry:n12353.e02	
lexicogComponent:n12358.e10_comp	Cardoso’s subentry for 'Limo'		lexicalEntry:n12358.e10	
lexicogComponent:n12376.e02_comp	Cardoso’s subentry for 'linx'	vel	lexicalEntry:n12376.e02	
lexicogComponent:n12392.e02_comp	Cardoso’s subentry for 'bubula'	siue	lexicalEntry:n12392.e02	
lexicogComponent:n12425.e02_comp	Cardoso’s subentry for 'linteo'	siue	lexicalEntry:n12425.e02	
lexicogComponent:n12445.e02_comp	Cardoso’s subentry for 'liquesco'	siue	lexicalEntry:n12445.e02	
lexicogComponent:n12471.e02_comp	Cardoso’s subentry for 'litatio'	siue	lexicalEntry:n12471.e02	
lexicogComponent:n12480.e02_comp	Cardoso’s subentry for 'literatio'	siue	lexicalEntry:n12480.e02	
lexicogComponent:n12497.e02_comp	Cardoso’s subentry for 'littoreus'	siue	lexicalEntry:n12497.e02	
lexicogComponent:n12503.e02_comp	Cardoso’s subentry for 'liuesco'	siue	lexicalEntry:n12503.e02	
lexicogComponent:n12512.e02_comp	Cardoso’s subentry for 'lixiuium'	siue	lexicalEntry:n12512.e02	
lexicogComponent:n12541.e02_comp	Cardoso’s subentry for 'loci'		lexicalEntry:n12541.e02	
lexicogComponent:n12541.e03_comp	Cardoso’s subentry for 'loca'	vel	lexicalEntry:n12541.e03	
lexicogComponent:n12626.e02_comp	Cardoso’s subentry for 'lucesco'	siue	lexicalEntry:n12626.e02	
lexicogComponent:n12662.e02_comp	Cardoso’s subentry for 'luctatus'	siue	lexicalEntry:n12662.e02	
lexicogComponent:n12689.e02_comp	Cardoso’s subentry for 'ludifico'	siue	lexicalEntry:n12689.e02	
lexicogComponent:n12746.e02_comp	Cardoso’s subentry for 'Lupercalia'	vel	lexicalEntry:n12746.e02	
lexicogComponent:n12786.e02_comp	Cardoso’s subentry for 'lusciniola'	siue	lexicalEntry:n12786.e02	
lexicogComponent:n12837.e02_comp	Cardoso’s subentry for 'luxuries'	siue	lexicalEntry:n12837.e02	
lexicogComponent:n12840.e02_comp	Cardoso’s subentry for 'luxurior'	siue	lexicalEntry:n12840.e02	
lexicogComponent:n12856.e02_comp	Cardoso’s subentry for 'macesco'	siue	lexicalEntry:n12856.e02	
lexicogComponent:n12858.e02_comp	Cardoso’s subentry for 'maceries'	siue	lexicalEntry:n12858.e02	
lexicogComponent:n12877.e02_comp	Cardoso’s subentry for 'machinatus'	siue	lexicalEntry:n12877.e02	
lexicogComponent:n12881.e02_comp	Cardoso’s subentry for 'macror'	siue	lexicalEntry:n12881.e02	
lexicogComponent:n12885.e02_comp	Cardoso’s subentry for 'macresco'	siue	lexicalEntry:n12885.e02	
lexicogComponent:n12908.e02_comp	Cardoso’s subentry for 'madesco'	siue	lexicalEntry:n12908.e02	
lexicogComponent:n12919.e10_comp	Cardoso’s subentry for 'Moenas'		lexicalEntry:n12919.e10	
lexicogComponent:n12931.e02_comp	Cardoso’s subentry for 'magica'	siue	lexicalEntry:n12931.e02	
lexicogComponent:n12933.e02_comp	Cardoso’s subentry for 'magis'	siue	lexicalEntry:n12933.e02	
lexicogComponent:n13215.e02_comp	Cardoso’s subentry for 'manuarius'	siue	lexicalEntry:n13215.e02	
lexicogComponent:n13260.e02_comp	Cardoso’s subentry for 'mappum'	siue	lexicalEntry:n13260.e02	
lexicogComponent:n13263.e02_comp	Cardoso’s subentry for 'marcesco'	siue	lexicalEntry:n13263.e02	
lexicogComponent:n13267.e02_comp	Cardoso’s subentry for 'publipor'	&	lexicalEntry:n13267.e02	
lexicogComponent:n13301.e02_comp	Cardoso’s subentry for 'margaritum'	siue	lexicalEntry:n13301.e02	
lexicogComponent:n13327.e02_comp	Cardoso’s subentry for 'marrae'	siue	lexicalEntry:n13327.e02	
lexicogComponent:n13360.e02_comp	Cardoso’s subentry for 'mastiche'	vel	lexicalEntry:n13360.e02	
lexicogComponent:n13361.e02_comp	Cardoso’s subentry for 'mastiche'	siue	lexicalEntry:n13361.e02	
lexicogComponent:n13368.e02_comp	Cardoso’s subentry for 'matellio'	siue	lexicalEntry:n13368.e02	
lexicogComponent:n13376.e02_comp	Cardoso’s subentry for 'materies'	siue	lexicalEntry:n13376.e02	
lexicogComponent:n13378.e02_comp	Cardoso’s subentry for 'materies'	vel	lexicalEntry:n13378.e02	
lexicogComponent:n13381.e02_comp	Cardoso’s subentry for 'materiarius'	siue	lexicalEntry:n13381.e02	
lexicogComponent:n13388.e02_comp	Cardoso’s subentry for 'mathesis'	vel	lexicalEntry:n13388.e02	
lexicogComponent:n13410.e02_comp	Cardoso’s subentry for 'maturesco'	siue	lexicalEntry:n13410.e02	
lexicogComponent:n13419.e02_comp	Cardoso’s subentry for 'mausolum'	siue	lexicalEntry:n13419.e02	
lexicogComponent:n13447.e02_comp	Cardoso’s subentry for 'medicatus'	siue	lexicalEntry:n13447.e02	
lexicogComponent:n13452.e02_comp	Cardoso’s subentry for 'medico'	siue	lexicalEntry:n13452.e02	
lexicogComponent:n13502.e02_comp	Cardoso’s subentry for 'melicera'	siue	lexicalEntry:n13502.e02	
lexicogComponent:n13556.e02_comp	Cardoso’s subentry for 'membranaceus'	siue	lexicalEntry:n13556.e02	
lexicogComponent:n13562.e02_comp	Cardoso’s subentry for 'mementote'	siue	lexicalEntry:n13562.e02	
lexicogComponent:n13569.e02_comp	Cardoso’s subentry for 'memoratus'	siue	lexicalEntry:n13569.e02	
lexicogComponent:n13577.e02_comp	Cardoso’s subentry for 'menula'	&	lexicalEntry:n13577.e02	
lexicogComponent:n13595.e02_comp	Cardoso’s subentry for 'mendacium'	&	lexicalEntry:n13595.e02	
lexicogComponent:n13659.e02_comp	Cardoso’s subentry for 'mercatus'	siue	lexicalEntry:n13659.e02	
lexicogComponent:n13665.e02_comp	Cardoso’s subentry for 'merx'	siue	lexicalEntry:n13665.e02	
lexicogComponent:n13709.e02_comp	Cardoso’s subentry for 'merulus'	siue	lexicalEntry:n13709.e02	
lexicogComponent:n13712.e02_comp	Cardoso’s subentry for 'mercimonium'	siue	lexicalEntry:n13712.e02	
lexicogComponent:n13742.e02_comp	Cardoso’s subentry for 'metaphorice'	siue	lexicalEntry:n13742.e02	
lexicogComponent:n13756.e02_comp	Cardoso’s subentry for 'commosis'	siue	lexicalEntry:n13756.e02	
lexicogComponent:n13758.e02_comp	Cardoso’s subentry for 'meto'	siue	lexicalEntry:n13758.e02	
lexicogComponent:n13817.e02_comp	Cardoso’s subentry for 'milliare'	siue	lexicalEntry:n13817.e02	
lexicogComponent:n13822.e02_comp	Cardoso’s subentry for 'millum'	siue	lexicalEntry:n13822.e02	
lexicogComponent:n13867.e02_comp	Cardoso’s subentry for 'minabundus'	siue	lexicalEntry:n13867.e02	
lexicogComponent:n13921.e02_comp	Cardoso’s subentry for 'myrtinus'	siue	lexicalEntry:n13921.e02	
lexicogComponent:n13923.e02_comp	Cardoso’s subentry for 'myrteta'	siue	lexicalEntry:n13923.e02	
lexicogComponent:n14035.e02_comp	Cardoso’s subentry for 'modifico'	siue	lexicalEntry:n14035.e02	
lexicogComponent:n14048.e02_comp	Cardoso’s subentry for 'modulatus'	siue	lexicalEntry:n14048.e02	
lexicogComponent:n14049.e02_comp	Cardoso’s subentry for 'modulamentum'	siue	lexicalEntry:n14049.e02	
lexicogComponent:n14087.e02_comp	Cardoso’s subentry for 'molimentum'	siue	lexicalEntry:n14087.e02	
lexicogComponent:n14092.e02_comp	Cardoso’s subentry for 'mollifico'	siue	lexicalEntry:n14092.e02	
lexicogComponent:n14099.e02_comp	Cardoso’s subentry for 'mollicies'	siue	lexicalEntry:n14099.e02	
lexicogComponent:n14123.e02_comp	Cardoso’s subentry for 'monetarius'	siue	lexicalEntry:n14123.e02	
lexicogComponent:n14127.e02_comp	Cardoso’s subentry for 'monimentum'	siue	lexicalEntry:n14127.e02	
lexicogComponent:n14129.e02_comp	Cardoso’s subentry for 'monitus'	siue	lexicalEntry:n14129.e02	
lexicogComponent:n14180.e02_comp	Cardoso’s subentry for 'moratio'	siue	lexicalEntry:n14180.e02	
lexicogComponent:n14280.e02_comp	Cardoso’s subentry for 'mucesco'	siue	lexicalEntry:n14280.e02	
lexicogComponent:n14302.e02_comp	Cardoso’s subentry for 'mulctralium'	siue	lexicalEntry:n14302.e02	
lexicogComponent:n14361.e02_comp	Cardoso’s subentry for 'multiforus'	siue	lexicalEntry:n14361.e02	
lexicogComponent:n14409.e02_comp	Cardoso’s subentry for 'mundicies'	siue	lexicalEntry:n14409.e02	
lexicogComponent:n14414.e02_comp	Cardoso’s subentry for 'munditer'	siue	lexicalEntry:n14414.e02	
lexicogComponent:n14419.e02_comp	Cardoso’s subentry for 'muneror'	siue	lexicalEntry:n14419.e02	
lexicogComponent:n14431.e02_comp	Cardoso’s subentry for 'munimentum'	siue	lexicalEntry:n14431.e02	
lexicogComponent:n14434.e02_comp	Cardoso’s subentry for 'munus'	siue	lexicalEntry:n14434.e02	
lexicogComponent:n14594.e02_comp	Cardoso’s subentry for 'naca'	vel	lexicalEntry:n14594.e02	
lexicogComponent:n14602.e02_comp	Cardoso’s subentry for 'namque'	&	lexicalEntry:n14602.e02	
lexicogComponent:n14614.e02_comp	Cardoso’s subentry for 'nardinum'	siue	lexicalEntry:n14614.e02	
lexicogComponent:n14643.e02_comp	Cardoso’s subentry for 'natalitius'	siue	lexicalEntry:n14643.e02	
lexicogComponent:n14650.e02_comp	Cardoso’s subentry for 'natatio'	siue	lexicalEntry:n14650.e02	
lexicogComponent:n14683.e02_comp	Cardoso’s subentry for 'nauiculator'	siue	lexicalEntry:n14683.e02	
lexicogComponent:n14746.e10_comp	Cardoso’s subentry for 'Nec dum'		lexicalEntry:n14746.e10	
lexicogComponent:n14757.e02_comp	Cardoso’s subentry for 'necessitudo'	siue	lexicalEntry:n14757.e02	
lexicogComponent:n14881.e02_comp	Cardoso’s subentry for 'nepes'	vel	lexicalEntry:n14881.e02	
lexicogComponent:n14926.e02_comp	Cardoso’s subentry for 'nequities'	siue	lexicalEntry:n14926.e02	
lexicogComponent:n14979.e02_comp	Cardoso’s subentry for 'nexo'	siue	lexicalEntry:n14979.e02	
lexicogComponent:n14981.e02_comp	Cardoso’s subentry for 'nexus'	siue	lexicalEntry:n14981.e02	
lexicogComponent:n14999.e02_comp	Cardoso’s subentry for 'nigresco'	siue	lexicalEntry:n14999.e02	
lexicogComponent:n15001.e02_comp	Cardoso’s subentry for 'negritudo'	siue	lexicalEntry:n15001.e02	
lexicogComponent:n15002.e02_comp	Cardoso’s subentry for 'nigricies'	siue	lexicalEntry:n15002.e02	
lexicogComponent:n15045.e02_comp	Cardoso’s subentry for 'nimium'	siue	lexicalEntry:n15045.e02	
lexicogComponent:n15064.e02_comp	Cardoso’s subentry for 'nitesco'	siue	lexicalEntry:n15064.e02	
lexicogComponent:n15343.e02_comp	Cardoso’s subentry for 'nucia'	siue	lexicalEntry:n15343.e02	
lexicogComponent:n15384.e02_comp	Cardoso’s subentry for 'nugiuendulus'	vel	lexicalEntry:n15384.e02	
lexicogComponent:n15492.e02_comp	Cardoso’s subentry for 'nutamentum'	siue	lexicalEntry:n15492.e02	
lexicogComponent:n15506.e02_comp	Cardoso’s subentry for 'nutritius'	siue	lexicalEntry:n15506.e02	
lexicogComponent:n15507.e02_comp	Cardoso’s subentry for 'nutricia'	siue	lexicalEntry:n15507.e02	
lexicogComponent:n15536.e02_comp	Cardoso’s subentry for 'obbrutesco'	siue	lexicalEntry:n15536.e02	
lexicogComponent:n15543.e02_comp	Cardoso’s subentry for 'obdormisco'	siue	lexicalEntry:n15543.e02	
lexicogComponent:n15579.e02_comp	Cardoso’s subentry for 'obiectio'	siue	lexicalEntry:n15579.e02	
lexicogComponent:n15621.e02_comp	Cardoso’s subentry for 'obliuium'	siue	lexicalEntry:n15621.e02	
lexicogComponent:n15632.e02_comp	Cardoso’s subentry for 'obmutesco'	siue	lexicalEntry:n15632.e02	
lexicogComponent:n15652.e02_comp	Cardoso’s subentry for 'obrigesco'	siue	lexicalEntry:n15652.e02	
lexicogComponent:n15708.e02_comp	Cardoso’s subentry for 'obsonor'	siue	lexicalEntry:n15708.e02	
lexicogComponent:n15712.e02_comp	Cardoso’s subentry for 'obsordesco'	siue	lexicalEntry:n15712.e02	
lexicogComponent:n15716.e02_comp	Cardoso’s subentry for 'obstetricatio'	siue	lexicalEntry:n15716.e02	
lexicogComponent:n15733.e02_comp	Cardoso’s subentry for 'obstupesco'	siue	lexicalEntry:n15733.e02	
lexicogComponent:n15737.e02_comp	Cardoso’s subentry for 'obsurdesco'	siue	lexicalEntry:n15737.e02	
lexicogComponent:n15757.e02_comp	Cardoso’s subentry for 'obtorpesco'	siue	lexicalEntry:n15757.e02	
lexicogComponent:n15770.e02_comp	Cardoso’s subentry for 'obtuor'	siue	lexicalEntry:n15770.e02	
lexicogComponent:n15809.e02_comp	Cardoso’s subentry for 'occalesco'	siue	lexicalEntry:n15809.e02	
lexicogComponent:n15827.e02_comp	Cardoso’s subentry for 'occiduus'	siue	lexicalEntry:n15827.e02	
lexicogComponent:n15830.e02_comp	Cardoso’s subentry for 'occisio'	siue	lexicalEntry:n15830.e02	
lexicogComponent:n15835.e02_comp	Cardoso’s subentry for 'occipitium'	siue	lexicalEntry:n15835.e02	
lexicogComponent:n15869.e02_comp	Cardoso’s subentry for 'octangulus'	siue	lexicalEntry:n15869.e02	
lexicogComponent:n15931.e02_comp	Cardoso’s subentry for 'oda'	siue	lexicalEntry:n15931.e02	
lexicogComponent:n15953.e02_comp	Cardoso’s subentry for 'odoratus'	siue	lexicalEntry:n15953.e02	
lexicogComponent:n15957.e02_comp	Cardoso’s subentry for 'oecumenicus'		lexicalEntry:n15957.e02	
lexicogComponent:n16046.e02_comp	Cardoso’s subentry for 'olimpicus'	siue	lexicalEntry:n16046.e02	
lexicogComponent:n16208.e02_comp	Cardoso’s subentry for 'opinatus'	siue	lexicalEntry:n16208.e02	
lexicogComponent:n16253.e02_comp	Cardoso’s subentry for 'oppositus'	siue	lexicalEntry:n16253.e02	
lexicogComponent:n16258.e02_comp	Cardoso’s subentry for 'oppressus'	siue	lexicalEntry:n16258.e02	
lexicogComponent:n16314.e02_comp	Cardoso’s subentry for 'orbicularis'	siue	lexicalEntry:n16314.e02	
lexicogComponent:n16359.e02_comp	Cardoso’s subentry for 'oriens sol'	siue	lexicalEntry:n16359.e02	
lexicogComponent:n16395.e02_comp	Cardoso’s subentry for 'ortus solis'	siue	lexicalEntry:n16395.e02	
lexicogComponent:n16406.e02_comp	Cardoso’s subentry for 'oscina'	siue	lexicalEntry:n16406.e02	
lexicogComponent:n16454.e02_comp	Cardoso’s subentry for 'ostrium'	siue	lexicalEntry:n16454.e02	
lexicogComponent:n16512.e02_comp	Cardoso’s subentry for 'pacificus'	siue	lexicalEntry:n16512.e02	
lexicogComponent:n16532.e02_comp	Cardoso’s subentry for 'pedico'		lexicalEntry:n16532.e02	
lexicogComponent:n16555.e02_comp	Cardoso’s subentry for 'palatus'	&	lexicalEntry:n16555.e02	
lexicogComponent:n16568.e02_comp	Cardoso’s subentry for 'pallear'	siue	lexicalEntry:n16568.e02	
lexicogComponent:n16576.e02_comp	Cardoso’s subentry for 'pallesco'	siue	lexicalEntry:n16576.e02	
lexicogComponent:n16594.e02_comp	Cardoso’s subentry for 'palmaris'	siue	lexicalEntry:n16594.e02	
lexicogComponent:n16623.e02_comp	Cardoso’s subentry for 'palumbus'	siue	lexicalEntry:n16623.e02	
lexicogComponent:n16641.e02_comp	Cardoso’s subentry for 'panacea'	siue	lexicalEntry:n16641.e02	
lexicogComponent:n16885.e02_comp	Cardoso’s subentry for 'pastoricius'	siue	lexicalEntry:n16885.e02	
lexicogComponent:n16888.e02_comp	Cardoso’s subentry for 'pastus'	siue	lexicalEntry:n16888.e02	
lexicogComponent:n16893.e02_comp	Cardoso’s subentry for 'patesco'	siue	lexicalEntry:n16893.e02	
lexicogComponent:n16967.e02_comp	Cardoso’s subentry for 'pauesco'	siue	lexicalEntry:n16967.e02	
lexicogComponent:n16980.e02_comp	Cardoso’s subentry for 'paulo'	siue	lexicalEntry:n16980.e02	
lexicogComponent:n16983.e02_comp	Cardoso’s subentry for 'pauus'	siue	lexicalEntry:n16983.e02	
lexicogComponent:n16985.e02_comp	Cardoso’s subentry for 'pauonaceus'	&	lexicalEntry:n16985.e02	
lexicogComponent:n16991.e02_comp	Cardoso’s subentry for 'pauperies'	siue	lexicalEntry:n16991.e02	
lexicogComponent:n17029.e02_comp	Cardoso’s subentry for 'peccuare'	siue	lexicalEntry:n17029.e02	
lexicogComponent:n17115.e02_comp	Cardoso’s subentry for 'pelagicus'	siue	lexicalEntry:n17115.e02	
lexicogComponent:n17204.e02_comp	Cardoso’s subentry for 'penus'	siue	lexicalEntry:n17204.e02	
lexicogComponent:n17205.e02_comp	Cardoso’s subentry for 'peplus'	siue	lexicalEntry:n17205.e02	
lexicogComponent:n17226.e02_comp	Cardoso’s subentry for 'peragratrix'	&	lexicalEntry:n17226.e02	
lexicogComponent:n17230.e02_comp	Cardoso’s subentry for 'percallesco'	siue	lexicalEntry:n17230.e02	
lexicogComponent:n17241.e02_comp	Cardoso’s subentry for 'percrebresco'	siue	lexicalEntry:n17241.e02	
lexicogComponent:n17257.e02_comp	Cardoso’s subentry for 'perdolesco'	siue	lexicalEntry:n17257.e02	
lexicogComponent:n17308.e02_comp	Cardoso’s subentry for 'perfidiose'	&	lexicalEntry:n17308.e02	
lexicogComponent:n17323.e02_comp	Cardoso’s subentry for 'perfricatio'	siue	lexicalEntry:n17323.e02	
lexicogComponent:n17349.e02_comp	Cardoso’s subentry for 'perhorresco'	siue	lexicalEntry:n17349.e02	
lexicogComponent:n17410.e02_comp	Cardoso’s subentry for 'permissio'	siue	lexicalEntry:n17410.e02	
lexicogComponent:n17456.e02_comp	Cardoso’s subentry for 'perpetuo'	&	lexicalEntry:n17456.e02	
lexicogComponent:n17464.e02_comp	Cardoso’s subentry for 'perplexitas'	siue	lexicalEntry:n17464.e02	
lexicogComponent:n17465.e02_comp	Cardoso’s subentry for 'perplexim'	&	lexicalEntry:n17465.e02	
lexicogComponent:n17485.e02_comp	Cardoso’s subentry for 'persentisco'	siue	lexicalEntry:n17485.e02	
lexicogComponent:n17528.e02_comp	Cardoso’s subentry for 'pertabesco'	siue	lexicalEntry:n17528.e02	
lexicogComponent:n17628.e02_comp	Cardoso’s subentry for 'petrosilium'	siue	lexicalEntry:n17628.e02	
lexicogComponent:n17673.e02_comp	Cardoso’s subentry for 'phaseolus'	siue	lexicalEntry:n17673.e02	
lexicogComponent:n17726.e02_comp	Cardoso’s subentry for 'phrenesis'	non	lexicalEntry:n17726.e02	
lexicogComponent:n17740.e10_comp	Cardoso’s subentry for 'Phucus'		lexicalEntry:n17740.e10	
lexicogComponent:n17775.e02_comp	Cardoso’s subentry for 'pigrities'	siue	lexicalEntry:n17775.e02	
lexicogComponent:n17788.e10_comp	Cardoso’s subentry for 'Pila'		lexicalEntry:n17788.e10	
lexicogComponent:n17800.e02_comp	Cardoso’s subentry for 'pileum'	siue	lexicalEntry:n17800.e02	
lexicogComponent:n17820.e02_comp	Cardoso’s subentry for 'pinguitudo'	siue	lexicalEntry:n17820.e02	
lexicogComponent:n17821.e02_comp	Cardoso’s subentry for 'pinguesco'	siue	lexicalEntry:n17821.e02	
lexicogComponent:n17835.e02_comp	Cardoso’s subentry for 'pinus'	siue	lexicalEntry:n17835.e02	
lexicogComponent:n17860.e02_comp	Cardoso’s subentry for 'pyrantis'	siue	lexicalEntry:n17860.e02	
lexicogComponent:n17879.e02_comp	Cardoso’s subentry for 'piscatus'	siue	lexicalEntry:n17879.e02	
lexicogComponent:n17926.e02_comp	Cardoso’s subentry for 'pyctatium'	melius	lexicalEntry:n17926.e02	
lexicogComponent:n17968.e10_comp	Cardoso’s subentry for 'Plaga'		lexicalEntry:n17968.e10	
lexicogComponent:n17992.e10_comp	Cardoso’s subentry for 'Planta'		lexicalEntry:n17992.e10	
lexicogComponent:n18094.e02_comp	Cardoso’s subentry for 'pluratiuus'	siue	lexicalEntry:n18094.e02	
lexicogComponent:n18104.e02_comp	Cardoso’s subentry for 'plures'	& in plurali	lexicalEntry:n18104.e02	
lexicogComponent:n18113.e02_comp	Cardoso’s subentry for 'pluuiatilis'	siue	lexicalEntry:n18113.e02	
lexicogComponent:n18130.e02_comp	Cardoso’s subentry for 'podagrosus'	siue	lexicalEntry:n18130.e02	
lexicogComponent:n18146.e02_comp	Cardoso’s subentry for 'poetria'	siue	lexicalEntry:n18146.e02	
lexicogComponent:n18148.e02_comp	Cardoso’s subentry for 'poetria'	siue	lexicalEntry:n18148.e02	
lexicogComponent:n18180.e02_comp	Cardoso’s subentry for 'polities'	siue	lexicalEntry:n18180.e02	
lexicogComponent:n18270.e02_comp	Cardoso’s subentry for 'poppysma'	siue	lexicalEntry:n18270.e02	
lexicogComponent:n18327.e02_comp	Cardoso’s subentry for 'portatus'	siue	lexicalEntry:n18327.e02	
lexicogComponent:n18341.e02_comp	Cardoso’s subentry for 'positus'	siue	lexicalEntry:n18341.e02	
lexicogComponent:n18378.e02_comp	Cardoso’s subentry for 'posticulum'	siue	lexicalEntry:n18378.e02	
lexicogComponent:n18446.e02_comp	Cardoso’s subentry for 'praeceptio'	siue	lexicalEntry:n18446.e02	
lexicogComponent:n18450.e02_comp	Cardoso’s subentry for 'praecinctura'	siue	lexicalEntry:n18450.e02	
lexicogComponent:n18470.e02_comp	Cardoso’s subentry for 'praecoquis'	siue	lexicalEntry:n18470.e02	
lexicogComponent:n18561.e02_comp	Cardoso’s subentry for 'praeludium'	siue	lexicalEntry:n18561.e02	
lexicogComponent:n18586.e02_comp	Cardoso’s subentry for 'praemonitus'	siue	lexicalEntry:n18586.e02	
lexicogComponent:n18731.e02_comp	Cardoso’s subentry for 'praetextum'	siue	lexicalEntry:n18731.e02	
lexicogComponent:n18791.e02_comp	Cardoso’s subentry for 'pressus'	siue	lexicalEntry:n18791.e02	
lexicogComponent:n18820.e02_comp	Cardoso’s subentry for 'primatim'	siue	lexicalEntry:n18820.e02	
lexicogComponent:n19059.e02_comp	Cardoso’s subentry for 'progressus'	siue	lexicalEntry:n19059.e02	
