lexicog.Entry	rdfs.label	lexinfo.note	lexicog.describes	lexicog.subComponent	skos.note
lexicogEntry:n2982	Velez’s entry for 'Restituo'		lexicalEntry:n2982.e01		231. 28.
lexicogEntry:n2983	Velez’s entry for 'Rete'		lexicalEntry:n2983.e01	lexicogComponent:n2983.e10_comp	175. 12.
lexicogEntry:n2984	Velez’s entry for 'Reticeo'		lexicalEntry:n2984.e01		182. 12.
lexicogEntry:n2985	Velez’s entry for 'Retrorsum'		lexicalEntry:n2985.e01		270. 25.
lexicogEntry:n2986	Velez’s entry for 'Retundo'		lexicalEntry:n2986.e01	lexicogComponent:n2986.e10_comp	188. 6.
lexicogEntry:n2987	Velez’s entry for 'Revoco'		lexicalEntry:n2987.e01	lexicogComponent:n2987.e01_comp	237. 6.
lexicogEntry:n2988	Velez’s entry for 'Rhamnes'		lexicalEntry:n2988.e01		309. 11.
lexicogEntry:n2989	Velez’s entry for 'Rhetor'		lexicalEntry:n2989.e01	lexicogComponent:n2989.e21_comp	323. 21.
lexicogEntry:n2990	Velez’s entry for 'Rhinoceros'		lexicalEntry:n2990.e01	lexicogComponent:n2990.e01_comp	128. 22.
lexicogEntry:n2991	Velez’s entry for 'Rhodope'		lexicalEntry:n2991.e01		124. 11.
lexicogEntry:n2992	Velez’s entry for 'Rideo'		lexicalEntry:n2992.e01		183. 26.
lexicogEntry:n2993	Velez’s entry for 'Ridiculus'		lexicalEntry:n2993.e01	lexicogComponent:n2993.e10_comp	213. 25.
lexicogEntry:n2994	Velez’s entry for 'Ringor'		lexicalEntry:n2994.e01	lexicogComponent:n2994.e01_comp, lexicogComponent:n2994.e10_comp	178. fin.
lexicogEntry:n2995	Velez’s entry for 'Robur'		lexicalEntry:n2995.e01		122. 19.
lexicogEntry:n2996	Velez’s entry for 'Rodo'		lexicalEntry:n2996.e01		188. 28.
lexicogEntry:n2997	Velez’s entry for 'Rogatu'		lexicalEntry:n2997.e01		170. 28.
lexicogEntry:n2998	Velez’s entry for 'Rogito'		lexicalEntry:n2998.e01	lexicogComponent:n2998.e01_comp	109. 12.
lexicogEntry:n2999	Velez’s entry for 'Rogo'		lexicalEntry:n2999.e01		234. 11. 236. 8.
lexicogEntry:n3000	Velez’s entry for 'Rogus'		lexicalEntry:n3000.e01		128. 25.
lexicogEntry:n3001	Velez’s entry for 'Ros'		lexicalEntry:n3001.e01		128. 22.
lexicogEntry:n3002	Velez’s entry for 'Rostrum'		lexicalEntry:n3002.e01	lexicogComponent:n3002.e01_comp, lexicogComponent:n3002.e10_comp	165. 14.
lexicogEntry:n3003	Velez’s entry for 'Rubus'		lexicalEntry:n3003.e01	lexicogComponent:n3003.e01_comp	133. 17.
lexicogEntry:n3004	Velez’s entry for 'Rudens'		lexicalEntry:n3004.e01		130. 17.
lexicogEntry:n3005	Velez’s entry for 'Rudis'		lexicalEntry:n3005.e01		208. 3.
lexicogEntry:n3006	Velez’s entry for 'Rudo'		lexicalEntry:n3006.e01		188. 26.
lexicogEntry:n3007	Velez’s entry for 'Rudus'		lexicalEntry:n3007.e01	lexicogComponent:n3007.e01_comp	147. 22.
lexicogEntry:n3008	Velez’s entry for 'Rumex'		lexicalEntry:n3008.e01		133. 15.
lexicogEntry:n3009	Velez’s entry for 'Rumpo'		lexicalEntry:n3009.e01	lexicogComponent:n3009.e01_comp	192. 26.
lexicogEntry:n3010	Velez’s entry for 'Ruo'		lexicalEntry:n3010.e01		186. 19. 299. 25.
lexicogEntry:n3011	Velez’s entry for 'Ruricola'		lexicalEntry:n3011.e01		120. 21.
lexicogEntry:n3012	Velez’s entry for 'Rursus'		lexicalEntry:n3012.e01		270. 24.
lexicogEntry:n3013	Velez’s entry for 'Rus'		lexicalEntry:n3013.e01		325. 19.
lexicogEntry:n3014	Velez’s entry for 'Sabulo'		lexicalEntry:n3014.e01		175. 20.
lexicogEntry:n3015	Velez’s entry for 'Sacer'		lexicalEntry:n3015.e01		211. 24.
lexicogEntry:n3016	Velez’s entry for 'Sacerdos'		lexicalEntry:n3016.e01	lexicogComponent:n3016.e01_comp	121. 4.
lexicogEntry:n3017	Velez’s entry for 'Sacrosanctus'		lexicalEntry:n3017.e01		212. 30.
lexicogEntry:n3018	Velez’s entry for 'Saepe'		lexicalEntry:n3018.e01		113. 4.
lexicogEntry:n3019	Velez’s entry for 'Saevus'		lexicalEntry:n3019.e01	lexicogComponent:n3019.e01_comp	212. 25.
lexicogEntry:n3020	Velez’s entry for 'Sagitta'		lexicalEntry:n3020.e01		123. 28.
lexicogEntry:n3021	Velez’s entry for 'Saga'		lexicalEntry:n3021.e01		175. 22.
lexicogEntry:n3022	Velez’s entry for 'Saguntus'		lexicalEntry:n3022.e01		122. 14.
lexicogEntry:n3023	Velez’s entry for 'Sal'		lexicalEntry:n3023.e01		125. 12. 321. 5.
lexicogEntry:n3024	Velez’s entry for 'Salamis'		lexicalEntry:n3024.e01		142. 19. 309. 23. 324. 15.
lexicogEntry:n3025	Velez’s entry for 'Salio'		lexicalEntry:n3025.e01	lexicogComponent:n3025.e01_comp, lexicogComponent:n3025.e11_comp	191. 15. 196. 1.
lexicogEntry:n3026	Velez’s entry for 'Salix'		lexicalEntry:n3026.e01		310. 6.
lexicogEntry:n3027	Velez’s entry for 'Saluber'		lexicalEntry:n3027.e01		212. 16.
lexicogEntry:n3028	Velez’s entry for 'Salve'		lexicalEntry:n3028.e01	lexicogComponent:n3028.e02_comp	93. 30.
lexicogEntry:n3029	Velez’s entry for 'Salum'		lexicalEntry:n3029.e01		162. 24.
lexicogEntry:n3030	Velez’s entry for 'Salus'		lexicalEntry:n3030.e01		129. 22.
lexicogEntry:n3031	Velez’s entry for 'Salutaris'		lexicalEntry:n3031.e01		212. 8.
lexicogEntry:n3032	Velez’s entry for 'Salutifer'		lexicalEntry:n3032.e01	lexicogComponent:n3032.e01_comp	212. 16.
lexicogEntry:n3033	Velez’s entry for 'Samnites'		lexicalEntry:n3033.e01	lexicogComponent:n3033.e01_comp	146. 19. 324. 16.
lexicogEntry:n3034	Velez’s entry for 'Sancio'		lexicalEntry:n3034.e01		195. 27.
lexicogEntry:n3035	Velez’s entry for 'Sanctitas'		lexicalEntry:n3035.e01	lexicogComponent:n3035.e01_comp	175. 26.
lexicogEntry:n3036	Velez’s entry for 'Sanctus'		lexicalEntry:n3036.e01	lexicogComponent:n3036.e10_comp	212. 30.
lexicogEntry:n3037	Velez’s entry for 'Sandix'		lexicalEntry:n3037.e01		130. fin.
lexicogEntry:n3038	Velez’s entry for 'Sanè'		lexicalEntry:n3038.e01	lexicogComponent:n3038.e01_comp	271. 25.
lexicogEntry:n3039	Velez’s entry for 'Sapa'		lexicalEntry:n3039.e01	lexicogComponent:n3039.e01_comp	161. 27.
lexicogEntry:n3040	Velez’s entry for 'Sapio'		lexicalEntry:n3040.e01		185. 17.
lexicogEntry:n3041	Velez’s entry for 'Sapphirus'		lexicalEntry:n3041.e01		129. 2.
lexicogEntry:n3042	Velez’s entry for 'Sappho'		lexicalEntry:n3042.e01		151. 29.
lexicogEntry:n3043	Velez’s entry for 'Sarai'		lexicalEntry:n3043.e01	lexicogComponent:n3043.e01_comp	168. 24. 364. 28.
lexicogEntry:n3044	Velez’s entry for 'Sarcio'		lexicalEntry:n3044.e01		195. 31.
lexicogEntry:n3045	Velez’s entry for 'Sarculus'		lexicalEntry:n3045.e01		175. 29.
lexicogEntry:n3046	Velez’s entry for 'Sardis'		lexicalEntry:n3046.e01		155. 3.
lexicogEntry:n3047	Velez’s entry for 'Sardonyx'		lexicalEntry:n3047.e01		134. 10.
lexicogEntry:n3048	Velez’s entry for 'Sarmatis'		lexicalEntry:n3048.e01	lexicogComponent:n3048.e01_comp	251. 15.
lexicogEntry:n3049	Velez’s entry for 'Satago'		lexicalEntry:n3049.e01		178. 27. 220. 2.
lexicogEntry:n3050	Velez’s entry for 'Satelles'		lexicalEntry:n3050.e01	lexicogComponent:n3050.e01_comp	121. 5.
lexicogEntry:n3051	Velez’s entry for 'Satio'		lexicalEntry:n3051.e01		235. 24.
lexicogEntry:n3052	Velez’s entry for 'Satis'		lexicalEntry:n3052.e01		267. 4.
lexicogEntry:n3053	Velez’s entry for 'Satisdo'		lexicalEntry:n3053.e01		181. 16.
lexicogEntry:n3054	Velez’s entry for 'Satisfacio'		lexicalEntry:n3054.e01		223. 6.
lexicogEntry:n3055	Velez’s entry for 'Satur'		lexicalEntry:n3055.e01		215. 9.
lexicogEntry:n3056	Velez’s entry for 'Satureia'		lexicalEntry:n3056.e01	lexicogComponent:n3056.e01_comp	175. fin.
lexicogEntry:n3057	Velez’s entry for 'Saturnalia'		lexicalEntry:n3057.e01		163. 12.
lexicogEntry:n3058	Velez’s entry for 'Saturo'		lexicalEntry:n3058.e01	lexicogComponent:n3058.e01_comp	235. 24.
lexicogEntry:n3059	Velez’s entry for 'Saul'		lexicalEntry:n3059.e01		321. 6.
lexicogEntry:n3060	Velez’s entry for 'Scabo'		lexicalEntry:n3060.e01		186. fin.
lexicogEntry:n3061	Velez’s entry for 'Scalpo'		lexicalEntry:n3061.e01	lexicogComponent:n3061.e01_comp	192. 25.
lexicogEntry:n3062	Velez’s entry for 'Scando'		lexicalEntry:n3062.e01		187. 29.
lexicogEntry:n3063	Velez’s entry for 'Scateo'		lexicalEntry:n3063.e01		226. 8.
lexicogEntry:n3064	Velez’s entry for 'Scelus'		lexicalEntry:n3064.e01		147. 21.
lexicogEntry:n3065	Velez’s entry for 'Scilicet'		lexicalEntry:n3065.e01		305. 11.
lexicogEntry:n3066	Velez’s entry for 'Scindo'		lexicalEntry:n3066.e01	lexicogComponent:n3066.e01_comp	188. 1. 298. 26.
lexicogEntry:n3067	Velez’s entry for 'Scio'		lexicalEntry:n3067.e01	lexicogComponent:n3067.e01_comp	237. 16. 320. 18.
lexicogEntry:n3068	Velez’s entry for 'Scipio'		lexicalEntry:n3068.e01		355. 17.
lexicogEntry:n3069	Velez’s entry for 'Sciscitor'		lexicalEntry:n3069.e01	lexicogComponent:n3069.e02_comp	236. 9. 18.
lexicogEntry:n3070	Velez’s entry for 'Scitus'		lexicalEntry:n3070.e01		255. 4. 25.
lexicogEntry:n3071	Velez’s entry for 'Scopae'		lexicalEntry:n3071.e01		164. 26.
lexicogEntry:n3072	Velez’s entry for 'Scorpius'		lexicalEntry:n3072.e01		176. 3.
lexicogEntry:n3073	Velez’s entry for 'Scobs'		lexicalEntry:n3073.e01		177. 21.
lexicogEntry:n3074	Velez’s entry for 'Scriba'		lexicalEntry:n3074.e01	lexicogComponent:n3074.e01_comp	120. 3.
lexicogEntry:n3075	Velez’s entry for 'Scribo'		lexicalEntry:n3075.e01		187. 1. 232. 15.
lexicogEntry:n3076	Velez’s entry for 'Scriptito'		lexicalEntry:n3076.e01		109. 13.
lexicogEntry:n3077	Velez’s entry for 'Scrobs'		lexicalEntry:n3077.e01		176. 4. 312. 3.
lexicogEntry:n3078	Velez’s entry for 'Scrupulus'		lexicalEntry:n3078.e01	lexicogComponent:n3078.e10_comp	177. 12.
lexicogEntry:n3079	Velez’s entry for 'Sculpo'		lexicalEntry:n3079.e01	lexicogComponent:n3079.e01_comp	192. 25.
lexicogEntry:n3080	Velez’s entry for 'Scylla'		lexicalEntry:n3080.e01		122. 16.
lexicogEntry:n3081	Velez’s entry for 'Se'		lexicalEntry:n3081.e01	lexicogComponent:n3081.e01_comp	112. 4.
lexicogEntry:n3082	Velez’s entry for 'Secale'		lexicalEntry:n3082.e01		162. 2.
lexicogEntry:n3083	Velez’s entry for 'Secerno'		lexicalEntry:n3083.e01	lexicogComponent:n3083.e01_comp	237. 6.
lexicogEntry:n3084	Velez’s entry for 'Seco'		lexicalEntry:n3084.e01	lexicogComponent:n3084.e01_comp	180. 27.
lexicogEntry:n3085	Velez’s entry for 'Secundùm'		lexicalEntry:n3085.e01		111. 10.
lexicogEntry:n3086	Velez’s entry for 'Secundus'		lexicalEntry:n3086.e01		216. 20.
lexicogEntry:n3087	Velez’s entry for 'Securis'		lexicalEntry:n3087.e01	lexicogComponent:n3087.e01_comp	151. 11.
lexicogEntry:n3088	Velez’s entry for 'Securus'		lexicalEntry:n3088.e01		208. 14. 216. 13.
lexicogEntry:n3089	Velez’s entry for 'Secus'		lexicalEntry:n3089.e01		111. 10.
lexicogEntry:n3090	Velez’s entry for 'Sedeo'		lexicalEntry:n3090.e01		223. 26.
lexicogEntry:n3091	Velez’s entry for 'Sedes'		lexicalEntry:n3091.e01		301. 5.
lexicogEntry:n3092	Velez’s entry for 'Seges'		lexicalEntry:n3092.e01	lexicogComponent:n3092.e01_comp	144. 18.
lexicogEntry:n3093	Velez’s entry for 'Segnitia'		lexicalEntry:n3093.e01	lexicogComponent:n3093.e01_comp	176. 7.
lexicogEntry:n3094	Velez’s entry for 'Selibra'		lexicalEntry:n3094.e01		304. 27.
lexicogEntry:n3095	Velez’s entry for 'Seligo'		lexicalEntry:n3095.e01		302. 6.
lexicogEntry:n3096	Velez’s entry for 'Semel'		lexicalEntry:n3096.e01		113. 4.
lexicogEntry:n3097	Velez’s entry for 'Semis'		lexicalEntry:n3097.e01	lexicogComponent:n3097.e50_comp, lexicogComponent:n3097.e60_comp	146. 20. 342. 13.
lexicogEntry:n3098	Velez’s entry for 'Semoveo'		lexicalEntry:n3098.e01		112. 5.
lexicogEntry:n3099	Velez’s entry for 'Senatus'		lexicalEntry:n3099.e01	lexicogComponent:n3099.e10_comp	158. 6.
lexicogEntry:n3100	Velez’s entry for 'Senex'		lexicalEntry:n3100.e01	lexicogComponent:n3100.e01_comp, lexicogComponent:n3100.e30_comp	106. 4. 119. 24.
lexicogEntry:n3101	Velez’s entry for 'Seni'		lexicalEntry:n3101.e01	lexicogComponent:n3101.e01_comp	209. 10.
lexicogEntry:n3102	Velez’s entry for 'Sensus'		lexicalEntry:n3102.e01	lexicogComponent:n3102.e01_comp, lexicogComponent:n3102.e10_comp, lexicogComponent:n3102.e20_comp	128. 25.
lexicogEntry:n3103	Velez’s entry for 'Sentio'		lexicalEntry:n3103.e01	lexicogComponent:n3103.e01_comp	195. 27.
lexicogEntry:n3104	Velez’s entry for 'Sentis'		lexicalEntry:n3104.e01	lexicogComponent:n3104.e01_comp	127. fin.
lexicogEntry:n3105	Velez’s entry for 'Seorsum'		lexicalEntry:n3105.e01	lexicogComponent:n3105.e01_comp, lexicogComponent:n3105.e02_comp	112. 30.
lexicogEntry:n3106	Velez’s entry for 'Separo'		lexicalEntry:n3106.e01		303. 7.
lexicogEntry:n3107	Velez’s entry for 'Sepelio'		lexicalEntry:n3107.e01		195. 13.
lexicogEntry:n3108	Velez’s entry for 'Sepio'		lexicalEntry:n3108.e01	lexicogComponent:n3108.e01_comp	195. 28.
lexicogEntry:n3109	Velez’s entry for 'Seps'		lexicalEntry:n3109.e01	lexicogComponent:n3109.e10_comp	130. 8. 309. 3.
lexicogEntry:n3110	Velez’s entry for 'September'		lexicalEntry:n3110.e01	lexicogComponent:n3110.e01_comp	143. 16.
lexicogEntry:n3111	Velez’s entry for 'Septunx'		lexicalEntry:n3111.e01	lexicogComponent:n3111.e01_comp	130. 26.
lexicogEntry:n3112	Velez’s entry for 'Sequor'		lexicalEntry:n3112.e01	lexicogComponent:n3112.e01_comp	197. 24.
lexicogEntry:n3113	Velez’s entry for 'Seraphim'		lexicalEntry:n3113.e01	lexicogComponent:n3113.e01_comp	364. 22.
lexicogEntry:n3114	Velez’s entry for 'Serapis'		lexicalEntry:n3114.e01		146. 15.
lexicogEntry:n3115	Velez’s entry for 'Sermo'		lexicalEntry:n3115.e01		310. 24.
lexicogEntry:n3116	Velez’s entry for 'Sero'		lexicalEntry:n3116.e01	lexicogComponent:n3116.e01_comp, lexicogComponent:n3116.e10_comp	193. 6. 299. 12.
lexicogEntry:n3117	Velez’s entry for 'Serpo'		lexicalEntry:n3117.e01	lexicogComponent:n3117.e10_comp	133. 18.
lexicogEntry:n3118	Velez’s entry for 'Servio'		lexicalEntry:n3118.e01		222. 27.
lexicogEntry:n3119	Velez’s entry for 'Servus'		lexicalEntry:n3119.e01	lexicogComponent:n3119.e20_comp	129. 23.
lexicogEntry:n3120	Velez’s entry for 'Sescuncia'		lexicalEntry:n3120.e01		130. 26.
lexicogEntry:n3121	Velez’s entry for 'Sestertius'		lexicalEntry:n3121.e01		176. 10. 281. 16.
lexicogEntry:n3122	Velez’s entry for 'Seu'		lexicalEntry:n3122.e01		114. 29.
lexicogEntry:n3123	Velez’s entry for 'Severus'		lexicalEntry:n3123.e01	lexicogComponent:n3123.e01_comp	213. 11.
lexicogEntry:n3124	Velez’s entry for 'Sextilis'		lexicalEntry:n3124.e01	lexicogComponent:n3124.e01_comp	122. 9.
lexicogEntry:n3125	Velez’s entry for 'Si'		lexicalEntry:n3125.e01	lexicogComponent:n3125.e01_comp	276. 14.
lexicogEntry:n3126	Velez’s entry for 'Sibilus'		lexicalEntry:n3126.e01	lexicogComponent:n3126.e10_comp	166. 2.
lexicogEntry:n3127	Velez’s entry for 'Sic'		lexicalEntry:n3127.e01	lexicogComponent:n3127.e01_comp	271. 2.
lexicogEntry:n3128	Velez’s entry for 'Sicelis'		lexicalEntry:n3128.e01		
lexicogEntry:n3129	Velez’s entry for 'Sicubi'		lexicalEntry:n3129.e01	lexicogComponent:n3129.e01_comp	305. 11. 319. 12.
lexicogEntry:n3130	Velez’s entry for 'Sicut'		lexicalEntry:n3130.e01	lexicogComponent:n3130.e01_comp, lexicogComponent:n3130.e02_comp	113. 7.
lexicogEntry:n3131	Velez’s entry for 'Sido'		lexicalEntry:n3131.e01	lexicogComponent:n3131.e01_comp	188. 26.
lexicogEntry:n3132	Velez’s entry for 'Sidon'		lexicalEntry:n3132.e01	lexicogComponent:n3132.e10_comp	310. 29.
lexicogEntry:n3133	Velez’s entry for 'Sidus'		lexicalEntry:n3133.e01		147. 22.
lexicogEntry:n3134	Velez’s entry for 'Signifer'		lexicalEntry:n3134.e01	lexicogComponent:n3134.e01_comp	139. 5.
lexicogEntry:n3135	Velez’s entry for 'Significo'		lexicalEntry:n3135.e01		231. 21.
lexicogEntry:n3136	Velez’s entry for 'Sileo'		lexicalEntry:n3136.e01		182. 11.
lexicogEntry:n3137	Velez’s entry for 'Siler'		lexicalEntry:n3137.e01		122. 19.
lexicogEntry:n3138	Velez’s entry for 'Silex'		lexicalEntry:n3138.e01		134. 3.
lexicogEntry:n3139	Velez’s entry for 'Siligo'		lexicalEntry:n3139.e01	lexicogComponent:n3139.e01_comp	141. 13.
lexicogEntry:n3140	Velez’s entry for 'Silva'		lexicalEntry:n3140.e01	lexicogComponent:n3140.e10_comp	179. 10.
lexicogEntry:n3141	Velez’s entry for 'Sylvesco'		lexicalEntry:n3141.e01		179. 10.
lexicogEntry:n3142	Velez’s entry for 'Similis'		lexicalEntry:n3142.e01		211. 21.
lexicogEntry:n3143	Velez’s entry for 'Simois'		lexicalEntry:n3143.e01		324. 15.
lexicogEntry:n3144	Velez’s entry for 'Simul'		lexicalEntry:n3144.e01	lexicogComponent:n3144.e01_comp	112. 29.
lexicogEntry:n3145	Velez’s entry for 'Simulacrum'		lexicalEntry:n3145.e01		300. 29.
lexicogEntry:n3146	Velez’s entry for 'Sinapi'		lexicalEntry:n3146.e01	lexicogComponent:n3146.e01_comp	176. 14.
lexicogEntry:n3147	Velez’s entry for 'Sinciput'		lexicalEntry:n3147.e01		125. 19.
lexicogEntry:n3148	Velez’s entry for 'Sidon'		lexicalEntry:n3148.e01	lexicogComponent:n3148.e01_comp	310. 31.
lexicogEntry:n3149	Velez’s entry for 'Sine'		lexicalEntry:n3149.e01		111. 17.
lexicogEntry:n3150	Velez’s entry for 'Singuli'		lexicalEntry:n3150.e01		209. 9.
lexicogEntry:n3151	Velez’s entry for 'Singultio'		lexicalEntry:n3151.e01		195. 14.
lexicogEntry:n3152	Velez’s entry for 'Sinister'		lexicalEntry:n3152.e01	lexicogComponent:n3152.e10_comp	213. 12.
lexicogEntry:n3153	Velez’s entry for 'Sino'		lexicalEntry:n3153.e01		192. 10. 299. 16.
lexicogEntry:n3154	Velez’s entry for 'Sinus'		lexicalEntry:n3154.e01	lexicogComponent:n3154.e11_comp	176. 16.
lexicogEntry:n3155	Velez’s entry for 'Siquando'		lexicalEntry:n3155.e01		305. 8.
lexicogEntry:n3156	Velez’s entry for 'Siquidem'		lexicalEntry:n3156.e01		114. 19.
lexicogEntry:n3157	Velez’s entry for 'Siquis'		lexicalEntry:n3157.e01	lexicogComponent:n3157.e01_comp	305. 8.
lexicogEntry:n3158	Velez’s entry for 'Siren'		lexicalEntry:n3158.e01	lexicogComponent:n3158.e01_comp	309. 4.
lexicogEntry:n3159	Velez’s entry for 'Sis'		lexicalEntry:n3159.e01		324. 2.
lexicogEntry:n3160	Velez’s entry for 'Siser'		lexicalEntry:n3160.e01		133. 20.
lexicogEntry:n3161	Velez’s entry for 'Sisto'		lexicalEntry:n3161.e01	lexicogComponent:n3161.e10_comp	194. 26.
lexicogEntry:n3162	Velez’s entry for 'Sithonis'		lexicalEntry:n3162.e01		351. 16.
lexicogEntry:n3163	Velez’s entry for 'Sitis'		lexicalEntry:n3163.e01		151. 12.
lexicogEntry:n3164	Velez’s entry for 'Situm'		lexicalEntry:n3164.e01	lexicogComponent:n3164.e10_comp, lexicogComponent:n3164.e20_comp	299. 16.
lexicogEntry:n3165	Velez’s entry for 'Sive'		lexicalEntry:n3165.e01		114. 29.
lexicogEntry:n3166	Velez’s entry for 'Smaragdus'		lexicalEntry:n3166.e01	lexicogComponent:n3166.e01_comp	129. 10.
lexicogEntry:n3167	Velez’s entry for 'Smilax'		lexicalEntry:n3167.e01	lexicogComponent:n3167.e01_comp	130. 28. 308. 21.
lexicogEntry:n3168	Velez’s entry for 'Soboles'		lexicalEntry:n3168.e01		152. 16.
lexicogEntry:n3169	Velez’s entry for 'Socer'		lexicalEntry:n3169.e01		138. 23.
lexicogEntry:n3170	Velez’s entry for 'Socius'		lexicalEntry:n3170.e01		213. 25.
lexicogEntry:n3171	Velez’s entry for 'Sodalis'		lexicalEntry:n3171.e01		125. 12.
lexicogEntry:n3172	Velez’s entry for 'Sol'		lexicalEntry:n3172.e01		124. 14.
lexicogEntry:n3173	Velez’s entry for 'Solemnis'		lexicalEntry:n3173.e01	lexicogComponent:n3173.e10_comp	213. 25.
lexicogEntry:n3174	Velez’s entry for 'Soleo'		lexicalEntry:n3174.e01		185. 5.
lexicogEntry:n3175	Velez’s entry for 'Solers'		lexicalEntry:n3175.e01		207. fin.
lexicogEntry:n3176	Velez’s entry for 'Soloecophanes'		lexicalEntry:n3176.e01	lexicogComponent:n3176.e01_comp	145. 21.
lexicogEntry:n3177	Velez’s entry for 'Solon'		lexicalEntry:n3177.e01	lexicogComponent:n3177.e01_comp	311. 5.
lexicogEntry:n3178	Velez’s entry for 'Solvo'		lexicalEntry:n3178.e01	lexicogComponent:n3178.e01_comp	194. 31. 231. 29.
lexicogEntry:n3179	Velez’s entry for 'Solus'		lexicalEntry:n3179.e01		169. 6.
lexicogEntry:n3180	Velez’s entry for 'Solyma'		lexicalEntry:n3180.e01		166. 10.
lexicogEntry:n3181	Velez’s entry for 'Sonipes'		lexicalEntry:n3181.e01		131. 14. 323. 6.
lexicogEntry:n3182	Velez’s entry for 'Sono'		lexicalEntry:n3182.e01	lexicogComponent:n3182.e01_comp	180. 10.
lexicogEntry:n3183	Velez’s entry for 'Sophia'		lexicalEntry:n3183.e01	lexicogComponent:n3183.e01_comp	295. 21.
lexicogEntry:n3184	Velez’s entry for 'Sopio'		lexicalEntry:n3184.e01		301. 17.
lexicogEntry:n3185	Velez’s entry for 'Sopor'		lexicalEntry:n3185.e01		Ibidem 7.
lexicogEntry:n3186	Velez’s entry for 'Soracte'		lexicalEntry:n3186.e01	lexicogComponent:n3186.e01_comp	176. 26.
lexicogEntry:n3187	Velez’s entry for 'Sorbeo'		lexicalEntry:n3187.e01	lexicogComponent:n3187.e01_comp	109. 16. 182. 18.
lexicogEntry:n3188	Velez’s entry for 'Sors'		lexicalEntry:n3188.e01		130. 12.
lexicogEntry:n3189	Velez’s entry for 'Sospes'		lexicalEntry:n3189.e01		216. 21.
lexicogEntry:n3190	Velez’s entry for 'Spadix'		lexicalEntry:n3190.e01		130. 25.
lexicogEntry:n3191	Velez’s entry for 'Spargo'		lexicalEntry:n3191.e01	lexicogComponent:n3191.e01_comp	190. 15. 238. 4.
lexicogEntry:n3192	Velez’s entry for 'Sparta'		lexicalEntry:n3192.e01	lexicogComponent:n3192.e01_comp	176. 22.
lexicogEntry:n3193	Velez’s entry for 'Species'		lexicalEntry:n3193.e01	lexicogComponent:n3193.e01_comp	294. 23.
lexicogEntry:n3194	Velez’s entry for 'Specillum'		lexicalEntry:n3194.e01		176. 24.
lexicogEntry:n3195	Velez’s entry for 'Speciosus'		lexicalEntry:n3195.e01		212. 31.
lexicogEntry:n3196	Velez’s entry for 'Specus'		lexicalEntry:n3196.e01	lexicogComponent:n3196.e01_comp	133. 15.
lexicogEntry:n3197	Velez’s entry for 'Sperno'		lexicalEntry:n3197.e01		192. 11.
lexicogEntry:n3198	Velez’s entry for 'Spes'		lexicalEntry:n3198.e01		294. 21.
lexicogEntry:n3199	Velez’s entry for 'Sphinx'		lexicalEntry:n3199.e01	lexicogComponent:n3199.e01_comp	150. 20.
lexicogEntry:n3200	Velez’s entry for 'Spinter'		lexicalEntry:n3200.e01		126. 2.
lexicogEntry:n3201	Velez’s entry for 'Splen'		lexicalEntry:n3201.e01	lexicogComponent:n3201.e01_comp	125. 16.
lexicogEntry:n3202	Velez’s entry for 'Spolio'		lexicalEntry:n3202.e01		235. 28.
lexicogEntry:n3203	Velez’s entry for 'Spondeo'		lexicalEntry:n3203.e01		183. 16. 231. 24.
lexicogEntry:n3204	Velez’s entry for 'Sponsalia'		lexicalEntry:n3204.e01	lexicogComponent:n3204.e01_comp	165. 11.
lexicogEntry:n3205	Velez’s entry for 'Spontè'		lexicalEntry:n3205.e01		170. 10.
lexicogEntry:n3206	Velez’s entry for 'St'		lexicalEntry:n3206.e01		113. 30.
lexicogEntry:n3207	Velez’s entry for 'Stacta'		lexicalEntry:n3207.e01		176. 1.
lexicogEntry:n3208	Velez’s entry for 'Stadium'		lexicalEntry:n3208.e01	lexicogComponent:n3208.e01_comp	244. 24.
lexicogEntry:n3209	Velez’s entry for 'Stannum'		lexicalEntry:n3209.e01		161. 27.
lexicogEntry:n3210	Velez’s entry for 'Stativa'		lexicalEntry:n3210.e01	lexicogComponent:n3210.e01_comp	165. 14.
lexicogEntry:n3211	Velez’s entry for 'Statuo'		lexicalEntry:n3211.e01		198. 9.
lexicogEntry:n3212	Velez’s entry for 'Status'		lexicalEntry:n3212.e01		299. 30.
lexicogEntry:n3213	Velez’s entry for 'Stemma'		lexicalEntry:n3213.e01	lexicogComponent:n3213.e01_comp	308. 19.
lexicogEntry:n3214	Velez’s entry for 'Stentor'		lexicalEntry:n3214.e01		311. 16.
lexicogEntry:n3215	Velez’s entry for 'Sterilis'		lexicalEntry:n3215.e01		215. 7.
lexicogEntry:n3216	Velez’s entry for 'Sterno'		lexicalEntry:n3216.e01		192. 10.
lexicogEntry:n3217	Velez’s entry for 'Sterto'		lexicalEntry:n3217.e01		194. 22.
lexicogEntry:n3218	Velez’s entry for 'Stigma'		lexicalEntry:n3218.e01		124. 9.
lexicogEntry:n3219	Velez’s entry for 'Stipendiarius'		lexicalEntry:n3219.e01		212. 17.
lexicogEntry:n3220	Velez’s entry for 'Stipes'		lexicalEntry:n3220.e01		127. 17.
lexicogEntry:n3221	Velez’s entry for 'Stirps'		lexicalEntry:n3221.e01		133. 17.
