lexicog.Entry	rdfs.label	lexinfo.note	lexicog.describes	lexicog.subComponent	skos.note
lexicogEntry:n1036	Velez’s entry for 'Diameter'		lexicalEntry:n1036.e01		Ibidem.
lexicogEntry:n1037	Velez’s entry for 'Diana'		lexicalEntry:n1037.e01		161. 7.
lexicogEntry:n1038	Velez’s entry for 'Dico'		lexicalEntry:n1038.e01	lexicogComponent:n1038.e10_comp	231. 20.
lexicogEntry:n1039	Velez’s entry for 'Dictamnum'		lexicalEntry:n1039.e01	lexicogComponent:n1039.e01_comp, lexicogComponent:n1039.e02_comp	173. 30.
lexicogEntry:n1040	Velez’s entry for 'Dicturio'		lexicalEntry:n1040.e01	lexicogComponent:n1040.e01_comp	179. 18.
lexicogEntry:n1041	Velez’s entry for 'Dido'		lexicalEntry:n1041.e01	lexicogComponent:n1041.e01_comp	161. 2.
lexicogEntry:n1042	Velez’s entry for 'Dies'		lexicalEntry:n1042.e01	lexicogComponent:n1042.e01_comp	133. 18.
lexicogEntry:n1043	Velez’s entry for 'Differo'		lexicalEntry:n1043.e01	lexicogComponent:n1043.e01_comp	193. 14.
lexicogEntry:n1044	Velez’s entry for 'Diffido'		lexicalEntry:n1044.e01		189. 7.
lexicogEntry:n1045	Velez’s entry for 'Diffindo'		lexicalEntry:n1045.e01		301. 28.
lexicogEntry:n1046	Velez’s entry for 'Diffiteor'		lexicalEntry:n1046.e01		178. 29.
lexicogEntry:n1047	Velez’s entry for 'Diffluo'		lexicalEntry:n1047.e01	lexicogComponent:n1047.e01_comp	226. 10.
lexicogEntry:n1048	Velez’s entry for 'Dignor'		lexicalEntry:n1048.e01		236. 2.
lexicogEntry:n1049	Velez’s entry for 'Dignus'		lexicalEntry:n1049.e01		215. 10.
lexicogEntry:n1050	Velez’s entry for 'Digressio'		lexicalEntry:n1050.e01		173. 31.
lexicogEntry:n1051	Velez’s entry for 'Dilargior'		lexicalEntry:n1051.e01		239. 28.
lexicogEntry:n1052	Velez’s entry for 'Diligo'		lexicalEntry:n1052.e01	lexicogComponent:n1052.e10_comp	190. 13.
lexicogEntry:n1053	Velez’s entry for 'Diluo'		lexicalEntry:n1053.e01	lexicogComponent:n1053.e10_comp	186. 18.
lexicogEntry:n1054	Velez’s entry for 'Diluvies'		lexicalEntry:n1054.e01		173. 32.
lexicogEntry:n1055	Velez’s entry for 'Dimetior'		lexicalEntry:n1055.e01	lexicogComponent:n1055.e01_comp	73. 25. 239. 30.
lexicogEntry:n1056	Velez’s entry for 'Dimico'		lexicalEntry:n1056.e01	lexicogComponent:n1056.e01_comp	180. 26.
lexicogEntry:n1057	Velez’s entry for 'Dimidius'		lexicalEntry:n1057.e01		208. 20.
lexicogEntry:n1058	Velez’s entry for 'Dimoveo'		lexicalEntry:n1058.e01	lexicogComponent:n1058.e01_comp	237. 13.
lexicogEntry:n1059	Velez’s entry for 'Dindymus'		lexicalEntry:n1059.e01	lexicogComponent:n1059.e02_comp	165. 27.
lexicogEntry:n1060	Velez’s entry for 'Dinumero'		lexicalEntry:n1060.e01		112. 5.
lexicogEntry:n1061	Velez’s entry for 'Dioecesis'		lexicalEntry:n1061.e01		155. 25.
lexicogEntry:n1062	Velez’s entry for 'Diomedes'		lexicalEntry:n1062.e01		144. 16. 23.
lexicogEntry:n1063	Velez’s entry for 'Dionysia'		lexicalEntry:n1063.e01	lexicogComponent:n1063.e10_comp	163. 4.
lexicogEntry:n1064	Velez’s entry for 'Dionysius'		lexicalEntry:n1064.e01		161. 7.
lexicogEntry:n1065	Velez’s entry for 'Dioryx'		lexicalEntry:n1065.e01		150. 5.
lexicogEntry:n1066	Velez’s entry for 'Diphthongus'		lexicalEntry:n1066.e01		129. 2.
lexicogEntry:n1067	Velez’s entry for 'Diploma'		lexicalEntry:n1067.e01		157. 1.
lexicogEntry:n1068	Velez’s entry for 'Dipondium'		lexicalEntry:n1068.e01	lexicogComponent:n1068.e01_comp	177. 15. 19.
lexicogEntry:n1069	Velez’s entry for 'Dirae'		lexicalEntry:n1069.e01		164. 26.
lexicogEntry:n1070	Velez’s entry for 'Dirimo'		lexicalEntry:n1070.e01	lexicogComponent:n1070.e01_comp	303. 1.
lexicogEntry:n1071	Velez’s entry for 'Diripio'		lexicalEntry:n1071.e01	lexicogComponent:n1071.e01_comp	303. 6.
lexicogEntry:n1072	Velez’s entry for 'Diruo'		lexicalEntry:n1072.e01	lexicogComponent:n1072.e01_comp	299. 27.
lexicogEntry:n1073	Velez’s entry for 'Dirus'		lexicalEntry:n1073.e01		213. 9.
lexicogEntry:n1074	Velez’s entry for 'Dis'		lexicalEntry:n1074.e01	lexicogComponent:n1074.e01_comp	112. 4.
lexicogEntry:n1075	Velez’s entry for 'Dis'		lexicalEntry:n1075.e01		309. 29.
lexicogEntry:n1076	Velez’s entry for 'Discerno'		lexicalEntry:n1076.e01		192. 14.
lexicogEntry:n1077	Velez’s entry for 'Disco'		lexicalEntry:n1077.e01		237. 15.
lexicogEntry:n1078	Velez’s entry for 'Discolor'		lexicalEntry:n1078.e01		214. 3.
lexicogEntry:n1079	Velez’s entry for 'Discors'		lexicalEntry:n1079.e01	lexicogComponent:n1079.e01_comp	Ibid. 4.
lexicogEntry:n1080	Velez’s entry for 'Discumbo'		lexicalEntry:n1080.e01		180. 16.
lexicogEntry:n1081	Velez’s entry for 'Disertus'		lexicalEntry:n1081.e01	lexicogComponent:n1081.e01_comp	303. 1.
lexicogEntry:n1082	Velez’s entry for 'Dispar'		lexicalEntry:n1082.e01		211. 22.
lexicogEntry:n1083	Velez’s entry for 'Dispesco'		lexicalEntry:n1083.e01		187. 19.
lexicogEntry:n1084	Velez’s entry for 'Displiceo'		lexicalEntry:n1084.e01		221. 28.
lexicogEntry:n1085	Velez’s entry for 'Disputo'		lexicalEntry:n1085.e01	lexicogComponent:n1085.e01_comp	112. 5.
lexicogEntry:n1086	Velez’s entry for 'Dissensio'		lexicalEntry:n1086.e01	lexicogComponent:n1086.e02_comp	173. 2.
lexicogEntry:n1087	Velez’s entry for 'Dissentaneus'		lexicalEntry:n1087.e01		213. 21.
lexicogEntry:n1088	Velez’s entry for 'Dissero'		lexicalEntry:n1088.e01		193. 20. & 27.
lexicogEntry:n1089	Velez’s entry for 'Dissilio'		lexicalEntry:n1089.e01		196. 7.
lexicogEntry:n1090	Velez’s entry for 'Dissimilis'		lexicalEntry:n1090.e01	lexicogComponent:n1090.e01_comp	211. 30.
lexicogEntry:n1091	Velez’s entry for 'Dissolvo'		lexicalEntry:n1091.e01	lexicogComponent:n1091.e20_comp	345. 4.
lexicogEntry:n1092	Velez’s entry for 'Distraho'		lexicalEntry:n1092.e01		237. 5. 246. 29.
lexicogEntry:n1093	Velez’s entry for 'Dito'		lexicalEntry:n1093.e01		235. 26.
lexicogEntry:n1094	Velez’s entry for 'Divello'		lexicalEntry:n1094.e01		237. 5.
lexicogEntry:n1095	Velez’s entry for 'Divendo'		lexicalEntry:n1095.e01	lexicogComponent:n1095.e01_comp	246. 29.
lexicogEntry:n1096	Velez’s entry for 'Diversus'		lexicalEntry:n1096.e01	lexicogComponent:n1096.e01_comp	213. 9. 216. 20.
lexicogEntry:n1097	Velez’s entry for 'Dives'		lexicalEntry:n1097.e01		215. 17. 323. 11.
lexicogEntry:n1098	Velez’s entry for 'Divido'		lexicalEntry:n1098.e01		188. 29.
lexicogEntry:n1099	Velez’s entry for 'Dius'		lexicalEntry:n1099.e01		295. 27.
lexicogEntry:n1100	Velez’s entry for 'Do'		lexicalEntry:n1100.e01		181. 15. 231. 24. 233. fin.
lexicogEntry:n1101	Velez’s entry for 'Doceo'		lexicalEntry:n1101.e01		234. 12. 27.
lexicogEntry:n1102	Velez’s entry for 'Docilis'		lexicalEntry:n1102.e01		213. 22.
lexicogEntry:n1103	Velez’s entry for 'Doctus'		lexicalEntry:n1103.e01	lexicogComponent:n1103.e01_comp	215. 12.
lexicogEntry:n1104	Velez’s entry for 'Dodrans'		lexicalEntry:n1104.e01	lexicogComponent:n1104.e01_comp	
lexicogEntry:n1105	Velez’s entry for 'Dogma'		lexicalEntry:n1105.e01		141. 6.
lexicogEntry:n1106	Velez’s entry for 'Doleo'		lexicalEntry:n1106.e01		221. 28.
lexicogEntry:n1107	Velez’s entry for 'Dolops'		lexicalEntry:n1107.e01		312. 4.
lexicogEntry:n1108	Velez’s entry for 'Dominatio'		lexicalEntry:n1108.e01	lexicogComponent:n1108.e02_comp	173. 4.
lexicogEntry:n1109	Velez’s entry for 'Domo'		lexicalEntry:n1109.e01		180. 9.
lexicogEntry:n1110	Velez’s entry for 'Domus'		lexicalEntry:n1110.e01		128. 22. 241. 18.
lexicogEntry:n1111	Velez’s entry for 'Donec'		lexicalEntry:n1111.e01		320. 31.
lexicogEntry:n1112	Velez’s entry for 'Dono'		lexicalEntry:n1112.e01	lexicogComponent:n1112.e01_comp	231. 24. 238. 3.
lexicogEntry:n1113	Velez’s entry for 'Dorothea'		lexicalEntry:n1113.e01		296. 3.
lexicogEntry:n1114	Velez’s entry for 'Dos'		lexicalEntry:n1114.e01	lexicogComponent:n1114.e01_comp	156. 8. 128. 16.
lexicogEntry:n1115	Velez’s entry for 'Doto'		lexicalEntry:n1115.e01		235. 26.
lexicogEntry:n1116	Velez’s entry for 'Dryanthiades'		lexicalEntry:n1116.e01		355. 14.
lexicogEntry:n1117	Velez’s entry for 'Dubius'		lexicalEntry:n1117.e01		208. 16.
lexicogEntry:n1118	Velez’s entry for 'Ducenti'		lexicalEntry:n1118.e01	lexicogComponent:n1118.e01_comp	168. 5.
lexicogEntry:n1119	Velez’s entry for 'Duco'		lexicalEntry:n1119.e01		187. 3. 229. 30. 233. fin.
lexicogEntry:n1120	Velez’s entry for 'Duis'		lexicalEntry:n1120.e01		94. 13.
lexicogEntry:n1121	Velez’s entry for 'Dulcedo'		lexicalEntry:n1121.e01		125. 3.
lexicogEntry:n1122	Velez’s entry for 'Dulcis'		lexicalEntry:n1122.e01		212. 27. 319. 5.
lexicogEntry:n1123	Velez’s entry for 'Dummodò'		lexicalEntry:n1123.e01		320. 17.
lexicogEntry:n1124	Velez’s entry for 'Duo'		lexicalEntry:n1124.e01		9. 26. 320. 18.
lexicogEntry:n1125	Velez’s entry for 'Duodeni'		lexicalEntry:n1125.e01		306. 11.
lexicogEntry:n1126	Velez’s entry for 'Duplico'		lexicalEntry:n1126.e01		181. 7.
lexicogEntry:n1127	Velez’s entry for 'Duritia'		lexicalEntry:n1127.e01	lexicogComponent:n1127.e01_comp	173. 8.
lexicogEntry:n1128	Velez’s entry for 'Durius'		lexicalEntry:n1128.e01		122. 9.
lexicogEntry:n1129	Velez’s entry for 'Dux'		lexicalEntry:n1129.e01		121. 6.
lexicogEntry:n1130	Velez’s entry for 'E'		lexicalEntry:n1130.e01	lexicogComponent:n1130.e01_comp, lexicogComponent:n1130.e10_comp	111. 17. 303. 7.
lexicogEntry:n1131	Velez’s entry for 'Eà'		lexicalEntry:n1131.e01		270. 16.
lexicogEntry:n1132	Velez’s entry for 'Eàdem'		lexicalEntry:n1132.e01	lexicogComponent:n1132.e01_comp	Ibid. & 341. 17.
lexicogEntry:n1133	Velez’s entry for 'Ebibo'		lexicalEntry:n1133.e01	lexicogComponent:n1133.e01_comp	178. 25.
lexicogEntry:n1134	Velez’s entry for 'Ebur'		lexicalEntry:n1134.e01		126. 27. 143. 27.
lexicogEntry:n1135	Velez’s entry for 'Ecbatana'		lexicalEntry:n1135.e01	lexicogComponent:n1135.e01_comp	123. 10.
lexicogEntry:n1136	Velez’s entry for 'Ecce'		lexicalEntry:n1136.e01		266. 27.
lexicogEntry:n1137	Velez’s entry for 'Echinus'		lexicalEntry:n1137.e01		129. 5.
lexicogEntry:n1138	Velez’s entry for 'Echo'		lexicalEntry:n1138.e01	lexicogComponent:n1138.e10_comp	151. 30.
lexicogEntry:n1139	Velez’s entry for 'Ecquis'		lexicalEntry:n1139.e01		18. 25.
lexicogEntry:n1140	Velez’s entry for 'Edax'		lexicalEntry:n1140.e01		208. 13. 19.
lexicogEntry:n1141	Velez’s entry for 'Eden'		lexicalEntry:n1141.e01	lexicogComponent:n1141.e01_comp	364. 25.
lexicogEntry:n1142	Velez’s entry for 'Edo'		lexicalEntry:n1142.e01		94. 12.
lexicogEntry:n1143	Velez’s entry for 'Edo'		lexicalEntry:n1143.e01	lexicogComponent:n1143.e01_comp, lexicogComponent:n1143.e20_comp	231. 20.
lexicogEntry:n1144	Velez’s entry for 'Edoceo'		lexicalEntry:n1144.e01		234. 13. 27.
lexicogEntry:n1145	Velez’s entry for 'Educo'		lexicalEntry:n1145.e01		263. 12.
lexicogEntry:n1146	Velez’s entry for 'Effero'		lexicalEntry:n1146.e01		193. 12.
lexicogEntry:n1147	Velez’s entry for 'Efficax'		lexicalEntry:n1147.e01	lexicogComponent:n1147.e01_comp	212. 13.
lexicogEntry:n1148	Velez’s entry for 'Efflagito'		lexicalEntry:n1148.e01	lexicogComponent:n1148.e01_comp	236. 7.
lexicogEntry:n1149	Velez’s entry for 'Effoetus'		lexicalEntry:n1149.e01		215. 9.
lexicogEntry:n1150	Velez’s entry for 'Egenus'		lexicalEntry:n1150.e01		Ibidem. 6.
lexicogEntry:n1151	Velez’s entry for 'Egeo'		lexicalEntry:n1151.e01		226. 8. & 22.
lexicogEntry:n1152	Velez’s entry for 'Egredior'		lexicalEntry:n1152.e01	lexicogComponent:n1152.e01_comp	263. 12.
lexicogEntry:n1153	Velez’s entry for 'Eheu'		lexicalEntry:n1153.e01		274. 11. 294. fin.
lexicogEntry:n1154	Velez’s entry for 'Eho'		lexicalEntry:n1154.e01		112. 17.
lexicogEntry:n1155	Velez’s entry for 'Eia'		lexicalEntry:n1155.e01		317. 25.
lexicogEntry:n1156	Velez’s entry for 'Ejicio'		lexicalEntry:n1156.e01		262. 31.
lexicogEntry:n1157	Velez’s entry for 'Electrum'		lexicalEntry:n1157.e01		161. 29.
lexicogEntry:n1158	Velez’s entry for 'Eleganter'		lexicalEntry:n1158.e01		113. 9.
lexicogEntry:n1159	Velez’s entry for 'Elegeia'		lexicalEntry:n1159.e01		295. 18. 296. 6.
lexicogEntry:n1160	Velez’s entry for 'Elephas'		lexicalEntry:n1160.e01		127. 1. 144. 9.
lexicogEntry:n1161	Velez’s entry for 'Elicio'		lexicalEntry:n1161.e01		185. 25.
lexicogEntry:n1162	Velez’s entry for 'Elido'		lexicalEntry:n1162.e01		189. 1.
lexicogEntry:n1163	Velez’s entry for 'Eliezer'		lexicalEntry:n1163.e01		364. 28.
lexicogEntry:n1164	Velez’s entry for 'Eligo'		lexicalEntry:n1164.e01		302. 5.
lexicogEntry:n1165	Velez’s entry for 'Elisabeth'		lexicalEntry:n1165.e01	lexicogComponent:n1165.e02_comp	168. 25. 30.
lexicogEntry:n1166	Velez’s entry for 'Emancipo'		lexicalEntry:n1166.e01		232. 4.
lexicogEntry:n1167	Velez’s entry for 'Emblema'		lexicalEntry:n1167.e01		156. fin.
lexicogEntry:n1168	Velez’s entry for 'Emendico'		lexicalEntry:n1168.e01		236. 17.
lexicogEntry:n1169	Velez’s entry for 'Emergo'		lexicalEntry:n1169.e01		263. 13.
lexicogEntry:n1170	Velez’s entry for 'Emigro'		lexicalEntry:n1170.e01		Ibidem.
lexicogEntry:n1171	Velez’s entry for 'Emineo'		lexicalEntry:n1171.e01	lexicogComponent:n1171.e01_comp	Ibidem.
lexicogEntry:n1172	Velez’s entry for 'Eminus'		lexicalEntry:n1172.e01		270. 7.
lexicogEntry:n1173	Velez’s entry for 'Emitto'		lexicalEntry:n1173.e01		263. 13.
lexicogEntry:n1174	Velez’s entry for 'EMMANUEL'		lexicalEntry:n1174.e01		168. 27.
lexicogEntry:n1175	Velez’s entry for 'Emo'		lexicalEntry:n1175.e01		191. 26. 246. 29.
lexicogEntry:n1176	Velez’s entry for 'Empturio'		lexicalEntry:n1176.e01		179. 19.
lexicogEntry:n1177	Velez’s entry for 'En'		lexicalEntry:n1177.e01		266. 27.
lexicogEntry:n1178	Velez’s entry for 'Eneco'		lexicalEntry:n1178.e01	lexicogComponent:n1178.e01_comp	180. 5.
lexicogEntry:n1179	Velez’s entry for 'Enim'		lexicalEntry:n1179.e01	lexicogComponent:n1179.e01_comp	114. 20.
lexicogEntry:n1180	Velez’s entry for 'Ensis'		lexicalEntry:n1180.e01		127. 31.
lexicogEntry:n1181	Velez’s entry for 'Enitor'		lexicalEntry:n1181.e01		239. 31.
lexicogEntry:n1182	Velez’s entry for 'Eo'		lexicalEntry:n1182.e01		86. 17.
lexicogEntry:n1183	Velez’s entry for 'Eò'		lexicalEntry:n1183.e01		267. fin. 273. 10. 270. 10. 320. 14.
lexicogEntry:n1184	Velez’s entry for 'Eòdem'		lexicalEntry:n1184.e01		270. 11. 341. 17.
lexicogEntry:n1185	Velez’s entry for 'Ephraim'		lexicalEntry:n1185.e01		364. 27.
lexicogEntry:n1186	Velez’s entry for 'Ephratha'		lexicalEntry:n1186.e01		Ibidem.
lexicogEntry:n1187	Velez’s entry for 'Epirus'		lexicalEntry:n1187.e01	lexicogComponent:n1187.e01_comp	122. 14.
lexicogEntry:n1188	Velez’s entry for 'Epos'		lexicalEntry:n1188.e01		128. 17.
lexicogEntry:n1189	Velez’s entry for 'Epulae'		lexicalEntry:n1189.e01		167. 12.
lexicogEntry:n1190	Velez’s entry for 'Equa'		lexicalEntry:n1190.e01		137. 30.
lexicogEntry:n1191	Velez’s entry for 'Eques'		lexicalEntry:n1191.e01		120. 16.
lexicogEntry:n1192	Velez’s entry for 'Equester'		lexicalEntry:n1192.e01		143. 19.
lexicogEntry:n1193	Velez’s entry for 'Equidem'		lexicalEntry:n1193.e01	lexicogComponent:n1193.e01_comp	114. 21.
lexicogEntry:n1194	Velez’s entry for 'Equus'		lexicalEntry:n1194.e01	lexicogComponent:n1194.e10_comp	120. 4.
lexicogEntry:n1195	Velez’s entry for 'Erectus'		lexicalEntry:n1195.e01		255. 25.
lexicogEntry:n1196	Velez’s entry for 'Eremus'		lexicalEntry:n1196.e01		129. 2.
lexicogEntry:n1197	Velez’s entry for 'Erga'		lexicalEntry:n1197.e01		111. 10.
lexicogEntry:n1198	Velez’s entry for 'Ergo'		lexicalEntry:n1198.e01	lexicogComponent:n1198.e01_comp, lexicogComponent:n1198.e02_comp	114. 16. 24. 320. 11.
lexicogEntry:n1199	Velez’s entry for 'Erinnys'		lexicalEntry:n1199.e01	lexicogComponent:n1199.e01_comp	120. 30.
lexicogEntry:n1200	Velez’s entry for 'Eripio'		lexicalEntry:n1200.e01		237. 6. 27. 30.
lexicogEntry:n1201	Velez’s entry for 'Erogo'		lexicalEntry:n1201.e01		231. 26.
lexicogEntry:n1202	Velez’s entry for 'Erotion'		lexicalEntry:n1202.e01	lexicogComponent:n1202.e02_comp	322. 6.
lexicogEntry:n1203	Velez’s entry for 'Errabundus'		lexicalEntry:n1203.e01		104. 1.
lexicogEntry:n1204	Velez’s entry for 'Erudio'		lexicalEntry:n1204.e01		234. 27.
lexicogEntry:n1205	Velez’s entry for 'Eruditus'		lexicalEntry:n1205.e01	lexicogComponent:n1205.e01_comp	216. 4.
lexicogEntry:n1206	Velez’s entry for 'Ervilia'		lexicalEntry:n1206.e01		173. 10.
lexicogEntry:n1207	Velez’s entry for 'Erumpo'		lexicalEntry:n1207.e01	lexicogComponent:n1207.e01_comp	303. 6.
lexicogEntry:n1208	Velez’s entry for 'Eruo'		lexicalEntry:n1208.e01		299. 26.
lexicogEntry:n1209	Velez’s entry for 'Erymanthis'		lexicalEntry:n1209.e01		351. 17.
lexicogEntry:n1210	Velez’s entry for 'Erysipelas'		lexicalEntry:n1210.e01		126. 31.
lexicogEntry:n1211	Velez’s entry for 'Eryx'		lexicalEntry:n1211.e01		130. 24.
lexicogEntry:n1212	Velez’s entry for 'Esseda'		lexicalEntry:n1212.e01	lexicogComponent:n1212.e01_comp	173. 11.
lexicogEntry:n1213	Velez’s entry for 'Esurio'		lexicalEntry:n1213.e01		179. 19.
lexicogEntry:n1214	Velez’s entry for 'Et'		lexicalEntry:n1214.e01		114. 14.
lexicogEntry:n1215	Velez’s entry for 'Etenim'		lexicalEntry:n1215.e01	lexicogComponent:n1215.e01_comp	114. 20.
lexicogEntry:n1216	Velez’s entry for 'Etesias'		lexicalEntry:n1216.e01	lexicogComponent:n1216.e01_comp	136. 27.
lexicogEntry:n1217	Velez’s entry for 'Ethica'		lexicalEntry:n1217.e01		163. 25.
lexicogEntry:n1218	Velez’s entry for 'Etiam'		lexicalEntry:n1218.e01	lexicogComponent:n1218.e01_comp	112. 19.
lexicogEntry:n1219	Velez’s entry for 'Etsi'		lexicalEntry:n1219.e01	lexicogComponent:n1219.e01_comp	275. 17.
lexicogEntry:n1220	Velez’s entry for 'Etymologia'		lexicalEntry:n1220.e01		295. 22.
lexicogEntry:n1221	Velez’s entry for 'Evado'		lexicalEntry:n1221.e01		189. 3.
lexicogEntry:n1222	Velez’s entry for 'Evax'		lexicalEntry:n1222.e01		113. 22.
lexicogEntry:n1223	Velez’s entry for 'Eveho'		lexicalEntry:n1223.e01	lexicogComponent:n1223.e01_comp	191. 1.
lexicogEntry:n1224	Velez’s entry for 'Evenit'		lexicalEntry:n1224.e01		223. 14.
lexicogEntry:n1225	Velez’s entry for 'Eventum'		lexicalEntry:n1225.e01	lexicogComponent:n1225.e01_comp	173. 14.
lexicogEntry:n1226	Velez’s entry for 'Everto'		lexicalEntry:n1226.e01		235. 15.
lexicogEntry:n1227	Velez’s entry for 'Euge'		lexicalEntry:n1227.e01		113. 20.
lexicogEntry:n1228	Velez’s entry for 'Evidens'		lexicalEntry:n1228.e01		213. 21.
lexicogEntry:n1229	Velez’s entry for 'Evoco'		lexicalEntry:n1229.e01		263. 13.
lexicogEntry:n1230	Velez’s entry for 'Evolo'		lexicalEntry:n1230.e01	lexicogComponent:n1230.e10_comp	Ibidem.
lexicogEntry:n1231	Velez’s entry for 'Evolvo'		lexicalEntry:n1231.e01		345. 1.
lexicogEntry:n1232	Velez’s entry for 'Euphrates'		lexicalEntry:n1232.e01		122. 10.
lexicogEntry:n1233	Velez’s entry for 'Eurus'		lexicalEntry:n1233.e01		140. 16.
lexicogEntry:n1234	Velez’s entry for 'Eustòchium'		lexicalEntry:n1234.e01		123. 1.
lexicogEntry:n1235	Velez’s entry for 'Ex'		lexicalEntry:n1235.e01		111. 17.
lexicogEntry:n1236	Velez’s entry for 'Exaequo'		lexicalEntry:n1236.e01	lexicogComponent:n1236.e01_comp	232. 5.
lexicogEntry:n1237	Velez’s entry for 'Examen'		lexicalEntry:n1237.e01		125. 29.
lexicogEntry:n1238	Velez’s entry for 'Exanguis'		lexicalEntry:n1238.e01		134. fin.
lexicogEntry:n1239	Velez’s entry for 'Exarmo'		lexicalEntry:n1239.e01		235. 28.
lexicogEntry:n1240	Velez’s entry for 'Excedo'		lexicalEntry:n1240.e01		263. 14.
lexicogEntry:n1241	Velez’s entry for 'Excello'		lexicalEntry:n1241.e01		191. 7.
lexicogEntry:n1242	Velez’s entry for 'Excido'		lexicalEntry:n1242.e01		188. 19.
lexicogEntry:n1243	Velez’s entry for 'Excîdo'		lexicalEntry:n1243.e01		Ibid. 23.
lexicogEntry:n1244	Velez’s entry for 'Excieo'		lexicalEntry:n1244.e01	lexicogComponent:n1244.e02_comp	184. 9.
lexicogEntry:n1245	Velez’s entry for 'Exclúdo'		lexicalEntry:n1245.e01	lexicogComponent:n1245.e01_comp	188. fin.
lexicogEntry:n1246	Velez’s entry for 'Excubiae'		lexicalEntry:n1246.e01		121. 1.
lexicogEntry:n1247	Velez’s entry for 'Excúdo'		lexicalEntry:n1247.e01		187. 28.
lexicogEntry:n1248	Velez’s entry for 'Excútio'		lexicalEntry:n1248.e01	lexicogComponent:n1248.e01_comp, lexicogComponent:n1248.e10_comp	186. 16.
lexicogEntry:n1249	Velez’s entry for 'Exeo'		lexicalEntry:n1249.e01		263. 14.
lexicogEntry:n1250	Velez’s entry for 'Exéquiae'		lexicalEntry:n1250.e01		164. 29.
lexicogEntry:n1251	Velez’s entry for 'Exerceo'		lexicalEntry:n1251.e01	lexicogComponent:n1251.e01_comp	182. 14.
lexicogEntry:n1252	Velez’s entry for 'Exero'		lexicalEntry:n1252.e01	lexicogComponent:n1252.e10_comp	193. 25.
lexicogEntry:n1253	Velez’s entry for 'Exest'		lexicalEntry:n1253.e01		92. 31.
lexicogEntry:n1254	Velez’s entry for 'Exhaeres'		lexicalEntry:n1254.e01	lexicogComponent:n1254.e01_comp	145. 23.
lexicogEntry:n1255	Velez’s entry for 'Exhaurio'		lexicalEntry:n1255.e01		235. 28.
lexicogEntry:n1256	Velez’s entry for 'Exhibeo'		lexicalEntry:n1256.e01		231. 25.
lexicogEntry:n1257	Velez’s entry for 'Exigo'		lexicalEntry:n1257.e01	lexicogComponent:n1257.e10_comp	236. 9.
lexicogEntry:n1258	Velez’s entry for 'Exiguus'		lexicalEntry:n1258.e01		292. 25.
lexicogEntry:n1259	Velez’s entry for 'Exilio'		lexicalEntry:n1259.e01		196. 7.
lexicogEntry:n1260	Velez’s entry for 'Exinanio'		lexicalEntry:n1260.e01		235. 27.
lexicogEntry:n1261	Velez’s entry for 'Exitialis'		lexicalEntry:n1261.e01	lexicogComponent:n1261.e01_comp, lexicogComponent:n1261.e02_comp	212. 19.
lexicogEntry:n1262	Velez’s entry for 'Exolesco'		lexicalEntry:n1262.e01	lexicogComponent:n1262.e10_comp	184. 20.
lexicogEntry:n1263	Velez’s entry for 'Exolvo'		lexicalEntry:n1263.e01		235. 30.
lexicogEntry:n1264	Velez’s entry for 'Exonero'		lexicalEntry:n1264.e01		235. 27.
lexicogEntry:n1265	Velez’s entry for 'Exorbeò'		lexicalEntry:n1265.e01		182. 20.
lexicogEntry:n1266	Velez’s entry for 'Exorno'		lexicalEntry:n1266.e01	lexicogComponent:n1266.e01_comp	235. 6.
lexicogEntry:n1267	Velez’s entry for 'Exoro'		lexicalEntry:n1267.e01		236. 10.
lexicogEntry:n1268	Velez’s entry for 'Exors'		lexicalEntry:n1268.e01	lexicogComponent:n1268.e01_comp	207. 20.
lexicogEntry:n1269	Velez’s entry for 'Exos'		lexicalEntry:n1269.e01		324. 27.
lexicogEntry:n1270	Velez’s entry for 'Exòsus'		lexicalEntry:n1270.e01		254. 26.
lexicogEntry:n1271	Velez’s entry for 'Expedio'		lexicalEntry:n1271.e01		135. 30.
lexicogEntry:n1272	Velez’s entry for 'Expedit'		lexicalEntry:n1272.e01		223. 19.
lexicogEntry:n1273	Velez’s entry for 'Expello'		lexicalEntry:n1273.e01		191. 11.
lexicogEntry:n1274	Velez’s entry for 'Expergiscor'		lexicalEntry:n1274.e01	lexicogComponent:n1274.e01_comp	197. 11.
lexicogEntry:n1275	Velez’s entry for 'Expérior'		lexicalEntry:n1275.e01		108. 15. 239. fin.
lexicogEntry:n1276	Velez’s entry for 'Expers'		lexicalEntry:n1276.e01		208. 5. 215. 11.
lexicogEntry:n1277	Velez’s entry for 'Expertus'		lexicalEntry:n1277.e01		108. 15. 255. 20.
lexicogEntry:n1278	Velez’s entry for 'Expes'		lexicalEntry:n1278.e01	lexicogComponent:n1278.e01_comp	208. 6. 170. 9.
lexicogEntry:n1279	Velez’s entry for 'Expeto'		lexicalEntry:n1279.e01		236. 11.
lexicogEntry:n1280	Velez’s entry for 'Expleo'		lexicalEntry:n1280.e01		235. 23.
lexicogEntry:n1281	Velez’s entry for 'Explico'		lexicalEntry:n1281.e01		181. 5. 231. 20.
lexicogEntry:n1282	Velez’s entry for 'Explodo'		lexicalEntry:n1282.e01		189. 1.
lexicogEntry:n1283	Velez’s entry for 'Expono'		lexicalEntry:n1283.e01	lexicogComponent:n1283.e01_comp	231. 20.
