lexicog.LexicographicComponent	rdfs.label	lexinfo.note	lexicog.describes	skos.note
lexicogComponent:n1218.e10_comp	Velez’s subentry for '[Etiam]'		lexicalEntry:n1218.e10	
lexicogComponent:n1219.e02_comp	Velez’s subentry for 'Etiamsi'		lexicalEntry:n1219.e02	
lexicogComponent:n1225.e02_comp	Velez’s subentry for 'Eventus'		lexicalEntry:n1225.e02	
lexicogComponent:n1230.e10_comp	Velez’s subentry for 'Evolo'	Est item	lexicalEntry:n1230.e10	
lexicogComponent:n1240.e10_comp	Velez’s subentry for 'excessus'	Undè	lexicalEntry:n1240.e10	
lexicogComponent:n1241.e02_comp	Velez’s subentry for 'Excelleo'	vel	lexicalEntry:n1241.e02	
lexicogComponent:n1244.e02_comp	Velez’s subentry for 'Excio'		lexicalEntry:n1244.e02	
lexicogComponent:n1244.e10_comp	Velez’s subentry for 'Excito'	undè.	lexicalEntry:n1244.e10	
lexicogComponent:n1247.e10_comp	Velez’s subentry for 'Excussores'	undè	lexicalEntry:n1247.e10	
lexicogComponent:n1248.e10_comp	Velez’s subentry for 'Excussus'	Ab Excutio sit	lexicalEntry:n1248.e10	
lexicogComponent:n1249.e10_comp	Velez’s subentry for 'Exitus'	hinc	lexicalEntry:n1249.e10	
lexicogComponent:n1252.e10_comp	Velez’s subentry for 'Exertus'	Hinc	lexicalEntry:n1252.e10	
lexicogComponent:n1257.e10_comp	Velez’s subentry for 'Exactus'		lexicalEntry:n1257.e10	
lexicogComponent:n1257.e20_comp	Velez’s subentry for 'Exactus'	At	lexicalEntry:n1257.e20	
lexicogComponent:n1258.e10_comp	Velez’s subentry for 'Exiguè'		lexicalEntry:n1258.e10	
lexicogComponent:n1261.e02_comp	Velez’s subentry for 'Exitiosus'		lexicalEntry:n1261.e02	
lexicogComponent:n1262.e10_comp	Velez’s subentry for 'Exolétus'		lexicalEntry:n1262.e10	
lexicogComponent:n1269.e10_comp	Velez’s subentry for 'Exosso'	undè	lexicalEntry:n1269.e10	
lexicogComponent:n1273.e10_comp	Velez’s subentry for 'expultrix'	hinc	lexicalEntry:n1273.e10	
lexicogComponent:n1277.e10_comp	Velez’s subentry for '[Expertus]'		lexicalEntry:n1277.e10	
lexicogComponent:n1287.e10_comp	Velez’s subentry for 'Exquisitus'	hinc	lexicalEntry:n1287.e10	
lexicogComponent:n1287.e11_comp	Velez’s subentry for 'Exquisitè'	&	lexicalEntry:n1287.e11	
lexicogComponent:n1288.e02_comp	Velez’s subentry for 'Exscensio'		lexicalEntry:n1288.e02	
lexicogComponent:n1290.e10_comp	Velez’s subentry for 'Externo'	At	lexicalEntry:n1290.e10	
lexicogComponent:n1293.e10_comp	Velez’s subentry for 'Extraquam'		lexicalEntry:n1293.e10	
lexicogComponent:n1293.e20_comp	Velez’s subentry for 'Exterior'	Hinc sit compar.	lexicalEntry:n1293.e20	
lexicogComponent:n1293.e30_comp	Velez’s subentry for 'Extimus'	& superl.	lexicalEntry:n1293.e30	
lexicogComponent:n1293.e40_comp	Velez’s subentry for 'Extremò'	§.	lexicalEntry:n1293.e40	
lexicogComponent:n1293.e50_comp	Velez’s subentry for 'Extremùm'		lexicalEntry:n1293.e50	
lexicogComponent:n1296.e10_comp	Velez’s subentry for 'Exul'		lexicalEntry:n1296.e10	
lexicogComponent:n1300.e10_comp	Velez’s subentry for 'fabrè'	Undè	lexicalEntry:n1300.e10	
lexicogComponent:n1300.e20_comp	Velez’s subentry for 'Fabrefactus'		lexicalEntry:n1300.e20	
lexicogComponent:n1302.e10_comp	Velez’s subentry for 'Facilé'	Hinc	lexicalEntry:n1302.e10	
lexicogComponent:n1308.e10_comp	Velez’s subentry for 'Farrago'	Hinc	lexicalEntry:n1308.e10	
lexicogComponent:n1311.e10_comp	Velez’s subentry for 'Fasces'		lexicalEntry:n1311.e10	
lexicogComponent:n1311.e20_comp	Velez’s subentry for 'Fasciculus'	§.	lexicalEntry:n1311.e20	
lexicogComponent:n1312.e02_comp	Velez’s subentry for 'Fastus'		lexicalEntry:n1312.e02	
lexicogComponent:n1316.e10_comp	Velez’s subentry for 'Fatum'	à	lexicalEntry:n1316.e10	
lexicogComponent:n1316.e20_comp	Velez’s subentry for 'Fatalis'	indè	lexicalEntry:n1316.e20	
lexicogComponent:n1320.e10_comp	Velez’s subentry for 'Bolus'	porque	lexicalEntry:n1320.e10	
lexicogComponent:n1329.e10_comp	Velez’s subentry for 'Femen'	at	lexicalEntry:n1329.e10	
lexicogComponent:n1329.e20_comp	Velez’s subentry for 'Femoralia'	Hinc	lexicalEntry:n1329.e20	
lexicogComponent:n1334.e10_comp	Velez’s subentry for 'Ferio'	Hinc	lexicalEntry:n1334.e10	
lexicogComponent:n1334.e11_comp	Velez’s subentry for 'Ferior'	vel	lexicalEntry:n1334.e11	
lexicogComponent:n1334.e20_comp	Velez’s subentry for 'Feriatus'	&	lexicalEntry:n1334.e20	
lexicogComponent:n1338.e10_comp	Velez’s subentry for 'Ferrugo'	Hinc	lexicalEntry:n1338.e10	
lexicogComponent:n1338.e20_comp	Velez’s subentry for 'Ferrugineus'	&	lexicalEntry:n1338.e20	
lexicogComponent:n1340.e02_comp	Velez’s subentry for 'Fervo'	vel etiam	lexicalEntry:n1340.e02	
lexicogComponent:n1340.e10_comp	Velez’s subentry for 'Deferveo'	Hujus contrarium est	lexicalEntry:n1340.e10	
lexicogComponent:n1340.e20_comp	Velez’s subentry for 'Efferveo'	ut	lexicalEntry:n1340.e20	
lexicogComponent:n1342.e10_comp	Velez’s subentry for 'Profestus'	Hujus compositum, & contrarium est	lexicalEntry:n1342.e10	
lexicogComponent:n1343.e10_comp	Velez’s subentry for 'Ficus'		lexicalEntry:n1343.e10	
lexicogComponent:n1343.e11_comp	Velez’s subentry for 'Ficus'	vel	lexicalEntry:n1343.e11	
lexicogComponent:n1345.e10_comp	Velez’s subentry for 'Fides'	(at	lexicalEntry:n1345.e10	
lexicogComponent:n1346.e10_comp	Velez’s subentry for 'Fidentia'	Hinc	lexicalEntry:n1346.e10	
lexicogComponent:n1346.e20_comp	Velez’s subentry for 'Fidúcia'	at	lexicalEntry:n1346.e20	
lexicogComponent:n1346.e30_comp	Velez’s subentry for 'Fisus'	Hinc	lexicalEntry:n1346.e30	
lexicogComponent:n1350.e10_comp	Velez’s subentry for 'Filiusfamilias'		lexicalEntry:n1350.e10	
lexicogComponent:n1352.e02_comp	Velez’s subentry for 'Fimum'		lexicalEntry:n1352.e02	
lexicogComponent:n1354.e10_comp	Velez’s subentry for 'Figulus'	Hinc	lexicalEntry:n1354.e10	
lexicogComponent:n1354.e11_comp	Velez’s subentry for 'Fictor'	vel	lexicalEntry:n1354.e11	
lexicogComponent:n1354.e20_comp	Velez’s subentry for 'Fictile'	&	lexicalEntry:n1354.e20	
lexicogComponent:n1354.e40_comp	Velez’s subentry for 'Affingo'	undè	lexicalEntry:n1354.e40	
lexicogComponent:n1354.e50_comp	Velez’s subentry for 'Diffingo'		lexicalEntry:n1354.e50	
lexicogComponent:n1354.e60_comp	Velez’s subentry for 'Effingo'		lexicalEntry:n1354.e60	
lexicogComponent:n1358.e10_comp	Velez’s subentry for 'Flabellum'		lexicalEntry:n1358.e10	
lexicogComponent:n1360.e10_comp	Velez’s subentry for 'Flamina'		lexicalEntry:n1360.e10	
lexicogComponent:n1360.e20_comp	Velez’s subentry for 'Flamen'		lexicalEntry:n1360.e20	
lexicogComponent:n1362.e10_comp	Velez’s subentry for 'Flexiloquus'		lexicalEntry:n1362.e10	
lexicogComponent:n1366.e10_comp	Velez’s subentry for 'Florilegus'		lexicalEntry:n1366.e10	
lexicogComponent:n1369.e10_comp	Velez’s subentry for 'Rivus'	At	lexicalEntry:n1369.e10	
lexicogComponent:n1373.e10_comp	Velez’s subentry for 'Foedifragus'		lexicalEntry:n1373.e10	
lexicogComponent:n1374.e02_comp	Velez’s subentry for 'Foeneror'	vel	lexicalEntry:n1374.e02	
lexicogComponent:n1377.e10_comp	Velez’s subentry for 'Foetus'	At	lexicalEntry:n1377.e10	
lexicogComponent:n1385.e10_comp	Velez’s subentry for 'Foris'	At	lexicalEntry:n1385.e10	
lexicogComponent:n1389.e10_comp	Velez’s subentry for 'Fortè'	At	lexicalEntry:n1389.e10	
lexicogComponent:n1390.e10_comp	Velez’s subentry for 'Fortiùs'		lexicalEntry:n1390.e10	
lexicogComponent:n1393.e02_comp	Velez’s subentry for 'Freni'	in pl.	lexicalEntry:n1393.e02	
lexicogComponent:n1393.e03_comp	Velez’s subentry for 'Fraena'	vel	lexicalEntry:n1393.e03	
lexicogComponent:n1399.e10_comp	Velez’s subentry for 'Frendeo'		lexicalEntry:n1399.e10	
lexicogComponent:n1402.e10_comp	Velez’s subentry for 'Refrico'	item Refricaturus à	lexicalEntry:n1402.e10	
lexicogComponent:n1410.e02_comp	Velez’s subentry for 'Frux'	vel	lexicalEntry:n1410.e02	
lexicogComponent:n1410.e10_comp	Velez’s subentry for 'Frugalis'	Hinc	lexicalEntry:n1410.e10	
lexicogComponent:n1415.e10_comp	Velez’s subentry for 'Frustro'		lexicalEntry:n1415.e10	
lexicogComponent:n1415.e11_comp	Velez’s subentry for 'Frustror'		lexicalEntry:n1415.e11	
lexicogComponent:n1423.e02_comp	Velez’s subentry for 'Fulgetra'		lexicalEntry:n1423.e02	
lexicogComponent:n1424.e10_comp	Velez’s subentry for 'Fulgurator'		lexicalEntry:n1424.e10	
lexicogComponent:n1426.e10_comp	Velez’s subentry for 'fundus'	At	lexicalEntry:n1426.e10	
lexicogComponent:n1428.e10_comp	Velez’s subentry for 'Funesto'	unde	lexicalEntry:n1428.e10	
lexicogComponent:n1429.e10_comp	Velez’s subentry for 'Defungor'		lexicalEntry:n1429.e10	
lexicogComponent:n1429.e20_comp	Velez’s subentry for 'Perfungor'		lexicalEntry:n1429.e20	
lexicogComponent:n1430.e10_comp	Velez’s subentry for 'Funambulus'	Ex Funis componitur	lexicalEntry:n1430.e10	
lexicogComponent:n1430.e11_comp	Velez’s subentry for 'Funirepus'	vel	lexicalEntry:n1430.e11	
lexicogComponent:n1431.e10_comp	Velez’s subentry for 'Funera'		lexicalEntry:n1431.e10	
lexicogComponent:n1434.e10_comp	Velez’s subentry for 'Furio'	at	lexicalEntry:n1434.e10	
lexicogComponent:n1442.e02_comp	Velez’s subentry for 'galerum'		lexicalEntry:n1442.e02	
lexicogComponent:n1443.e02_comp	Velez’s subentry for 'ganeum'		lexicalEntry:n1443.e02	
lexicogComponent:n1446.e02_comp	Velez’s subentry for 'Gausapium'		lexicalEntry:n1446.e02	
lexicogComponent:n1448.e10_comp	Velez’s subentry for 'Gemini'		lexicalEntry:n1448.e10	
lexicogComponent:n1456.e02_comp	Velez’s subentry for 'Geryones'	vel	lexicalEntry:n1456.e02	
lexicogComponent:n1456.e10_comp	Velez’s subentry for '[Geryon]'		lexicalEntry:n1456.e10	
lexicogComponent:n1457.e10_comp	Velez’s subentry for 'Gibbus'		lexicalEntry:n1457.e10	
lexicogComponent:n1457.e20_comp	Velez’s subentry for 'Gibbus'		lexicalEntry:n1457.e20	
lexicogComponent:n1457.e30_comp	Velez’s subentry for 'Gibber'		lexicalEntry:n1457.e30	
lexicogComponent:n1457.e40_comp	Velez’s subentry for 'Gibber'		lexicalEntry:n1457.e40	
lexicogComponent:n1460.e02_comp	Velez’s subentry for 'gith'	vel	lexicalEntry:n1460.e02	
lexicogComponent:n1464.e10_comp	Velez’s subentry for 'Glomero'	hinc	lexicalEntry:n1464.e10	
lexicogComponent:n1469.e02_comp	Velez’s subentry for 'Gnavus'	et	lexicalEntry:n1469.e02	
lexicogComponent:n1470.e02_comp	Velez’s subentry for 'Gobius'		lexicalEntry:n1470.e02	
lexicogComponent:n1474.e10_comp	Velez’s subentry for 'Grammatica'	unde	lexicalEntry:n1474.e10	
lexicogComponent:n1474.e20_comp	Velez’s subentry for 'Grammaticus'	Hinc	lexicalEntry:n1474.e20	
lexicogComponent:n1474.e30_comp	Velez’s subentry for 'Grammaticus'	&	lexicalEntry:n1474.e30	
lexicogComponent:n1474.e31_comp	Velez’s subentry for 'Litteratus'	vel	lexicalEntry:n1474.e31	
lexicogComponent:n1474.e40_comp	Velez’s subentry for 'Grammatista'	at	lexicalEntry:n1474.e40	
lexicogComponent:n1474.e41_comp	Velez’s subentry for 'Litterator'	vel	lexicalEntry:n1474.e41	
lexicogComponent:n1479.e10_comp	Velez’s subentry for 'Gratificari'		lexicalEntry:n1479.e10	
lexicogComponent:n1482.e10_comp	Velez’s subentry for 'Gravor'	at	lexicalEntry:n1482.e10	
lexicogComponent:n1486.e02_comp	Velez’s subentry for 'Gryphus'		lexicalEntry:n1486.e02	
lexicogComponent:n1490.e10_comp	Velez’s subentry for 'Guttus'	est etiam	lexicalEntry:n1490.e10	
lexicogComponent:n1497.e10_comp	Velez’s subentry for 'Alcyone'	at	lexicalEntry:n1497.e10	
lexicogComponent:n1497.e20_comp	Velez’s subentry for 'Alcyonis'	hinc	lexicalEntry:n1497.e20	
lexicogComponent:n1497.e21_comp	Velez’s subentry for 'Halcyonia'		lexicalEntry:n1497.e21	
lexicogComponent:n1497.e22_comp	Velez’s subentry for 'Halcyonii'		lexicalEntry:n1497.e22	
lexicogComponent:n1498.e02_comp	Velez’s subentry for 'Halex'	vel	lexicalEntry:n1498.e02	
lexicogComponent:n1500.e10_comp	Velez’s subentry for 'Harpago'	hinc	lexicalEntry:n1500.e10	
lexicogComponent:n1502.e10_comp	Velez’s subentry for 'Haudquaquam'		lexicalEntry:n1502.e10	
lexicogComponent:n1504.e02_comp	Velez’s subentry for 'Hebdomas'		lexicalEntry:n1504.e02	
lexicogComponent:n1505.e02_comp	Velez’s subentry for 'Hebenum'		lexicalEntry:n1505.e02	
lexicogComponent:n1509.e02_comp	Velez’s subentry for 'Helleborus'		lexicalEntry:n1509.e02	
lexicogComponent:n1522.e10_comp	Velez’s subentry for 'Hicce'	è quo fiunt	lexicalEntry:n1522.e10	
lexicogComponent:n1523.e10_comp	Velez’s subentry for 'Hicce'	ab eo fit	lexicalEntry:n1523.e10	
lexicogComponent:n1523.e20_comp	Velez’s subentry for 'Hiccine'		lexicalEntry:n1523.e20	
lexicogComponent:n1524.e10_comp	Velez’s subentry for 'Hyemo'	hinc	lexicalEntry:n1524.e10	
lexicogComponent:n1524.e11_comp	Velez’s subentry for 'Hyberno'	vel	lexicalEntry:n1524.e11	
lexicogComponent:n1524.e20_comp	Velez’s subentry for 'Hyemat'		lexicalEntry:n1524.e20	
lexicogComponent:n1525.e02_comp	Velez’s subentry for 'Hierosolyma'	vel	lexicalEntry:n1525.e02	
lexicogComponent:n1525.e03_comp	Velez’s subentry for 'Hierusalem'	vel	lexicalEntry:n1525.e03	
lexicogComponent:n1531.e10_comp	Velez’s subentry for 'Hirudo'	at	lexicalEntry:n1531.e10	
lexicogComponent:n1533.e02_comp	Velez’s subentry for 'Hispalis'		lexicalEntry:n1533.e02	
lexicogComponent:n1559.e02_comp	Velez’s subentry for 'Hydruntum'	vel	lexicalEntry:n1559.e02	
lexicogComponent:n1559.e10_comp	Velez’s subentry for 'Hydros'	at	lexicalEntry:n1559.e10	
lexicogComponent:n1559.e11_comp	Velez’s subentry for 'Hydra'	&	lexicalEntry:n1559.e11	
lexicogComponent:n1560.e02_comp	Velez’s subentry for 'Hymenaeus'	vel	lexicalEntry:n1560.e02	
lexicogComponent:n1560.e10_comp	Velez’s subentry for 'Hymeneus'		lexicalEntry:n1560.e10	
lexicogComponent:n1561.e02_comp	Velez’s subentry for 'Hyssopum'		lexicalEntry:n1561.e02	
lexicogComponent:n1569.e02_comp	Velez’s subentry for '[Iber]'		lexicalEntry:n1569.e02	
lexicogComponent:n1570.e10_comp	Velez’s subentry for 'Iberus'		lexicalEntry:n1570.e10	
lexicogComponent:n1571.e10_comp	Velez’s subentry for 'Ibidem'		lexicalEntry:n1571.e10	
lexicogComponent:n1576.e10_comp	Velez’s subentry for 'identidem'	Idem neutro geminato fit	lexicalEntry:n1576.e10	
lexicogComponent:n1591.e10_comp	Velez’s subentry for 'Illaboratus'	at	lexicalEntry:n1591.e10	
lexicogComponent:n1593.e02_comp	Velez’s subentry for 'Illacrymor'	vel	lexicalEntry:n1593.e02	
lexicogComponent:n1603.e02_comp	Velez’s subentry for 'Illucesco'		lexicalEntry:n1603.e02	
lexicogComponent:n1605.e02_comp	Velez’s subentry for 'Illyrium'		lexicalEntry:n1605.e02	
lexicogComponent:n1605.e03_comp	Velez’s subentry for 'Illyris'	vel	lexicalEntry:n1605.e03	
lexicogComponent:n1615.e10_comp	Velez’s subentry for 'Immoror'		lexicalEntry:n1615.e10	
lexicogComponent:n1622.e10_comp	Velez’s subentry for 'impensus'	Hinc	lexicalEntry:n1622.e10	
lexicogComponent:n1622.e20_comp	Velez’s subentry for 'Impensè'	&	lexicalEntry:n1622.e20	
lexicogComponent:n1622.e21_comp	Velez’s subentry for 'Impensiús'	&	lexicalEntry:n1622.e21	
lexicogComponent:n1622.e22_comp	Velez’s subentry for 'Impendiò'	vel	lexicalEntry:n1622.e22	
lexicogComponent:n1626.e10_comp	Velez’s subentry for 'Impertior'		lexicalEntry:n1626.e10	
lexicogComponent:n1635.e10_comp	Velez’s subentry for 'importunitas'	unde	lexicalEntry:n1635.e10	
lexicogComponent:n1639.e10_comp	Velez’s subentry for 'impressio'	Hinc	lexicalEntry:n1639.e10	
lexicogComponent:n1642.e02_comp	Velez’s subentry for 'Impulsio'		lexicalEntry:n1642.e02	
lexicogComponent:n1643.e10_comp	Velez’s subentry for 'Impune'	quod praeter terminationem neutram,	lexicalEntry:n1643.e10	
lexicogComponent:n1655.e02_comp	Velez’s subentry for 'Incestum'		lexicalEntry:n1655.e02	
lexicogComponent:n1655.e10_comp	Velez’s subentry for 'Incestus'	hinc	lexicalEntry:n1655.e10	
lexicogComponent:n1655.e20_comp	Velez’s subentry for 'Incestè'		lexicalEntry:n1655.e20	
lexicogComponent:n1657.e10_comp	Velez’s subentry for 'Incidit'	sicut &	lexicalEntry:n1657.e10	
lexicogComponent:n1664.e10_comp	Velez’s subentry for 'Increpito'	sic	lexicalEntry:n1664.e10	
lexicogComponent:n1669.e10_comp	Velez’s subentry for 'incursio'	Hinc	lexicalEntry:n1669.e10	
lexicogComponent:n1679.e10_comp	Velez’s subentry for 'Indicatio'	unde	lexicalEntry:n1679.e10	
lexicogComponent:n1679.e20_comp	Velez’s subentry for 'Indicatura'		lexicalEntry:n1679.e20	
lexicogComponent:n1680.e10_comp	Velez’s subentry for 'Indictus'	unde	lexicalEntry:n1680.e10	
lexicogComponent:n1695.e10_comp	Velez’s subentry for 'Inerrans'	at	lexicalEntry:n1695.e10	
lexicogComponent:n1699.e10_comp	Velez’s subentry for 'Infandùm'	unde	lexicalEntry:n1699.e10	
lexicogComponent:n1700.e10_comp	Velez’s subentry for '[Infans]'		lexicalEntry:n1700.e10	
lexicogComponent:n1705.e10_comp	Velez’s subentry for 'Inferius'	Hinc	lexicalEntry:n1705.e10	
lexicogComponent:n1705.e20_comp	Velez’s subentry for 'Infimus'	&	lexicalEntry:n1705.e20	
lexicogComponent:n1706.e10_comp	Velez’s subentry for 'Infernè'	unde	lexicalEntry:n1706.e10	
lexicogComponent:n1706.e20_comp	Velez’s subentry for 'Infernas'		lexicalEntry:n1706.e20	
lexicogComponent:n1708.e10_comp	Velez’s subentry for 'Infesto'	unde	lexicalEntry:n1708.e10	
lexicogComponent:n1708.e20_comp	Velez’s subentry for 'Infestus'	Ponitur etiam	lexicalEntry:n1708.e20	
lexicogComponent:n1709.e02_comp	Velez’s subentry for 'Inficior'	ab	lexicalEntry:n1709.e02	
lexicogComponent:n1716.e10_comp	Velez’s subentry for 'informo'	At	lexicalEntry:n1716.e10	
lexicogComponent:n1717.e10_comp	Velez’s subentry for '[Infrà]'		lexicalEntry:n1717.e10	
lexicogComponent:n1721.e02_comp	Velez’s subentry for 'Ingemisco'		lexicalEntry:n1721.e02	
lexicogComponent:n1731.e10_comp	Velez’s subentry for 'Inhaeresco'		lexicalEntry:n1731.e10	
lexicogComponent:n1736.e10_comp	Velez’s subentry for '[Inimicus]'		lexicalEntry:n1736.e10	
lexicogComponent:n1736.e20_comp	Velez’s subentry for 'Inimico'	Hinc	lexicalEntry:n1736.e20	
lexicogComponent:n1736.e30_comp	Velez’s subentry for 'Inimicor'		lexicalEntry:n1736.e30	
lexicogComponent:n1740.e10_comp	Velez’s subentry for 'Injussu'	at	lexicalEntry:n1740.e10	
lexicogComponent:n1755.e10_comp	Velez’s subentry for 'Inquies'	Est item	lexicalEntry:n1755.e10	
lexicogComponent:n1758.e10_comp	Velez’s subentry for 'Inscriptus'	Hinc	lexicalEntry:n1758.e10	
lexicogComponent:n1758.e20_comp	Velez’s subentry for 'Inscriptum'	at	lexicalEntry:n1758.e20	
lexicogComponent:n1761.e10_comp	Velez’s subentry for '[Insero]'		lexicalEntry:n1761.e10	
lexicogComponent:n1761.e20_comp	Velez’s subentry for 'Insitus'	hinc	lexicalEntry:n1761.e20	
lexicogComponent:n1763.e10_comp	Velez’s subentry for 'insido'	Est item	lexicalEntry:n1763.e10	
lexicogComponent:n1775.e10_comp	Velez’s subentry for '[Instar]'		lexicalEntry:n1775.e10	
lexicogComponent:n1786.e10_comp	Velez’s subentry for '[Insuper]'		lexicalEntry:n1786.e10	
lexicogComponent:n1787.e10_comp	Velez’s subentry for 'Integro'	unde	lexicalEntry:n1787.e10	
lexicogComponent:n1788.e10_comp	Velez’s subentry for 'Intellectus'	unde	lexicalEntry:n1788.e10	
lexicogComponent:n1809.e10_comp	Velez’s subentry for 'Internecio'	unde	lexicalEntry:n1809.e10	
lexicogComponent:n1817.e02_comp	Velez’s subentry for '[Intra]'		lexicalEntry:n1817.e02	
lexicogComponent:n1821.e02_comp	Velez’s subentry for 'Intubum'	vel	lexicalEntry:n1821.e02	
lexicogComponent:n1821.e03_comp	Velez’s subentry for 'Intybus'	Seu	lexicalEntry:n1821.e03	
lexicogComponent:n1821.e04_comp	Velez’s subentry for 'Intybum'		lexicalEntry:n1821.e04	
lexicogComponent:n1825.e20_comp	Velez’s subentry for 'Invehor'		lexicalEntry:n1825.e20	
lexicogComponent:n1828.e10_comp	Velez’s subentry for 'Invidiosus'	At	lexicalEntry:n1828.e10	
lexicogComponent:n1830.e10_comp	Velez’s subentry for 'Invisus'		lexicalEntry:n1830.e10	
lexicogComponent:n1833.e10_comp	Velez’s subentry for 'Involo'	Est item	lexicalEntry:n1833.e10	
lexicogComponent:n1833.e20_comp	Velez’s subentry for 'Vola'	à	lexicalEntry:n1833.e20	
lexicogComponent:n1834.e10_comp	Velez’s subentry for 'Involucrum'		lexicalEntry:n1834.e10	
lexicogComponent:n1834.e20_comp	Velez’s subentry for 'Involucris'	at	lexicalEntry:n1834.e20	
lexicogComponent:n1838.e10_comp	Velez’s subentry for 'Io'		lexicalEntry:n1838.e10	
lexicogComponent:n1839.e02_comp	Velez’s subentry for 'Jobus'		lexicalEntry:n1839.e02	
lexicogComponent:n1843.e02_comp	Velez’s subentry for 'Josephus'		lexicalEntry:n1843.e02	
lexicogComponent:n1848.e10_comp	Velez’s subentry for '[Iris]'		lexicalEntry:n1848.e10	
lexicogComponent:n1848.e20_comp	Velez’s subentry for 'Iris'	Est item	lexicalEntry:n1848.e20	
lexicogComponent:n1858.e02_comp	Velez’s subentry for 'Ismara'		lexicalEntry:n1858.e02	
lexicogComponent:n1872.e10_comp	Velez’s subentry for 'Itus'	unde	lexicalEntry:n1872.e10	
lexicogComponent:n1872.e11_comp	Velez’s subentry for 'Itio'	&	lexicalEntry:n1872.e11	
lexicogComponent:n1872.e20_comp	Velez’s subentry for 'Ito'	&	lexicalEntry:n1872.e20	
lexicogComponent:n1883.e10_comp	Velez’s subentry for '[Jus]'		lexicalEntry:n1883.e10	
lexicogComponent:n1883.e20_comp	Velez’s subentry for 'Jurulentus'	unde	lexicalEntry:n1883.e20	
lexicogComponent:n1883.e30_comp	Velez’s subentry for 'Jusculum'		lexicalEntry:n1883.e30	
lexicogComponent:n1883.e40_comp	Velez’s subentry for 'Jurè'		lexicalEntry:n1883.e40	
lexicogComponent:n1885.e10_comp	Velez’s subentry for 'Jussum'	at	lexicalEntry:n1885.e10	
lexicogComponent:n1890.e10_comp	Velez’s subentry for 'Juvenalis'		lexicalEntry:n1890.e10	
lexicogComponent:n1890.e20_comp	Velez’s subentry for 'Juvenalia'		lexicalEntry:n1890.e20	
lexicogComponent:n1891.e10_comp	Velez’s subentry for 'Junior'	unde	lexicalEntry:n1891.e10	
lexicogComponent:n1891.e20_comp	Velez’s subentry for 'Juvenesco'		lexicalEntry:n1891.e20	
lexicogComponent:n1891.e30_comp	Velez’s subentry for 'Juvenari'		lexicalEntry:n1891.e30	
lexicogComponent:n1892.e02_comp	Velez’s subentry for 'Juventus'		lexicalEntry:n1892.e02	
lexicogComponent:n1892.e10_comp	Velez’s subentry for 'Juventus'	fuit etiam	lexicalEntry:n1892.e10	
lexicogComponent:n1892.e11_comp	Velez’s subentry for 'Juventas'	vel	lexicalEntry:n1892.e11	
lexicogComponent:n1892.e12_comp	Velez’s subentry for 'Hebe'	aliter	lexicalEntry:n1892.e12	
lexicogComponent:n1894.e10_comp	Velez’s subentry for '[Juxta]'		lexicalEntry:n1894.e10	
lexicogComponent:n1900.e10_comp	Velez’s subentry for 'Labo'	At	lexicalEntry:n1900.e10	
lexicogComponent:n1904.e10_comp	Velez’s subentry for 'Lacteo'	unde	lexicalEntry:n1904.e10	
lexicogComponent:n1904.e20_comp	Velez’s subentry for 'Lactesco'		lexicalEntry:n1904.e20	
lexicogComponent:n1904.e30_comp	Velez’s subentry for 'Lacto'		lexicalEntry:n1904.e30	
lexicogComponent:n1904.e31_comp	Velez’s subentry for '[Lacto]'		lexicalEntry:n1904.e31	
lexicogComponent:n1914.e10_comp	Velez’s subentry for 'Laeva'	à	lexicalEntry:n1914.e10	
lexicogComponent:n1914.e20_comp	Velez’s subentry for 'Laevus'	vel à	lexicalEntry:n1914.e20	
lexicogComponent:n1920.e02_comp	Velez’s subentry for 'Lanius'	vel potiùs	lexicalEntry:n1920.e02	
lexicogComponent:n1920.e10_comp	Velez’s subentry for 'Lania'	unde	lexicalEntry:n1920.e10	
lexicogComponent:n1920.e11_comp	Velez’s subentry for 'Laniena'	vel	lexicalEntry:n1920.e11	
lexicogComponent:n1920.e20_comp	Velez’s subentry for 'Lanio'	&	lexicalEntry:n1920.e20	
lexicogComponent:n1935.e10_comp	Velez’s subentry for 'Latrunculus'		lexicalEntry:n1935.e10	
lexicogComponent:n1939.e10_comp	Velez’s subentry for 'Lautus'		lexicalEntry:n1939.e10	
lexicogComponent:n1939.e20_comp	Velez’s subentry for 'Lautitia'	hinc	lexicalEntry:n1939.e20	
lexicogComponent:n1939.e30_comp	Velez’s subentry for 'Lautè'		lexicalEntry:n1939.e30	
lexicogComponent:n1940.e02_comp	Velez’s subentry for 'Laurus'	et interdum	lexicalEntry:n1940.e02	
lexicogComponent:n1946.e10_comp	Velez’s subentry for 'Lectus'		lexicalEntry:n1946.e10	
lexicogComponent:n1946.e20_comp	Velez’s subentry for 'Lectus'	at	lexicalEntry:n1946.e20	
lexicogComponent:n1947.e02_comp	Velez’s subentry for 'Leleges'	(potiùs	lexicalEntry:n1947.e02	
lexicogComponent:n1951.e10_comp	Velez’s subentry for 'Lens'		lexicalEntry:n1951.e10	
lexicogComponent:n1959.e10_comp	Velez’s subentry for 'legislator'	unde	lexicalEntry:n1959.e10	
lexicogComponent:n1959.e11_comp	Velez’s subentry for 'legumlator'	vel	lexicalEntry:n1959.e11	
lexicogComponent:n1959.e12_comp	Velez’s subentry for 'lator legum'	aut separatim,	lexicalEntry:n1959.e12	
