ontolex.LexicalEntry	subClass	decomp.subterm	lexinfo.note	ontolex.canonicalForm	ontolex.lexicalForm	ontolex.sense	rdfs.label	skos.note
lexicalEntry:n1064.e01	ontolex:Word			lilaLemma:5011		lexicalSense:n1064.sg01.s01, lexicalSense:n1064.sg01.s99	Velez’s lexical entry for 'Dionysius'	
lexicalEntry:n1065.e01	ontolex:Word			lilaLemma:99528		lexicalSense:n1065.sg01.s01	Velez’s lexical entry for 'Dioryx'	
lexicalEntry:n1066.e01	ontolex:Word			lilaLemma:99535		lexicalSense:n1066.sg01.s01	Velez’s lexical entry for 'Diphthongus'	
lexicalEntry:n1067.e01	ontolex:Word			lilaLemma:99542		lexicalSense:n1067.sg01.s01, lexicalSense:n1067.sg01.s02	Velez’s lexical entry for 'Diploma'	
lexicalEntry:n1068.e01	ontolex:Word			lilaLemma:99419		lexicalSense:n1068.sg01.s01	Velez’s lexical entry for 'Dipondium'	
lexicalEntry:n1068.e02	ontolex:Word			lilaLemma:99418		lexicalSense:n1068.sg01.s01	Velez’s lexical entry for 'Dipondius'	
lexicalEntry:n1068.e03	ontolex:Word			lilaLemma:99419		lexicalSense:n1068.sg01.s01	Velez’s lexical entry for 'Dupondium'	
lexicalEntry:n1068.e04	ontolex:Word			lilaLemma:99418		lexicalSense:n1068.sg01.s01	Velez’s lexical entry for 'Dupondius'	
lexicalEntry:n1069.e01	ontolex:Word			lilaLemma:99556		lexicalSense:n1069.sg01.s01	Velez’s lexical entry for 'Dirae'	
lexicalEntry:n1069.e10	ontolex:Word			lilaLemma:5058		lexicalSense:n1069.sg10.s01	Velez’s lexical entry for 'Dirae'	
lexicalEntry:n1070.e01	ontolex:Word			lilaLemma:99576		lexicalSense:n1070.sg01.s01	Velez’s lexical entry for 'Dirimo'	1. 2. b.
lexicalEntry:n1071.e01	ontolex:Word			lilaLemma:99577		lexicalSense:n1071.sg01.s01, lexicalSense:n1071.sg01.s99	Velez’s lexical entry for 'Diripio'	Praet. Diripui. Sup. Direptum.
lexicalEntry:n1072.e01	ontolex:Word			lilaLemma:99580		lexicalSense:n1072.sg01.s01	Velez’s lexical entry for 'Diruo'	Dirutum pen. b.
lexicalEntry:n1073.e01	ontolex:Word			lilaLemma:99555		lexicalSense:n1073.sg01.s01	Velez’s lexical entry for 'Dirus'	
lexicalEntry:n1074.e01	ontolex:Affix		praep. que sò se acha composta.	lilaPrefix:9		lexicalSense:n1074.sg01.s01, lexicalSense:n1074.sg01.s02, lexicalSense:n1074.sg01.s03, lexicalSense:n1074.sg01.s04, lexicalSense:n1074.sg01.s05, lexicalSense:n1074.sg01.s06	Velez’s lexical entry for 'Dis'	
lexicalEntry:n1075.e01	ontolex:Word			lilaLemma:5075		lexicalSense:n1075.sg01.s01	Velez’s lexical entry for 'Dis'	
lexicalEntry:n1075.e10	ontolex:Word			lilaLemma:99926		lexicalSense:n1075.sg10.s01	Velez’s lexical entry for 'Dis'	
lexicalEntry:n1076.e01	ontolex:Word			lilaLemma:99597		lexicalSense:n1076.sg01.s01	Velez’s lexical entry for 'Discerno'	
lexicalEntry:n1076.e10	ontolex:Word			lilaLemma:99652		lexicalSense:n1076.sg10.s01, lexicalSense:n1076.sg10.s99	Velez’s lexical entry for 'Discrimen'	
lexicalEntry:n1077.e01	ontolex:Word			lilaLemma:99619		lexicalSense:n1077.sg01.s01	Velez’s lexical entry for 'Disco'	
lexicalEntry:n1078.e01	ontolex:Word			lilaLemma:99623		lexicalSense:n1078.sg01.s01	Velez’s lexical entry for 'Discolor'	2. b.
lexicalEntry:n1079.e01	ontolex:Word			lilaLemma:99639		lexicalSense:n1079.sg01.s01	Velez’s lexical entry for 'Discors'	
lexicalEntry:n1080.e01	ontolex:Word			lilaLemma:99664		lexicalSense:n1080.sg01.s01	Velez’s lexical entry for 'Discumbo'	
lexicalEntry:n1081.e01	ontolex:Word			lilaIpoLemma:12851		lexicalSense:n1081.sg01.s01	Velez’s lexical entry for 'Disertus'	1. b.
lexicalEntry:n1081.e10	ontolex:Word		Adverb.	lilaIpoLemma:114480		lexicalSense:n1081.sg10.s01	Velez’s lexical entry for 'Diserte'	[1. b.]
lexicalEntry:n1082.e01	ontolex:Word			lilaLemma:99705		lexicalSense:n1082.sg01.s01	Velez’s lexical entry for 'Dispar'	
lexicalEntry:n1082.e10	ontolex:Word			lilaLemma:99709		lexicalSense:n1082.sg10.s01	Velez’s lexical entry for 'Disparilis'	
lexicalEntry:n1083.e01	ontolex:Word			lilaLemma:99739		lexicalSense:n1083.sg01.s01	Velez’s lexical entry for 'Dispesco'	
lexicalEntry:n1084.e01	ontolex:Word		ex Placeo,	lilaLemma:99742		lexicalSense:n1084.sg01.s01	Velez’s lexical entry for 'Displiceo'	1. b.
lexicalEntry:n1085.e01	ontolex:Word			lilaLemma:99764		lexicalSense:n1085.sg01.s01	Velez’s lexical entry for 'Disputo'	2. b.
lexicalEntry:n1086.e01	ontolex:Word			lilaLemma:99777		lexicalSense:n1086.sg01.s01	Velez’s lexical entry for 'Dissensio'	
lexicalEntry:n1086.e02	ontolex:Word			lilaLemma:100432		lexicalSense:n1086.sg01.s01	Velez’s lexical entry for 'Dissensus'	
lexicalEntry:n1087.e01	ontolex:Word			lilaLemma:99778		lexicalSense:n1087.sg01.s01	Velez’s lexical entry for 'Dissentaneus'	
lexicalEntry:n1088.e01	ontolex:Word			lilaLemma:99784		lexicalSense:n1088.sg01.s01	Velez’s lexical entry for 'Dissero'	
lexicalEntry:n1088.e02	ontolex:Word			lilaLemma:99785		lexicalSense:n1088.sg02.s02	Velez’s lexical entry for 'Dissero'	
lexicalEntry:n1089.e01	ontolex:Word			lilaLemma:99803		lexicalSense:n1089.sg01.s01	Velez’s lexical entry for 'Dissilio'	
lexicalEntry:n1090.e01	ontolex:Word			lilaLemma:99804		lexicalSense:n1090.sg01.s01	Velez’s lexical entry for 'Dissimilis'	
lexicalEntry:n1091.e01	ontolex:Word			lilaLemma:99822		lexicalSense:n1091.sg01.s01, lexicalSense:n1091.sg01.s99	Velez’s lexical entry for 'Dissolvo'	Dissoluo, quadrisyl. apud Poetas.
lexicalEntry:n1091.e10	ontolex:Word			lilaIpoLemma:12903		lexicalSense:n1091.sg10.s01	Velez’s lexical entry for 'Dissolutus'	
lexicalEntry:n1091.e20	ontolex:Word			lilaIpoLemma:113125		lexicalSense:n1091.sg20.s01	Velez’s lexical entry for 'Dissolutè'	
lexicalEntry:n1092.e01	ontolex:Word			lilaLemma:99875		lexicalSense:n1092.sg01.s01, lexicalSense:n1092.sg01.s02, lexicalSense:n1092.sg01.s99	Velez’s lexical entry for 'Distraho'	2. b.
lexicalEntry:n1093.e01	ontolex:Word			lilaLemma:99903		lexicalSense:n1093.sg01.s01	Velez’s lexical entry for 'Dito'	1. l.
lexicalEntry:n1094.e01	ontolex:Word			lilaLemma:99912		lexicalSense:n1094.sg01.s01	Velez’s lexical entry for 'Divello'	
lexicalEntry:n1095.e01	ontolex:Word			lilaLemma:99913		lexicalSense:n1095.sg01.s01	Velez’s lexical entry for 'Divendo'	
lexicalEntry:n1096.e01	ontolex:Word			lilaIpoLemma:13031		lexicalSense:n1096.sg01.s01, lexicalSense:n1096.sg01.s02, lexicalSense:n1096.sg01.s03	Velez’s lexical entry for 'Diversus'	
lexicalEntry:n1097.e01	ontolex:Word			lilaLemma:99925		lexicalSense:n1097.sg01.s01	Velez’s lexical entry for 'Dives'	
lexicalEntry:n1098.e01	ontolex:Word			lilaLemma:99932		lexicalSense:n1098.sg01.s01, lexicalSense:n1098.sg01.s02	Velez’s lexical entry for 'Divido'	
lexicalEntry:n1099.e01	ontolex:Word			lilaLemma:99424		lexicalSense:n1099.sg01.s01	Velez’s lexical entry for 'Dius'	
lexicalEntry:n1099.e10	ontolex:Word		Substant.	lilaLemma:99951		lexicalSense:n1099.sg10.s01	Velez’s lexical entry for 'Dium'	
lexicalEntry:n1099.e11	ontolex:Word			lilaLemma:98029		lexicalSense:n1099.sg10.s01	Velez’s lexical entry for 'Divum'	
lexicalEntry:n1100.e01	ontolex:Word			lilaLemma:99970		lexicalSense:n1100.sg01.s01, lexicalSense:n1100.sg01.s02, lexicalSense:n1100.sg01.s99	Velez’s lexical entry for 'Do'	
lexicalEntry:n1101.e01	ontolex:Word			lilaLemma:99971		lexicalSense:n1101.sg01.s01, lexicalSense:n1101.sg01.s99	Velez’s lexical entry for 'Doceo'	
lexicalEntry:n1102.e01	ontolex:Word			lilaLemma:99975		lexicalSense:n1102.sg01.s01	Velez’s lexical entry for 'Docilis'	
lexicalEntry:n1103.e01	ontolex:Word			lilaIpoLemma:13090		lexicalSense:n1103.sg01.s01	Velez’s lexical entry for 'Doctus'	
lexicalEntry:n1104.e01	ontolex:Word			lilaLemma:99998		lexicalSense:n1104.sg01.s01, lexicalSense:n1104.sg01.s99	Velez’s lexical entry for 'Dodrans'	Vide As.
lexicalEntry:n1104.e10	ontolex:Word			lilaLemma:99997		lexicalSense:n1104.sg10.s01	Velez’s lexical entry for 'Dodra'	
lexicalEntry:n1105.e01	ontolex:Word			lilaLemma:100004		lexicalSense:n1105.sg01.s01	Velez’s lexical entry for 'Dogma'	
lexicalEntry:n1106.e01	ontolex:Word			lilaLemma:100021		lexicalSense:n1106.sg01.s01, lexicalSense:n1106.sg01.s02, lexicalSense:n1106.sg01.s99	Velez’s lexical entry for 'Doleo'	
lexicalEntry:n1107.e01	ontolex:Word			lilaLemma:5214		lexicalSense:n1107.sg01.s01	Velez’s lexical entry for 'Dolops'	
lexicalEntry:n1108.e01	ontolex:Word			lilaLemma:100053		lexicalSense:n1108.sg01.s01	Velez’s lexical entry for 'Dominatio'	
lexicalEntry:n1108.e02	ontolex:Word			lilaLemma:100438		lexicalSense:n1108.sg01.s01	Velez’s lexical entry for 'Dominatus'	
lexicalEntry:n1109.e01	ontolex:Word			lilaLemma:100067		lexicalSense:n1109.sg01.s01	Velez’s lexical entry for 'Domo'	Ast hinc Domitus, Domiturus, Domitor, Domatus, Domator reperiuntur.
lexicalEntry:n1110.e01	ontolex:Word			lilaLemma:100070		lexicalSense:n1110.sg01.s01, lexicalSense:n1110.sg01.s99	Velez’s lexical entry for 'Domus'	
lexicalEntry:n1110.e10	ontolex:Word			lilaLemma:100068		lexicalSense:n1110.sg10.s01	Velez’s lexical entry for 'Domuitio'	
lexicalEntry:n1111.e01	ontolex:Word			lilaLemma:100084		lexicalSense:n1111.sg01.s01	Velez’s lexical entry for 'Donec'	donicum apud Veteres.
lexicalEntry:n1112.e01	ontolex:Word			lilaLemma:100087		lexicalSense:n1112.sg01.s01	Velez’s lexical entry for 'Dono'	
lexicalEntry:n1113.e01	ontolex:Word		nom. prop. pen b. vulgò	lilaLemma:156111		lexicalSense:n1113.sg01.s01	Velez’s lexical entry for 'Dorothea'	pen. acutâ.
lexicalEntry:n1113.e10	ontolex:Word			lilaLemma:5274		lexicalSense:n1113.sg10.s01	Velez’s lexical entry for 'Dorotheus'	pen. item b.
lexicalEntry:n1114.e01	ontolex:Word			lilaLemma:100108		lexicalSense:n1114.sg01.s01	Velez’s lexical entry for 'Dos'	
lexicalEntry:n1115.e01	ontolex:Word			lilaLemma:100111		lexicalSense:n1115.sg01.s01	Velez’s lexical entry for 'Doto'	
lexicalEntry:n1116.e01	ontolex:Word			lilaLemma:156171		lexicalSense:n1116.sg01.s01	Velez’s lexical entry for 'Dryanthiades'	
lexicalEntry:n1117.e01	ontolex:Word			lilaLemma:100177		lexicalSense:n1117.sg01.s01, lexicalSense:n1117.sg01.s99	Velez’s lexical entry for 'Dubius'	
lexicalEntry:n1118.e01	ontolex:Word			lilaLemma:98250		lexicalSense:n1118.sg01.s01	Velez’s lexical entry for 'Ducenti'	
lexicalEntry:n1119.e01	ontolex:Word			lilaLemma:100196		lexicalSense:n1119.sg01.s01, lexicalSense:n1119.sg01.s02, lexicalSense:n1119.sg01.s99	Velez’s lexical entry for 'Duco'	
lexicalEntry:n1120.e01	ontolex:Word		pro Des, vel dederis, & c.	lilaLemma:48430			Velez’s lexical entry for 'Duis'	
lexicalEntry:n1121.e01	ontolex:Word			lilaLemma:100214		lexicalSense:n1121.sg01.s01	Velez’s lexical entry for 'Dulcedo'	
lexicalEntry:n1122.e01	ontolex:Word			lilaLemma:100227		lexicalSense:n1122.sg01.s01	Velez’s lexical entry for 'Dulcis'	
lexicalEntry:n1122.e10	ontolex:Word		Adverb.	lilaIpoLemma:13308		lexicalSense:n1122.sg10.s01	Velez’s lexical entry for 'Dulcè'	
lexicalEntry:n1123.e01	ontolex:MultiwordExpression	lexicalEntry:n1123.e01a, lexicalEntry:n2141.e01	Adv. ex dum, et modò,	lilaLemma:100240		lexicalSense:n1123.sg01.s01	Velez’s lexical entry for 'Dummodò'	
lexicalEntry:n1123.e01a	ontolex:Word			lilaLemma:100236			Added lexical entry for 'dum', component of a multiword expression	
lexicalEntry:n1124.e01	ontolex:Word			lilaLemma:100246		lexicalSense:n1124.sg01.s01	Velez’s lexical entry for 'Duo'	ult. b.
lexicalEntry:n1125.e01	ontolex:Word			lilaLemma:100260		lexicalSense:n1125.sg01.s01	Velez’s lexical entry for 'Duodeni'	2. b.
lexicalEntry:n1126.e01	ontolex:Word			lilaLemma:100291		lexicalSense:n1126.sg01.s01	Velez’s lexical entry for 'Duplico'	2. b.
lexicalEntry:n1127.e01	ontolex:Word			lilaLemma:100312		lexicalSense:n1127.sg01.s01	Velez’s lexical entry for 'Duritia'	1. l. 2. 3. b.
lexicalEntry:n1127.e02	ontolex:Word			lilaLemma:100313		lexicalSense:n1127.sg01.s01	Velez’s lexical entry for 'Durities'	
lexicalEntry:n1127.e03	ontolex:Word			lilaLemma:100311		lexicalSense:n1127.sg01.s01	Velez’s lexical entry for 'Duritas'	
lexicalEntry:n1128.e01	ontolex:Word			lilaLemma:5477		lexicalSense:n1128.sg01.s01	Velez’s lexical entry for 'Durius'	1. com. 2. b.
lexicalEntry:n1128.e02	ontolex:Word			lilaLemma:5473		lexicalSense:n1128.sg01.s01	Velez’s lexical entry for 'Duria'	
lexicalEntry:n1128.e10	ontolex:Word			lilaLemma:100316		lexicalSense:n1128.sg10.s01	Velez’s lexical entry for 'Durius'	[1. com. 2. b.]
lexicalEntry:n1129.e01	ontolex:Word			lilaLemma:100327		lexicalSense:n1129.sg01.s01	Velez’s lexical entry for 'Dux'	
lexicalEntry:n1130.e01	ontolex:Word		Praep.	lilaLemma:101716		lexicalSense:n1130.sg01.s01	Velez’s lexical entry for 'E'	
lexicalEntry:n1130.e10	ontolex:Affix			lilaPrefix:7		lexicalSense:n1130.sg10.s01, lexicalSense:n1130.sg10.s02, lexicalSense:n1130.sg10.s03	Velez’s lexical entry for 'E'	
lexicalEntry:n1131.e01	ontolex:Word		Adverb.	lilaIpoLemma:110466		lexicalSense:n1131.sg01.s01	Velez’s lexical entry for 'Eà'	
lexicalEntry:n1132.e01	ontolex:Word		Adverb.	lilaIpoLemma:24310		lexicalSense:n1132.sg01.s01	Velez’s lexical entry for 'Eàdem'	
lexicalEntry:n1133.e01	ontolex:Word			lilaLemma:100485		lexicalSense:n1133.sg01.s01	Velez’s lexical entry for 'Ebibo'	2. b.
lexicalEntry:n1134.e01	ontolex:Word			lilaLemma:100506		lexicalSense:n1134.sg01.s01, lexicalSense:n1134.sg01.s99	Velez’s lexical entry for 'Ebur'	
lexicalEntry:n1134.e10	ontolex:Word			lilaLemma:100490		lexicalSense:n1134.sg10.s01	Velez’s lexical entry for 'Eburatus'	
lexicalEntry:n1135.e01	ontolex:Word			lilaLemma:5585		lexicalSense:n1135.sg01.s01	Velez’s lexical entry for 'Ecbatana'	2. 3. b.
lexicalEntry:n1136.e01	ontolex:Word		Adverb.	lilaLemma:100515		lexicalSense:n1136.sg01.s01	Velez’s lexical entry for 'Ecce'	
lexicalEntry:n1137.e01	ontolex:Word			lilaLemma:5605		lexicalSense:n1137.sg01.s01, lexicalSense:n1137.sg01.s99	Velez’s lexical entry for 'Echinus'	1. b. 2. l.
lexicalEntry:n1137.e10	ontolex:Word			lilaLemma:100529		lexicalSense:n1137.sg10.s01, lexicalSense:n1137.sg10.s02	Velez’s lexical entry for 'Echinus'	[1. b. 2. l.]
lexicalEntry:n1138.e01	ontolex:Word			lilaLemma:100533		lexicalSense:n1138.sg01.s01	Velez’s lexical entry for 'Echo'	
lexicalEntry:n1138.e10	ontolex:Word			lilaLemma:5611		lexicalSense:n1138.sg10.s01	Velez’s lexical entry for 'Echo'	
lexicalEntry:n1139.e01	ontolex:Word			lilaLemma:102600		lexicalSense:n1139.sg01.s01, lexicalSense:n1139.sg01.s02	Velez’s lexical entry for 'Ecquis'	
lexicalEntry:n1139.e02	ontolex:Word			lilaLemma:102599		lexicalSense:n1139.sg01.s01, lexicalSense:n1139.sg01.s02	Velez’s lexical entry for 'Ecquisnam'	
lexicalEntry:n1140.e01	ontolex:Word			lilaLemma:100555		lexicalSense:n1140.sg01.s01	Velez’s lexical entry for 'Edax'	1. b.
lexicalEntry:n1141.e01	ontolex:Word		indecl.	lilaLemma:5629		lexicalSense:n1141.sg01.s01	Velez’s lexical entry for 'Eden'	
lexicalEntry:n1142.e01	ontolex:Word			lilaLemma:100576		lexicalSense:n1142.sg01.s01	Velez’s lexical entry for 'Edo'	Edim, edis, edit, edimus, editis, pro Edam, & c. coma eu, etc. 1. b.
lexicalEntry:n1143.e01	ontolex:Word		à Do, das,	lilaLemma:100577		lexicalSense:n1143.sg01.s01, lexicalSense:n1143.sg01.s02, lexicalSense:n1143.sg01.s99	Velez’s lexical entry for 'Edo'	1. l.
lexicalEntry:n1143.e10	ontolex:Word		Partic.	lilaIpoLemma:13596		lexicalSense:n1143.sg10.s01	Velez’s lexical entry for 'Editus'	[1. l.]
lexicalEntry:n1143.e20	ontolex:Word		Nomen,	lilaIpoLemma:13596		lexicalSense:n1143.sg20.s01	Velez’s lexical entry for 'Editus'	[1. l.]
lexicalEntry:n1144.e01	ontolex:Word			lilaLemma:100579		lexicalSense:n1144.sg01.s01, lexicalSense:n1144.sg01.s99	Velez’s lexical entry for 'Edoceo'	2. b.
lexicalEntry:n1145.e01	ontolex:Word			lilaLemma:100589		lexicalSense:n1145.sg01.s01	Velez’s lexical entry for 'Educo'	pen. br.
lexicalEntry:n1146.e01	ontolex:Word			lilaLemma:100612		lexicalSense:n1146.sg01.s01	Velez’s lexical entry for 'Effero'	2. b.
lexicalEntry:n1146.e10	ontolex:Word			lilaIpoLemma:13648		lexicalSense:n1146.sg10.s01	Velez’s lexical entry for 'Elatus'	
lexicalEntry:n1147.e01	ontolex:Word			lilaLemma:100625		lexicalSense:n1147.sg01.s01	Velez’s lexical entry for 'Efficax'	
lexicalEntry:n1148.e01	ontolex:Word			lilaLemma:100641		lexicalSense:n1148.sg01.s01	Velez’s lexical entry for 'Efflagito'	
lexicalEntry:n1149.e01	ontolex:Word			lilaLemma:100621		lexicalSense:n1149.sg01.s01, lexicalSense:n1149.sg01.s02	Velez’s lexical entry for 'Effoetus'	
lexicalEntry:n1150.e01	ontolex:Word			lilaLemma:100700		lexicalSense:n1150.sg01.s01	Velez’s lexical entry for 'Egenus'	2. l.
lexicalEntry:n1151.e01	ontolex:Word			lilaLemma:100701		lexicalSense:n1151.sg01.s01	Velez’s lexical entry for 'Egeo'	1. b.
lexicalEntry:n1152.e01	ontolex:Word			lilaLemma:100715		lexicalSense:n1152.sg01.s01	Velez’s lexical entry for 'Egredior'	2. b.
lexicalEntry:n1153.e01	ontolex:Word			lilaLemma:100721		lexicalSense:n1153.sg01.s01	Velez’s lexical entry for 'Eheu'	1. 2. l.
lexicalEntry:n1154.e01	ontolex:Word			lilaLemma:100722		lexicalSense:n1154.sg01.s01, lexicalSense:n1154.sg01.s02, lexicalSense:n1154.sg01.s03	Velez’s lexical entry for 'Eho'	
lexicalEntry:n1155.e01	ontolex:Word			lilaLemma:105247		lexicalSense:n1155.sg01.s01	Velez’s lexical entry for 'Eia'	1. l.
lexicalEntry:n1156.e01	ontolex:Word			lilaLemma:100727		lexicalSense:n1156.sg01.s01, lexicalSense:n1156.sg01.s99	Velez’s lexical entry for 'Ejicio'	2. b.
lexicalEntry:n1157.e01	ontolex:Word			lilaLemma:100778		lexicalSense:n1157.sg01.s01	Velez’s lexical entry for 'Electrum'	
lexicalEntry:n1158.e01	ontolex:Word		Adverb.	lilaIpoLemma:15950		lexicalSense:n1158.sg01.s01, lexicalSense:n1158.sg01.s99	Velez’s lexical entry for 'Eleganter'	Vide Lavo.
lexicalEntry:n1159.e01	ontolex:Word			lilaLemma:102626		lexicalSense:n1159.sg01.s01	Velez’s lexical entry for 'Elegeia'	
lexicalEntry:n1160.e01	ontolex:Word			lilaLemma:100812		lexicalSense:n1160.sg01.s01, lexicalSense:n1160.sg01.s02, lexicalSense:n1160.sg01.s99	Velez’s lexical entry for 'Elephas'	
lexicalEntry:n1160.e02	ontolex:Word			lilaLemma:100810		lexicalSense:n1160.sg01.s01, lexicalSense:n1160.sg01.s02, lexicalSense:n1160.sg01.s99	Velez’s lexical entry for 'Elephantus'	
lexicalEntry:n1161.e01	ontolex:Word			lilaLemma:100822		lexicalSense:n1161.sg01.s01, lexicalSense:n1161.sg01.s99	Velez’s lexical entry for 'Elicio'	2. b.
lexicalEntry:n1162.e01	ontolex:Word			lilaLemma:100823		lexicalSense:n1162.sg01.s01, lexicalSense:n1162.sg01.s99	Velez’s lexical entry for 'Elido'	1. l.
lexicalEntry:n1163.e01	ontolex:Word			lilaLemma:5858		lexicalSense:n1163.sg01.s01	Velez’s lexical entry for 'Eliezer'	
lexicalEntry:n1164.e01	ontolex:Word			lilaLemma:100824		lexicalSense:n1164.sg01.s01	Velez’s lexical entry for 'Eligo'	2. b.
lexicalEntry:n1165.e01	ontolex:Word			lilaLemma:5873		lexicalSense:n1165.sg01.s01	Velez’s lexical entry for 'Elisabeth'	
lexicalEntry:n1165.e02	ontolex:Word			lilaLemma:156172		lexicalSense:n1165.sg01.s01	Velez’s lexical entry for 'Elisabetha'	
lexicalEntry:n1166.e01	ontolex:Word			lilaLemma:100908		lexicalSense:n1166.sg01.s01, lexicalSense:n1166.sg01.s99	Velez’s lexical entry for 'Emancipo'	3. b.
lexicalEntry:n1167.e01	ontolex:Word			lilaLemma:100932		lexicalSense:n1167.sg01.s01	Velez’s lexical entry for 'Emblema'	
lexicalEntry:n1168.e01	ontolex:Word			lilaLemma:100958		lexicalSense:n1168.sg01.s01	Velez’s lexical entry for 'Emendico'	3. l.
lexicalEntry:n1169.e01	ontolex:Word			lilaLemma:100967		lexicalSense:n1169.sg01.s01, lexicalSense:n1169.sg01.s99	Velez’s lexical entry for 'Emergo'	
lexicalEntry:n1170.e01	ontolex:Word			lilaLemma:100976		lexicalSense:n1170.sg01.s01, lexicalSense:n1170.sg01.s99	Velez’s lexical entry for 'Emigro'	
lexicalEntry:n1171.e01	ontolex:Word			lilaLemma:100978		lexicalSense:n1171.sg01.s01	Velez’s lexical entry for 'Emineo'	2. b.
lexicalEntry:n1172.e01	ontolex:Word		Adv.	lilaLemma:100985		lexicalSense:n1172.sg01.s01	Velez’s lexical entry for 'Eminus'	2. b.
lexicalEntry:n1173.e01	ontolex:Word			lilaLemma:100996		lexicalSense:n1173.sg01.s01	Velez’s lexical entry for 'Emitto'	
lexicalEntry:n1173.e10	ontolex:Word			lilaLemma:100989		lexicalSense:n1173.sg10.s01, lexicalSense:n1173.sg10.s02, lexicalSense:n1173.sg10.s03, lexicalSense:n1173.sg10.s99	Velez’s lexical entry for 'Emissarius'	
lexicalEntry:n1173.e20	ontolex:Word			lilaLemma:100990		lexicalSense:n1173.sg20.s01	Velez’s lexical entry for 'Emissarium'	
lexicalEntry:n1174.e01	ontolex:Word			lilaLemma:5958		lexicalSense:n1174.sg01.s01	Velez’s lexical entry for 'EMMANUEL'	2. 3. b.
lexicalEntry:n1175.e01	ontolex:Word			lilaLemma:100998		lexicalSense:n1175.sg01.s01, lexicalSense:n1175.sg01.s99	Velez’s lexical entry for 'Emo'	1. b.
lexicalEntry:n1176.e01	ontolex:Word		Meditativ.	lilaLemma:101045		lexicalSense:n1176.sg01.s01	Velez’s lexical entry for 'Empturio'	2. b.
lexicalEntry:n1177.e01	ontolex:Word			lilaLemma:49124		lexicalSense:n1177.sg01.s01, lexicalSense:n1177.sg01.s99	Velez’s lexical entry for 'En'	
lexicalEntry:n1178.e01	ontolex:Word			lilaLemma:101110		lexicalSense:n1178.sg01.s01	Velez’s lexical entry for 'Eneco'	2. b.
lexicalEntry:n1179.e01	ontolex:Word			lilaLemma:101119		lexicalSense:n1179.sg01.s01	Velez’s lexical entry for 'Enim'	1. b.
lexicalEntry:n1180.e01	ontolex:Word			lilaLemma:101153		lexicalSense:n1180.sg01.s01	Velez’s lexical entry for 'Ensis'	masc.
lexicalEntry:n1181.e01	ontolex:Word			lilaLemma:101122		lexicalSense:n1181.sg01.s01	Velez’s lexical entry for 'Enitor'	
lexicalEntry:n1181.e10	ontolex:Word			lilaIpoLemma:113132		lexicalSense:n1181.sg10.s01	Velez’s lexical entry for 'Enixè'	Enixissimè, Sueton.
lexicalEntry:n1182.e01	ontolex:Word			lilaLemma:101183		lexicalSense:n1182.sg01.s01, lexicalSense:n1182.sg01.s02, lexicalSense:n1182.sg01.s99	Velez’s lexical entry for 'Eo'	Vide Itum.
lexicalEntry:n1183.e01	ontolex:Word		Adverb.	lilaIpoLemma:110466		lexicalSense:n1183.sg01.s01	Velez’s lexical entry for 'Eò'	
lexicalEntry:n1184.e01	ontolex:Word		Adverb.	lilaIpoLemma:24310		lexicalSense:n1184.sg01.s01	Velez’s lexical entry for 'Eòdem'	Eodem, & c. eosdem dissyl.
lexicalEntry:n1185.e01	ontolex:Word		pen. acutâ,	lilaLemma:6092		lexicalSense:n1185.sg01.s01	Velez’s lexical entry for 'Ephraim'	
lexicalEntry:n1186.e01	ontolex:Word			lilaLemma:6094		lexicalSense:n1186.sg01.s01	Velez’s lexical entry for 'Ephratha'	2. l.
lexicalEntry:n1187.e01	ontolex:Word			lilaLemma:6175		lexicalSense:n1187.sg01.s01	Velez’s lexical entry for 'Epirus'	2. l.
lexicalEntry:n1188.e01	ontolex:Word			lilaLemma:101342		lexicalSense:n1188.sg01.s01	Velez’s lexical entry for 'Epos'	
lexicalEntry:n1188.e10	ontolex:Word			lilaLemma:101242		lexicalSense:n1188.sg10.s99	Velez’s lexical entry for 'Epicus'	
lexicalEntry:n1189.e01	ontolex:Word			lilaLemma:101001		lexicalSense:n1189.sg01.s01	Velez’s lexical entry for 'Epulae'	Alterum pro altero invenitur.
lexicalEntry:n1189.e10	ontolex:Word			lilaLemma:101022		lexicalSense:n1189.sg10.s01	Velez’s lexical entry for 'Epulum'	[Alterum pro altero invenitur.]
lexicalEntry:n1190.e01	ontolex:Word			lilaLemma:101050		lexicalSense:n1190.sg01.s01	Velez’s lexical entry for 'Equa'	equabus, dat. & abl.
lexicalEntry:n1191.e01	ontolex:Word			lilaLemma:101354		lexicalSense:n1191.sg01.s01, lexicalSense:n1191.sg01.s02	Velez’s lexical entry for 'Eques'	Ponitur interdum Eques pro Equo.
lexicalEntry:n1192.e01	ontolex:Word			lilaLemma:101355		lexicalSense:n1192.sg01.s01	Velez’s lexical entry for 'Equester'	
lexicalEntry:n1193.e01	ontolex:Word		Conjunct.	lilaLemma:101356		lexicalSense:n1193.sg01.s01	Velez’s lexical entry for 'Equidem'	2. b.
lexicalEntry:n1194.e01	ontolex:Word			lilaLemma:101076		lexicalSense:n1194.sg01.s01, lexicalSense:n1194.sg01.s99	Velez’s lexical entry for 'Equus'	
lexicalEntry:n1194.e10	ontolex:Word			lilaLemma:101357		lexicalSense:n1194.sg10.s01	Velez’s lexical entry for 'Equiferus'	
