ontolex.LexicalEntry	subClass	decomp.subterm	lexinfo.note	ontolex.canonicalForm	ontolex.lexicalForm	ontolex.sense	rdfs.label	skos.note
lexicalEntry:n2648.e01	ontolex:Word			lilaLemma:118532		lexicalSense:n2648.sg01.s01	Velez’s lexical entry for 'Portio'	
lexicalEntry:n2649.e01	ontolex:Word			lilaLemma:118545		lexicalSense:n2649.sg01.s01, lexicalSense:n2649.sg01.s99	Velez’s lexical entry for 'Portus'	
lexicalEntry:n2650.e01	ontolex:Word			lilaLemma:156136		lexicalSense:n2650.sg01.s01	Velez’s lexical entry for 'Portucala'	2. 3. l.
lexicalEntry:n2650.e02	ontolex:Word			lilaLemma:156137		lexicalSense:n2650.sg01.s01	Velez’s lexical entry for 'Portucale'	
lexicalEntry:n2651.e01	ontolex:Word			lilaLemma:118550		lexicalSense:n2651.sg01.s01, lexicalSense:n2651.sg01.s02, lexicalSense:n2651.sg01.s99	Velez’s lexical entry for 'Posco'	
lexicalEntry:n2652.e01	ontolex:Word			lilaLemma:118557		lexicalSense:n2652.sg01.s01	Velez’s lexical entry for 'Possessio'	à Possideo, es.
lexicalEntry:n2653.e01	ontolex:Word			lilaLemma:118569		lexicalSense:n2653.sg01.s01, lexicalSense:n2653.sg01.s99	Velez’s lexical entry for 'Possum'	Praepossum apud Tac.
lexicalEntry:n2654.e01	ontolex:Word		Adverb.	lilaLemma:118573		lexicalSense:n2654.sg01.s01, lexicalSense:n2654.sg01.s02	Velez’s lexical entry for 'Post'	
lexicalEntry:n2654.e10	ontolex:Word		Praepos.	lilaLemma:118572		lexicalSense:n2654.sg10.s01	Velez’s lexical entry for 'Post'	
lexicalEntry:n2655.e01	ontolex:MultiwordExpression	lexicalEntry:n2654.e10, lexicalEntry:n1855.e01	Adverb.	lilaLemma:118575		lexicalSense:n2655.sg01.s01	Velez’s lexical entry for 'Postea'	
lexicalEntry:n2656.e01	ontolex:Word			lilaLemma:118585		lexicalSense:n2656.sg01.s01	Velez’s lexical entry for 'Posteri'	pen. b.
lexicalEntry:n2656.e10	ontolex:Word			lilaLemma:120781		lexicalSense:n2656.sg10.s01	Velez’s lexical entry for 'Posterus'	
lexicalEntry:n2657.e01	ontolex:Word		comp.	lilaIpoLemma:34081		lexicalSense:n2657.sg01.s01	Velez’s lexical entry for 'Posterior'	
lexicalEntry:n2658.e01	ontolex:Word		superl.	lilaLemma:118612		lexicalSense:n2658.sg01.s01	Velez’s lexical entry for 'Postremus'	
lexicalEntry:n2659.e01	ontolex:Word			lilaLemma:118587		lexicalSense:n2659.sg01.s01	Velez’s lexical entry for 'Postfero'	2. b.
lexicalEntry:n2660.e01	ontolex:Word			lilaLemma:118592		lexicalSense:n2660.sg01.s01	Velez’s lexical entry for 'Posthabeo'	2. b.
lexicalEntry:n2661.e01	ontolex:Word			lilaLemma:120707		lexicalSense:n2661.sg01.s01	Velez’s lexical entry for 'Postis'	
lexicalEntry:n2662.e01	ontolex:MultiwordExpression	lexicalEntry:n2654.e10, lexicalEntry:n0107.e01a		lilaLemma:118604		lexicalSense:n2662.sg01.s01	Velez’s lexical entry for 'Postmodùm'	2. b.
lexicalEntry:n2663.e01	ontolex:Word			lilaLemma:118607		lexicalSense:n2663.sg01.s01	Velez’s lexical entry for 'Postpono'	
lexicalEntry:n2664.e01	ontolex:MultiwordExpression	lexicalEntry:n2654.e10, lexicalEntry:n2850.e01		lilaLemma:120753		lexicalSense:n2664.sg01.s01	Velez’s lexical entry for 'Postquam'	
lexicalEntry:n2664.e02	ontolex:MultiwordExpression	lexicalEntry:n2655.e01, lexicalEntry:n2850.e01		lilaLemma:118562		lexicalSense:n2664.sg01.s01	Velez’s lexical entry for 'Posteaquam'	
lexicalEntry:n2665.e01	ontolex:Word		Adverb.	lilaIpoLemma:114058		lexicalSense:n2665.sg01.s01	Velez’s lexical entry for 'Postremò'	
lexicalEntry:n2665.e02	ontolex:MultiwordExpression	lexicalEntry:n0082.e01, lexicalEntry:n2658.e01		lilaLemma:156227		lexicalSense:n2665.sg01.s01	Velez’s lexical entry for 'ad Postremùm'	
lexicalEntry:n2665.e03	ontolex:Word			lilaIpoLemma:114475		lexicalSense:n2665.sg01.s01	Velez’s lexical entry for 'Postremúm'	
lexicalEntry:n2666.e01	ontolex:Word		Adverb.	lilaLemma:118613		lexicalSense:n2666.sg01.s01	Velez’s lexical entry for 'Postridie'	
lexicalEntry:n2667.e01	ontolex:Word			lilaLemma:118629		lexicalSense:n2667.sg01.s01, lexicalSense:n2667.sg01.s99	Velez’s lexical entry for 'Postulo'	
lexicalEntry:n2668.e01	ontolex:Word			lilaIpoLemma:110681		lexicalSense:n2668.sg01.s01	Velez’s lexical entry for 'Potens'	1. b.
lexicalEntry:n2669.e01	ontolex:Word			lilaLemma:118657		lexicalSense:n2669.sg01.s01	Velez’s lexical entry for 'Potio'	
lexicalEntry:n2670.e01	ontolex:Word			lilaLemma:118663		lexicalSense:n2670.sg01.s01, lexicalSense:n2670.sg01.s02	Velez’s lexical entry for 'Potior'	1. b.
lexicalEntry:n2670.e10	ontolex:Word			lilaIpoLemma:47567		lexicalSense:n2670.sg10.s01	Velez’s lexical entry for 'Potiùs'	[1. b.]
lexicalEntry:n2671.e01	ontolex:Word			lilaLemma:118660		lexicalSense:n2671.sg01.s01, lexicalSense:n2671.sg01.s99	Velez’s lexical entry for 'Potior'	1. b.
lexicalEntry:n2672.e01	ontolex:Word			lilaLemma:118661		lexicalSense:n2672.sg01.s01	Velez’s lexical entry for 'Potissimus'	1. b.
lexicalEntry:n2672.e10	ontolex:Word		Adverb.	lilaIpoLemma:47572		lexicalSense:n2672.sg10.s01	Velez’s lexical entry for 'Potissimùm'	[1. b.]
lexicalEntry:n2673.e01	ontolex:Word			lilaLemma:118670		lexicalSense:n2673.sg01.s01	Velez’s lexical entry for 'Poto'	1. l.
lexicalEntry:n2673.e10	ontolex:Word			lilaLemma:120922		lexicalSense:n2673.sg10.s01	Velez’s lexical entry for 'Potus'	[1. l.]
lexicalEntry:n2673.e20	ontolex:Word			lilaIpoLemma:34161		lexicalSense:n2673.sg20.s01	Velez’s lexical entry for 'Potus'	[1. l.]
lexicalEntry:n2674.e01	ontolex:Word		Praep.	lilaLemma:118678		lexicalSense:n2674.sg01.s01, lexicalSense:n2674.sg01.s02, lexicalSense:n2674.sg01.s03, lexicalSense:n2674.sg01.s04, lexicalSense:n2674.sg01.s99	Velez’s lexical entry for 'Prae'	
lexicalEntry:n2675.e01	ontolex:Word			lilaIpoLemma:34168		lexicalSense:n2675.sg01.s01	Velez’s lexical entry for 'Praeacutus'	1. 2. b. pen. l.
lexicalEntry:n2676.e01	ontolex:Word			lilaLemma:118687		lexicalSense:n2676.sg01.s01, lexicalSense:n2676.sg01.s02, lexicalSense:n2676.sg01.s99	Velez’s lexical entry for 'Praebeo'	
lexicalEntry:n2677.e01	ontolex:Word			lilaLemma:118706		lexicalSense:n2677.sg01.s01	Velez’s lexical entry for 'Praecaveo'	2. b.
lexicalEntry:n2678.e01	ontolex:Word			lilaLemma:118708		lexicalSense:n2678.sg01.s01	Velez’s lexical entry for 'Praecedo'	2. l.
lexicalEntry:n2679.e01	ontolex:Word			lilaLemma:118711		lexicalSense:n2679.sg01.s01, lexicalSense:n2679.sg01.s02	Velez’s lexical entry for 'Praecello'	
lexicalEntry:n2680.e01	ontolex:Word			lilaLemma:118733		lexicalSense:n2680.sg01.s01	Velez’s lexical entry for 'Praecingo'	
lexicalEntry:n2681.e01	ontolex:Word			lilaLemma:118734		lexicalSense:n2681.sg01.s01, lexicalSense:n2681.sg01.s02	Velez’s lexical entry for 'Praecino'	2. b.
lexicalEntry:n2682.e01	ontolex:Word			lilaLemma:118735		lexicalSense:n2682.sg01.s01, lexicalSense:n2682.sg01.s02, lexicalSense:n2682.sg01.s03	Velez’s lexical entry for 'Praecipio'	
lexicalEntry:n2683.e01	ontolex:Word			lilaLemma:118741		lexicalSense:n2683.sg01.s01	Velez’s lexical entry for 'Praecipuus'	2. b.
lexicalEntry:n2684.e01	ontolex:Word			lilaLemma:118755		lexicalSense:n2684.sg01.s01, lexicalSense:n2684.sg01.s02	Velez’s lexical entry for 'Praecludo'	2. l.
lexicalEntry:n2685.e01	ontolex:Word			lilaLemma:118783		lexicalSense:n2685.sg01.s01	Velez’s lexical entry for 'Praecordia'	
lexicalEntry:n2686.e01	ontolex:Word			lilaLemma:118786		lexicalSense:n2686.sg01.s01	Velez’s lexical entry for 'Praecox'	incr. b.
lexicalEntry:n2687.e01	ontolex:Word			lilaLemma:118793		lexicalSense:n2687.sg01.s01	Velez’s lexical entry for 'Praecurro'	
lexicalEntry:n2688.e01	ontolex:Word			lilaLemma:118842		lexicalSense:n2688.sg01.s01, lexicalSense:n2688.sg01.s02	Velez’s lexical entry for 'Praeditus'	
lexicalEntry:n2689.e01	ontolex:Word			lilaLemma:118870		lexicalSense:n2689.sg01.s01	Velez’s lexical entry for 'Praeeo'	1. b.
lexicalEntry:n2690.e01	ontolex:Word			lilaLemma:118886		lexicalSense:n2690.sg01.s01, lexicalSense:n2690.sg01.s99	Velez’s lexical entry for 'Praefero'	2. b.
lexicalEntry:n2691.e01	ontolex:Word			lilaLemma:118894		lexicalSense:n2691.sg01.s01	Velez’s lexical entry for 'Praeficio'	2. b.
lexicalEntry:n2692.e01	ontolex:Word			lilaLemma:118899		lexicalSense:n2692.sg01.s01	Velez’s lexical entry for 'Praefinio'	2. l.
lexicalEntry:n2693.e01	ontolex:Word			lilaLemma:118945		lexicalSense:n2693.sg01.s01	Velez’s lexical entry for 'Praegravis'	2. b.
lexicalEntry:n2694.e01	ontolex:Word			lilaLemma:118947		lexicalSense:n2694.sg01.s01	Velez’s lexical entry for 'Praegredior'	2. b.
lexicalEntry:n2695.e01	ontolex:Word			lilaLemma:118996		lexicalSense:n2695.sg01.s01	Velez’s lexical entry for 'Praeluceo'	2. l.
lexicalEntry:n2696.e01	ontolex:Word			lilaLemma:118998		lexicalSense:n2696.sg01.s01	Velez’s lexical entry for 'Praeludo'	2. l.
lexicalEntry:n2697.e01	ontolex:Word			lilaLemma:119020		lexicalSense:n2697.sg01.s01	Velez’s lexical entry for 'Praemetuo'	2. b.
lexicalEntry:n2698.e01	ontolex:Word			lilaLemma:118868		lexicalSense:n2698.sg01.s01	Velez’s lexical entry for 'Praemineo'	
lexicalEntry:n2699.e01	ontolex:Word			lilaLemma:119038		lexicalSense:n2699.sg01.s01	Velez’s lexical entry for 'Praemoderor'	2. 3. b.
lexicalEntry:n2700.e01	ontolex:Word			lilaLemma:119045		lexicalSense:n2700.sg01.s01	Velez’s lexical entry for 'Praemoneo'	
lexicalEntry:n2701.e01	ontolex:Word		Neutr. et indecl.	lilaLemma:19272		lexicalSense:n2701.sg01.s01	Velez’s lexical entry for 'Praeneste'	
lexicalEntry:n2701.e02	ontolex:Word		foem.	lilaLemma:156205		lexicalSense:n2701.sg01.s01	Velez’s lexical entry for 'Praenestis'	
lexicalEntry:n2702.e01	ontolex:Word			lilaLemma:119068		lexicalSense:n2702.sg01.s01	Velez’s lexical entry for 'Praeniteo'	2. b.
lexicalEntry:n2703.e01	ontolex:Word			lilaLemma:119095		lexicalSense:n2703.sg01.s01	Velez’s lexical entry for 'Praeopto'	
lexicalEntry:n2704.e01	ontolex:Word			lilaLemma:119104		lexicalSense:n2704.sg01.s01	Velez’s lexical entry for 'Praeparo'	pen. b.
lexicalEntry:n2705.e01	ontolex:Word		ult. br.	lilaLemma:119110		lexicalSense:n2705.sg01.s01	Velez’s lexical entry for 'Praepes'	incr. b.
lexicalEntry:n2706.e01	ontolex:Word			lilaLemma:119118		lexicalSense:n2706.sg01.s01, lexicalSense:n2706.sg01.s02	Velez’s lexical entry for 'Praepono'	
lexicalEntry:n2707.e01	ontolex:Word			lilaLemma:119125		lexicalSense:n2707.sg01.s01	Velez’s lexical entry for 'Praeposterus'	
lexicalEntry:n2707.e10	ontolex:Word			lilaIpoLemma:34864		lexicalSense:n2707.sg10.s01	Velez’s lexical entry for 'Praeposterè'	Adverb.
lexicalEntry:n2708.e01	ontolex:Word		pen. br.	lilaLemma:119126		lexicalSense:n2708.sg01.s01	Velez’s lexical entry for 'Praepotens'	
lexicalEntry:n2709.e01	ontolex:Word			lilaLemma:119160		lexicalSense:n2709.sg01.s01	Velez’s lexical entry for 'Praes'	Vide Vas, Vadis.
lexicalEntry:n2710.e01	ontolex:Word			lilaLemma:119176		lexicalSense:n2710.sg01.s01	Velez’s lexical entry for 'Praescius'	
lexicalEntry:n2711.e01	ontolex:Word			lilaLemma:119177		lexicalSense:n2711.sg01.s01, lexicalSense:n2711.sg01.s02, lexicalSense:n2711.sg01.s03	Velez’s lexical entry for 'Praescribo'	
lexicalEntry:n2711.e10	ontolex:Word			lilaLemma:119178		lexicalSense:n2711.sg10.s01, lexicalSense:n2711.sg10.s02	Velez’s lexical entry for 'Praescriptio'	
lexicalEntry:n2711.e11	ontolex:Word			lilaLemma:120889		lexicalSense:n2711.sg10.s01, lexicalSense:n2711.sg10.s02	Velez’s lexical entry for 'Praescriptum'	
lexicalEntry:n2712.e01	ontolex:Word			lilaLemma:135864		lexicalSense:n2712.sg01.s01, lexicalSense:n2712.sg01.s02, lexicalSense:n2712.sg01.s03, lexicalSense:n2712.sg01.s99	Velez’s lexical entry for 'Praesens'	
lexicalEntry:n2713.e01	ontolex:Word			lilaLemma:119188		lexicalSense:n2713.sg01.s01	Velez’s lexical entry for 'Praesentaneus'	
lexicalEntry:n2714.e01	ontolex:Word			lilaLemma:119196		lexicalSense:n2714.sg01.s01	Velez’s lexical entry for 'Praesepe'	Praesepes, is, Praesepia, ae, rariùs reperiuntur.
lexicalEntry:n2714.e02	ontolex:Word			lilaLemma:119193		lexicalSense:n2714.sg01.s01	Velez’s lexical entry for 'Praesepium'	
lexicalEntry:n2715.e01	ontolex:Word			lilaLemma:119202		lexicalSense:n2715.sg01.s01	Velez’s lexical entry for 'Praeses'	ult. b.
lexicalEntry:n2716.e01	ontolex:Word			lilaLemma:119210		lexicalSense:n2716.sg01.s01	Velez’s lexical entry for 'Praesideo'	
lexicalEntry:n2717.e01	ontolex:Word			lilaLemma:141016		lexicalSense:n2717.sg01.s01, lexicalSense:n2717.sg01.s02	Velez’s lexical entry for 'Praestigiae'	
lexicalEntry:n2718.e01	ontolex:Word			lilaLemma:119246		lexicalSense:n2718.sg01.s01, lexicalSense:n2718.sg01.s02, lexicalSense:n2718.sg01.s03, lexicalSense:n2718.sg01.s04	Velez’s lexical entry for 'Praesto'	
lexicalEntry:n2718.e02	ontolex:Word			lilaIpoLemma:35027		lexicalSense:n2718.sg02.s01	Velez’s lexical entry for 'Praestans'	
lexicalEntry:n2718.e10	ontolex:Word			lilaLemma:142043		lexicalSense:n2718.sg10.s01	Velez’s lexical entry for 'Praestat'	
lexicalEntry:n2719.e01	ontolex:Word		Adverb. indecl.	lilaLemma:119245		lexicalSense:n2719.sg01.s01	Velez’s lexical entry for 'Praestò'	
lexicalEntry:n2720.e01	ontolex:Word			lilaLemma:119248		lexicalSense:n2720.sg01.s01	Velez’s lexical entry for 'Praestolor'	
lexicalEntry:n2721.e01	ontolex:Word			lilaLemma:119259		lexicalSense:n2721.sg01.s01	Velez’s lexical entry for 'Praesul'	
lexicalEntry:n2722.e01	ontolex:Word			lilaLemma:156138		lexicalSense:n2722.sg01.s01	Velez’s lexical entry for 'Praesilio'	
lexicalEntry:n2722.e10	ontolex:Word		Freq.	lilaLemma:119263		lexicalSense:n2722.sg10.s01	Velez’s lexical entry for 'Praesulto'	
lexicalEntry:n2722.e20	ontolex:Word			lilaLemma:119264		lexicalSense:n2722.sg20.s01	Velez’s lexical entry for 'Praesultor'	
lexicalEntry:n2723.e01	ontolex:Word			lilaLemma:119265		lexicalSense:n2723.sg01.s01	Velez’s lexical entry for 'Praesum'	
lexicalEntry:n2724.e01	ontolex:Word			lilaLemma:119282		lexicalSense:n2724.sg01.s01, lexicalSense:n2724.sg01.s02	Velez’s lexical entry for 'Praetendo'	
lexicalEntry:n2725.e01	ontolex:Word		Praep.	lilaLemma:119286		lexicalSense:n2725.sg01.s01, lexicalSense:n2725.sg01.s02	Velez’s lexical entry for 'Praeter'	
lexicalEntry:n2726.e01	ontolex:MultiwordExpression	lexicalEntry:n2725.e01, lexicalEntry:n2850.e01	Conjunct.	lilaLemma:120721		lexicalSense:n2726.sg01.s01, lexicalSense:n2726.sg01.s02, lexicalSense:n2726.sg01.s99	Velez’s lexical entry for 'Praeterquàm'	Adverb.
lexicalEntry:n2727.e01	ontolex:Word			lilaLemma:119318		lexicalSense:n2727.sg01.s01, lexicalSense:n2727.sg01.s02, lexicalSense:n2727.sg01.s03	Velez’s lexical entry for 'Praetexo'	
lexicalEntry:n2728.e01	ontolex:Word			lilaLemma:119350		lexicalSense:n2728.sg01.s01	Velez’s lexical entry for 'Praetextum'	
lexicalEntry:n2728.e02	ontolex:Word			lilaLemma:119351		lexicalSense:n2728.sg01.s01	Velez’s lexical entry for 'Praetextus'	
lexicalEntry:n2728.e10	ontolex:Word			lilaIpoLemma:35135		lexicalSense:n2728.sg10.s01	Velez’s lexical entry for 'Praetextus'	
lexicalEntry:n2728.e20	ontolex:Word			lilaLemma:119349		lexicalSense:n2728.sg20.s01	Velez’s lexical entry for 'Praetexta'	
lexicalEntry:n2729.e01	ontolex:Word			lilaLemma:119320		lexicalSense:n2729.sg01.s01	Velez’s lexical entry for 'Praetimeo'	2. b.
lexicalEntry:n2730.e01	ontolex:Word			lilaLemma:119363		lexicalSense:n2730.sg01.s01, lexicalSense:n2730.sg01.s02	Velez’s lexical entry for 'Praevaricor'	2. 3. b.
lexicalEntry:n2731.e01	ontolex:Word			lilaLemma:119366		lexicalSense:n2731.sg01.s01	Velez’s lexical entry for 'Praeverto'	
lexicalEntry:n2731.e10	ontolex:Word		Depon.	lilaLemma:119365		lexicalSense:n2731.sg10.s01, lexicalSense:n2731.sg10.s02	Velez’s lexical entry for 'Praevertor'	
lexicalEntry:n2732.e01	ontolex:Word			lilaIpoLemma:35251		lexicalSense:n2732.sg01.s01	Velez’s lexical entry for 'Praeustus'	
lexicalEntry:n2733.e01	ontolex:Word			lilaLemma:119392		lexicalSense:n2733.sg01.s01	Velez’s lexical entry for 'Prandeo'	
lexicalEntry:n2733.e10	ontolex:Word			lilaIpoLemma:35257		lexicalSense:n2733.sg10.s01	Velez’s lexical entry for 'Pransus'	
lexicalEntry:n2734.e01	ontolex:Word			lilaLemma:73242		lexicalSense:n2734.sg01.s01	Velez’s lexical entry for 'Precis'	1. b.
lexicalEntry:n2735.e01	ontolex:Word			lilaLemma:119429		lexicalSense:n2735.sg01.s01, lexicalSense:n2735.sg01.s99	Velez’s lexical entry for 'Precor'	1. b.
lexicalEntry:n2736.e01	ontolex:Word			lilaLemma:119432		lexicalSense:n2736.sg01.s01	Velez’s lexical entry for 'Prehendo'	
lexicalEntry:n2736.e03	ontolex:Word			lilaLemma:119431		lexicalSense:n2736.sg01.s01	Velez’s lexical entry for 'Praendo'	
lexicalEntry:n2736.e10	ontolex:Word		frequent.	lilaLemma:119434		lexicalSense:n2736.sg10.s01	Velez’s lexical entry for 'Praehenso'	
lexicalEntry:n2737.e01	ontolex:Word			lilaLemma:119437		lexicalSense:n2737.sg01.s01, lexicalSense:n2737.sg01.s99	Velez’s lexical entry for 'Premo'	1. b.
lexicalEntry:n2738.e01	ontolex:Word			lilaLemma:119443		lexicalSense:n2738.sg01.s01, lexicalSense:n2738.sg01.s02	Velez’s lexical entry for 'Presbyter'	2. b.
lexicalEntry:n2739.e01	ontolex:Word		pr. l.	lilaLemma:19340		lexicalSense:n2739.sg01.s01	Velez’s lexical entry for 'Priamides'	
lexicalEntry:n2740.e01	ontolex:Word		Adverb.	lilaLemma:119464		lexicalSense:n2740.sg01.s01	Velez’s lexical entry for 'Pridiè'	1. l.
lexicalEntry:n2740.e10	ontolex:Word			lilaLemma:119462		lexicalSense:n2740.sg10.s01	Velez’s lexical entry for 'Pridianus'	[1. l.]
lexicalEntry:n2741.e01	ontolex:Word			lilaLemma:156206		lexicalSense:n2741.sg01.s01	Velez’s lexical entry for 'Primae'	1. l.
lexicalEntry:n2742.e01	ontolex:Word			lilaLemma:119485		lexicalSense:n2742.sg01.s01	Velez’s lexical entry for 'Primitiae'	2. b.
lexicalEntry:n2743.e01	ontolex:Word			lilaIpoLemma:35374		lexicalSense:n2743.sg01.s01	Velez’s lexical entry for 'Primùm'	Adv. 1. l.
lexicalEntry:n2743.e02	ontolex:Word			lilaLemma:119498		lexicalSense:n2743.sg02.s01	Velez’s lexical entry for 'Primus'	quod Comparativo caret, & Superl.
lexicalEntry:n2743.e10	ontolex:Word			lilaLemma:119509		lexicalSense:n2743.sg10.s01	Velez’s lexical entry for 'Prior'	licét Comparativum sit, Positivum tamen non habet:
lexicalEntry:n2743.e20	ontolex:Word		Adject.	lilaLemma:73411		lexicalSense:n2743.sg20.s01, lexicalSense:n2743.sg20.s02	Velez’s lexical entry for 'Primores'	[1. l.]
lexicalEntry:n2744.e01	ontolex:Word			lilaLemma:73416		lexicalSense:n2744.sg01.s01, lexicalSense:n2744.sg01.s02, lexicalSense:n2744.sg01.s99	Velez’s lexical entry for 'Princeps'	
lexicalEntry:n2745.e01	ontolex:Word			lilaLemma:119518		lexicalSense:n2745.sg01.s01, lexicalSense:n2745.sg01.s02	Velez’s lexical entry for 'Pristis'	
lexicalEntry:n2746.e01	ontolex:Word			lilaLemma:119530		lexicalSense:n2746.sg01.s01, lexicalSense:n2746.sg01.s99	Velez’s lexical entry for 'Privo'	
lexicalEntry:n2747.e01	ontolex:MultiwordExpression	lexicalEntry:n2743.e10, lexicalEntry:n2850.e01		lilaLemma:120723		lexicalSense:n2747.sg01.s01	Velez’s lexical entry for 'Priusquàm'	
lexicalEntry:n2748.e01	ontolex:Word		Praep.	lilaLemma:118468		lexicalSense:n2748.sg01.s01, lexicalSense:n2748.sg01.s02, lexicalSense:n2748.sg01.s03, lexicalSense:n2748.sg01.s04, lexicalSense:n2748.sg01.s05, lexicalSense:n2748.sg01.s99	Velez’s lexical entry for 'Pro'	
lexicalEntry:n2749.e01	ontolex:Word			lilaLemma:119533		lexicalSense:n2749.sg01.s01	Velez’s lexical entry for 'Proh'	
lexicalEntry:n2750.e01	ontolex:Word			lilaLemma:119582		lexicalSense:n2750.sg01.s01, lexicalSense:n2750.sg01.s99	Velez’s lexical entry for 'Procedo'	
lexicalEntry:n2751.e01	ontolex:Word			lilaLemma:119583		lexicalSense:n2751.sg01.s01	Velez’s lexical entry for 'Procella'	
lexicalEntry:n2751.e10	ontolex:Word			lilaLemma:119584		lexicalSense:n2751.sg10.s01	Velez’s lexical entry for 'Procello'	
lexicalEntry:n2752.e01	ontolex:Word			lilaLemma:141533		lexicalSense:n2752.sg01.s01	Velez’s lexical entry for 'Proceres'	
lexicalEntry:n2753.e01	ontolex:Word			lilaLemma:119607		lexicalSense:n2753.sg01.s01, lexicalSense:n2753.sg01.s02, lexicalSense:n2753.sg01.s03	Velez’s lexical entry for 'Proclivis'	
lexicalEntry:n2754.e01	ontolex:Word		praep.	lilaLemma:119631		lexicalSense:n2754.sg01.s01	Velez’s lexical entry for 'Procul'	
lexicalEntry:n2754.e10	ontolex:Word		Adv.	lilaLemma:119631		lexicalSense:n2754.sg10.s01	Velez’s lexical entry for 'Procul'	
lexicalEntry:n2755.e01	ontolex:Word			lilaLemma:119646		lexicalSense:n2755.sg01.s01	Velez’s lexical entry for 'Procuro'	prima cum sed tutiùs produces.
lexicalEntry:n2756.e01	ontolex:Word			lilaLemma:119668		lexicalSense:n2756.sg01.s01	Velez’s lexical entry for 'Prodigo'	pen. br.
lexicalEntry:n2757.e01	ontolex:Word			lilaLemma:119669		lexicalSense:n2757.sg01.s01	Velez’s lexical entry for 'Prodigus'	
lexicalEntry:n2758.e01	ontolex:Word			lilaLemma:120689		lexicalSense:n2758.sg01.s01	Velez’s lexical entry for 'Profano'	
lexicalEntry:n2759.e01	ontolex:Word			lilaLemma:119702		lexicalSense:n2759.sg01.s01, lexicalSense:n2759.sg01.s02	Velez’s lexical entry for 'Profanus'	
lexicalEntry:n2760.e01	ontolex:Word			lilaLemma:119727		lexicalSense:n2760.sg01.s01	Velez’s lexical entry for 'Profaris'	
lexicalEntry:n2761.e01	ontolex:Word		Adv.	lilaIpoLemma:35610		lexicalSense:n2761.sg01.s01	Velez’s lexical entry for 'Profectò'	
lexicalEntry:n2762.e01	ontolex:Word			lilaLemma:119711		lexicalSense:n2762.sg01.s01	Velez’s lexical entry for 'Profestus'	Vide Feriae.
lexicalEntry:n2763.e01	ontolex:Word			lilaLemma:119712		lexicalSense:n2763.sg01.s01, lexicalSense:n2763.sg01.s02	Velez’s lexical entry for 'Proficio'	
lexicalEntry:n2764.e01	ontolex:Word			lilaLemma:119713		lexicalSense:n2764.sg01.s01, lexicalSense:n2764.sg01.s99	Velez’s lexical entry for 'Proficiscor'	
lexicalEntry:n2765.e01	ontolex:Word			lilaLemma:119717		lexicalSense:n2765.sg01.s01, lexicalSense:n2765.sg01.s02, lexicalSense:n2765.sg01.s99	Velez’s lexical entry for 'Profiteor'	
lexicalEntry:n2766.e01	ontolex:Word		Adject.	lilaIpoLemma:35630		lexicalSense:n2766.sg01.s01	Velez’s lexical entry for 'Profluens'	
lexicalEntry:n2766.e10	ontolex:Word		Substant.	lilaIpoLemma:35630		lexicalSense:n2766.sg10.s01	Velez’s lexical entry for 'Profluens'	masc.
lexicalEntry:n2767.e01	ontolex:Word			lilaLemma:119730		lexicalSense:n2767.sg01.s01	Velez’s lexical entry for 'Profugio'	
lexicalEntry:n2768.e01	ontolex:Word			lilaLemma:119731		lexicalSense:n2768.sg01.s01, lexicalSense:n2768.sg01.s02	Velez’s lexical entry for 'Profugus'	
lexicalEntry:n2769.e01	ontolex:Word			lilaLemma:119735		lexicalSense:n2769.sg01.s01, lexicalSense:n2769.sg01.s99	Velez’s lexical entry for 'Profundo'	
lexicalEntry:n2770.e01	ontolex:Word			lilaLemma:119736		lexicalSense:n2770.sg01.s01	Velez’s lexical entry for 'Profundus'	
lexicalEntry:n2771.e01	ontolex:Word		à Profundo,	lilaIpoLemma:35646		lexicalSense:n2771.sg01.s01, lexicalSense:n2771.sg01.s02	Velez’s lexical entry for 'Profusus'	
lexicalEntry:n2772.e01	ontolex:Word			lilaLemma:119765		lexicalSense:n2772.sg01.s01, lexicalSense:n2772.sg01.s02	Velez’s lexical entry for 'Prohibeo'	
lexicalEntry:n2773.e01	ontolex:Word			lilaLemma:119776		lexicalSense:n2773.sg01.s01, lexicalSense:n2773.sg01.s02	Velez’s lexical entry for 'Proinde'	
lexicalEntry:n2774.e01	ontolex:Word			lilaLemma:119786		lexicalSense:n2774.sg01.s01	Velez’s lexical entry for 'Proles'	
lexicalEntry:n2775.e01	ontolex:Word			lilaLemma:119804		lexicalSense:n2775.sg01.s01	Velez’s lexical entry for 'Prologus'	1. 2. b.
lexicalEntry:n2776.e01	ontolex:Word			lilaLemma:119816		lexicalSense:n2776.sg01.s01	Velez’s lexical entry for 'Proluvies'	1. l. 2. b.
lexicalEntry:n2776.e02	ontolex:Word			lilaLemma:119815		lexicalSense:n2776.sg01.s01	Velez’s lexical entry for 'Proluvium'	
lexicalEntry:n2777.e01	ontolex:Word			lilaLemma:119835		lexicalSense:n2777.sg01.s01, lexicalSense:n2777.sg01.s99	Velez’s lexical entry for 'Promineo'	1. l. 2. b.
lexicalEntry:n2777.e10	ontolex:Word			lilaLemma:119866		lexicalSense:n2777.sg10.s01	Velez’s lexical entry for 'Promontorium'	
